This function calculates N(6, 3, p).

Parameters: #simulations = 100.
p from 0.05 to 0.35 step 0.01.

p, N(p), SD, size.
0.07, 109.3, 162.163, 125
0.08, 266.02, 163.157, 125
0.09, 254.81, 53.2405, 125
0.1, 181.16, 30.6303, 125
0.11, 134.98, 21.5128, 125
0.12, 104.41, 16.0537, 125
0.13, 81.39, 11.4244, 125
0.14, 68.96, 10.1468, 125
0.15, 60.41, 9.59176, 125
0.16, 51.79, 6.91563, 125
0.17, 46.51, 7.85938, 125
0.18, 41.14, 6.51616, 125
0.19, 37.35, 5.84016, 125
0.2, 33.54, 5.58287, 125
0.21, 30.74, 4.26056, 125
0.22, 28.93, 5.0779, 125
0.23, 26.49, 3.93318, 125
0.24, 24.52, 3.59856, 125
0.25, 23.02, 2.87743, 125
0.26, 21.3, 2.68514, 125
0.27, 19.97, 2.85466, 125
0.28, 18.55, 2.52735, 125
0.29, 18.43, 3.39192, 125
0.3, 17.67, 3.16877, 125
0.31, 16.03, 2.16081, 125
0.32, 15.48, 1.94155, 125
0.33, 14.92, 2.11981, 125
0.34, 14.31, 1.87454, 125

Processor time: 15.023.

p, N(p), SD, size.

0.05, 16.62, 11.7412, 130
0.06, 28.07, 21.3889, 130
0.07, 123.23, 169.26, 130
0.08, 306.4, 151.747, 130
0.09, 264.64, 53.3144, 130
0.1, 184.49, 31.0797, 130
0.11, 136.76, 22.4286, 130
0.12, 103.04, 17.8353, 130
0.13, 84.44, 12.3234, 130
0.14, 70.06, 11.9271, 130
0.15, 61.66, 9.12055, 130
0.16, 51.68, 6.62553, 130
0.17, 46.88, 6.97177, 130
0.18, 39.71, 5.89626, 130
0.19, 37.22, 5.31146, 130
0.2, 33.86, 5.21348, 130
0.21, 30.62, 4.77657, 130
0.22, 27.74, 3.40476, 130
0.23, 25.81, 3.70323, 130
0.24, 24.34, 3.79004, 130
0.25, 23.06, 3.6106, 130
0.26, 21.25, 2.65848, 130
0.27, 20.08, 2.51666, 130
0.28, 19.05, 2.5976, 130
0.29, 18.19, 3.9666, 130
0.3, 17.22, 2.704, 130
0.31, 16.29, 2.3719, 130
0.32, 15.35, 2.16044, 130
0.33, 14.93, 2.30328, 130
0.34, 13.87, 2.02314, 130

Processor time: 16.852.

p, N(p), SD, size.

0.05, 15.2, 10.2333, 135
0.06, 29.67, 68.355, 135
0.07, 139.48, 193.299, 135
0.08, 284.95, 160.611, 135
0.09, 264.45, 56.4789, 135
0.1, 181.8, 36.7712, 135
0.11, 136.67, 24.7548, 135
0.12, 103.91, 15.284, 135
0.13, 84.28, 12.388, 135
0.14, 71.11, 10.5023, 135
0.15, 58.36, 9.46311, 135
0.16, 52.85, 8.12327, 135
0.17, 47.34, 7.41515, 135
0.18, 40.9, 5.93549, 135
0.19, 36.89, 5.33647, 135
0.2, 34.42, 5.20803, 135
0.21, 30.47, 4.67002, 135
0.22, 28.78, 4.3671, 135
0.23, 26.33, 3.40016, 135
0.24, 24.71, 3.91994, 135
0.25, 22.68, 2.89441, 135
0.26, 21.41, 2.77883, 135
0.27, 20.66, 3.16613, 135
0.28, 18.43, 2.07005, 135
0.29, 17.82, 2.22432, 135
0.3, 17.01, 2.15636, 135
0.31, 16.09, 2.14986, 135
0.32, 15.53, 2.24257, 135
0.33, 14.9, 2.17486, 135
0.34, 14.23, 2.26652, 135

Processor time: 18.052.

p, N(p), SD, size.

0.05, 15.19, 9.64437, 140
0.06, 28.71, 23.5942, 140
0.07, 180.11, 217.858, 140
0.08, 306.2, 150.544, 140
0.09, 270.92, 59.9988, 140
0.1, 181.22, 32.4529, 140
0.11, 133.8, 22.646, 140
0.12, 102.54, 15.8918, 140
0.13, 85.57, 14.3187, 140
0.14, 69.88, 12.6643, 140
0.15, 60.39, 8.84635, 140
0.16, 52.47, 7.29171, 140
0.17, 46.44, 5.46319, 140
0.18, 40.74, 6.43525, 140
0.19, 36.9, 5.39166, 140
0.2, 33.56, 4.37337, 140
0.21, 31.2, 4.42267, 140
0.22, 28.37, 3.32161, 140
0.23, 27.32, 4.02214, 140
0.24, 24.04, 3.33742, 140
0.25, 22.91, 3.27443, 140
0.26, 21.62, 3.52074, 140
0.27, 20.5, 3.21092, 140
0.28, 19.72, 3.42368, 140
0.29, 18.45, 2.46323, 140
0.3, 17.29, 2.10378, 140
0.31, 16.71, 2.93699, 140
0.32, 15.55, 2.03162, 140
0.33, 14.88, 2.17384, 140
0.34, 14.03, 2.03202, 140

Processor time: 20.308.

p, N(p), SD, size.

0.05, 14.35, 15.4463, 145
0.06, 29.31, 18.9133, 145
0.07, 167, 205.963, 145
0.08, 318.2, 149.789, 145
0.09, 270.69, 56.3213, 145
0.1, 191.7, 36.9828, 145
0.11, 133.12, 20.3638, 145
0.12, 107.31, 17.2445, 145
0.13, 82.73, 11.4541, 145
0.14, 70.52, 8.87635, 145
0.15, 61.28, 8.96, 145
0.16, 52.69, 7.17732, 145
0.17, 46.43, 6.3123, 145
0.18, 41.31, 5.2301, 145
0.19, 37.42, 5.88248, 145
0.2, 33.86, 4.82498, 145
0.21, 31.25, 4.45281, 145
0.22, 28.36, 3.5483, 145
0.23, 26.83, 3.31679, 145
0.24, 24.38, 3.64631, 145
0.25, 23.1, 3.06431, 145
0.26, 22.01, 3.8013, 145
0.27, 20.61, 2.7528, 145
0.28, 18.98, 2.48588, 145
0.29, 18.01, 2.53178, 145
0.3, 17.02, 2.44123, 145
0.31, 16.05, 2.11837, 145
0.32, 16, 2.57682, 145
0.33, 14.8, 1.85472, 145
0.34, 14.04, 1.88637, 145

Processor time: 21.551.

p, N(p), SD, size.

0.05, 15.76, 8.77738, 150
0.06, 48.28, 104.061, 150
0.07, 224.08, 239.754, 150
0.08, 339.46, 145.818, 150
0.09, 273.24, 54.3047, 150
0.1, 181.64, 32.7715, 150
0.11, 131.72, 22.1847, 150
0.12, 105.23, 18.1129, 150
0.13, 85.16, 10.9057, 150
0.14, 69.06, 9.48875, 150
0.15, 59.73, 9.37961, 150
0.16, 52.19, 7.50559, 150
0.17, 45.75, 6.84452, 150
0.18, 41.93, 7.94261, 150
0.19, 36.87, 5.03916, 150
0.2, 33.57, 4.85645, 150
0.21, 31.33, 3.97506, 150
0.22, 30.37, 4.27002, 150
0.23, 26.67, 3.80278, 150
0.24, 24.21, 3.12504, 150
0.25, 22.97, 3.27248, 150
0.26, 21.89, 2.91854, 150
0.27, 20.16, 2.31396, 150
0.28, 19.55, 2.80847, 150
0.29, 18.38, 2.54865, 150
0.3, 17.28, 2.3878, 150
0.31, 16.52, 2.27807, 150
0.32, 15.91, 2.44988, 150
0.33, 14.7, 1.87883, 150
0.34, 14.34, 2.30313, 150

Processor time: 24.004.

p, N(p), SD, size.

0.05, 15.85, 9.65855, 155
0.06, 43.59, 100.558, 155
0.07, 219.43, 245.554, 155
0.08, 384.68, 137.887, 155
0.09, 261.38, 52.1856, 155
0.1, 187.5, 33.7688, 155
0.11, 132.67, 20.2005, 155
0.12, 107.22, 16.1032, 155
0.13, 86.41, 14.0279, 155
0.14, 72.39, 9.75079, 155
0.15, 60.02, 7.5868, 155
0.16, 50.89, 6.34176, 155
0.17, 46.87, 6.05913, 155
0.18, 41.72, 5.70102, 155
0.19, 38.56, 5.36343, 155
0.2, 33.89, 4.71146, 155
0.21, 30.86, 3.68787, 155
0.22, 28.73, 3.68471, 155
0.23, 26.51, 4.0162, 155
0.24, 24.7, 2.93428, 155
0.25, 23.94, 3.89826, 155
0.26, 21.93, 3.10243, 155
0.27, 20.43, 3.04715, 155
0.28, 19.39, 2.57641, 155
0.29, 18.13, 2.84132, 155
0.3, 17.38, 2.47297, 155
0.31, 16.71, 2.38032, 155
0.32, 15.34, 2.12236, 155
0.33, 14.81, 1.86384, 155
0.34, 14.11, 1.87561, 155

Processor time: 25.939.

p, N(p), SD, size.

0.05, 20.37, 32.8228, 160
0.06, 34.15, 58.5605, 160
0.07, 225.46, 239.108, 160
0.08, 348.31, 155.684, 160
0.09, 277.33, 51.9155, 160
0.1, 186.88, 33.9942, 160
0.11, 135.88, 21.1108, 160
0.12, 106.31, 14.9617, 160
0.13, 85.11, 11.788, 160
0.14, 71.37, 10.6251, 160
0.15, 59.8, 9.03991, 160
0.16, 53.83, 7.28431, 160
0.17, 47.41, 7.57112, 160
0.18, 41.81, 5.37158, 160
0.19, 37.81, 4.83259, 160
0.2, 34.32, 5.40903, 160
0.21, 31.16, 4.17066, 160
0.22, 28.59, 3.54145, 160
0.23, 26.94, 3.94416, 160
0.24, 25.36, 3.6291, 160
0.25, 23.3, 3.7, 160
0.26, 21.81, 2.91786, 160
0.27, 20.75, 3.27223, 160
0.28, 19.6, 2.35372, 160
0.29, 18.05, 2.63581, 160
0.3, 17.44, 2.45894, 160
0.31, 16.69, 2.0332, 160
0.32, 15.94, 1.93298, 160
0.33, 14.88, 2.03607, 160
0.34, 14.36, 2.19326, 160

Processor time: 27.676.

p, N(p), SD, size.

0.05, 24.79, 90.3546, 165
0.06, 87.96, 190.399, 165
0.07, 221.65, 231.538, 165
0.08, 410.04, 119.08, 165
0.09, 278.52, 57.4065, 165
0.1, 193.08, 33.1052, 165
0.11, 137.71, 23.4065, 165
0.12, 105.76, 16.0836, 165
0.13, 84.04, 12.1819, 165
0.14, 72, 9.64572, 165
0.15, 60.33, 8.85105, 165
0.16, 51.83, 8.04991, 165
0.17, 46.74, 7.29742, 165
0.18, 42.2, 5.91608, 165
0.19, 37.66, 5.23301, 165
0.2, 34.52, 3.98618, 165
0.21, 31.63, 4.42189, 165
0.22, 29.22, 4.35564, 165
0.23, 26.83, 3.8342, 165
0.24, 25.03, 3.33303, 165
0.25, 23.5, 2.81247, 165
0.26, 22.17, 3.25286, 165
0.27, 20.45, 3.22296, 165
0.28, 19.07, 2.35905, 165
0.29, 17.83, 1.7496, 165
0.3, 17.96, 2.39132, 165
0.31, 16.45, 2.24221, 165
0.32, 15.86, 2.17725, 165
0.33, 15.06, 2.12047, 165
0.34, 14.51, 2.25608, 165

Processor time: 31.468.

p, N(p), SD, size.

0.05, 15.96, 8.34856, 170
0.06, 57.84, 131.693, 170
0.07, 233.8, 255.332, 170
0.08, 407.86, 123.852, 170
0.09, 280.87, 55.4982, 170
0.1, 189.37, 34.8677, 170
0.11, 133.29, 22.7114, 170
0.12, 104.29, 16.1017, 170
0.13, 84.11, 10.9269, 170
0.14, 71.52, 9.62443, 170
0.15, 59.13, 7.18979, 170
0.16, 52.62, 5.85966, 170
0.17, 47.08, 6.70922, 170
0.18, 41.75, 5.49432, 170
0.19, 38.31, 4.83672, 170
0.2, 33.69, 4.51596, 170
0.21, 31.35, 4.92823, 170
0.22, 28.94, 3.68733, 170
0.23, 27.19, 3.42256, 170
0.24, 24.89, 3.0262, 170
0.25, 24.23, 3.39957, 170
0.26, 21.51, 2.99164, 170
0.27, 20.64, 2.1887, 170
0.28, 19.86, 2.92582, 170
0.29, 18.81, 2.68214, 170
0.3, 17.87, 2.59482, 170
0.31, 16.59, 2.58107, 170
0.32, 15.66, 1.72174, 170
0.33, 14.84, 1.67762, 170
0.34, 14.48, 1.85731, 170

Processor time: 32.661.

p, N(p), SD, size.

0.05, 17.29, 10.3589, 175
0.06, 40.07, 82.299, 175
0.07, 289.99, 267.247, 175
0.08, 406.31, 129.947, 175
0.09, 282.14, 58.5918, 175
0.1, 191.12, 31.7324, 175
0.11, 137.48, 23.6324, 175
0.12, 107.8, 14.2499, 175
0.13, 85.29, 11.9627, 175
0.14, 73.58, 10.9299, 175
0.15, 61.05, 7.64248, 175
0.16, 53.29, 5.5069, 175
0.17, 47.61, 6.03307, 175
0.18, 41.21, 5.83146, 175
0.19, 37.65, 4.616, 175
0.2, 34.66, 4.86255, 175
0.21, 31.87, 4.03151, 175
0.22, 29.12, 3.7981, 175
0.23, 27.26, 4.34194, 175
0.24, 25, 3.27109, 175
0.25, 23.11, 2.71623, 175
0.26, 21.9, 2.73313, 175
0.27, 20.68, 2.88056, 175
0.28, 19.58, 2.94, 175
0.29, 18.46, 2.76919, 175
0.3, 17.53, 2.73662, 175
0.31, 16.86, 2.34529, 175
0.32, 15.83, 1.95987, 175
0.33, 15.07, 1.93523, 175
0.34, 14.48, 1.87872, 175

Processor time: 35.023.

p, N(p), SD, size.

0.05, 17.53, 10.3725, 180
0.06, 67.13, 153.858, 180
0.07, 314.65, 287.145, 180
0.08, 433.28, 117.499, 180
0.09, 275.03, 53.1186, 180
0.1, 191.17, 32.7096, 180
0.11, 141.74, 24.2527, 180
0.12, 105.46, 16.4939, 180
0.13, 88.65, 11.992, 180
0.14, 71.2, 9.86103, 180
0.15, 61.94, 9.26371, 180
0.16, 53.4, 6.49307, 180
0.17, 46.78, 5.30769, 180
0.18, 42.38, 5.46586, 180
0.19, 37.92, 5.47847, 180
0.2, 34.24, 4.97015, 180
0.21, 31.3, 4.1, 180
0.22, 29.71, 4.4256, 180
0.23, 27.35, 3.49964, 180
0.24, 24.88, 3.6422, 180
0.25, 23.55, 3.06064, 180
0.26, 22.61, 2.83159, 180
0.27, 21.31, 3.64882, 180
0.28, 19.54, 2.63598, 180
0.29, 18.23, 2.36159, 180
0.3, 17.4, 2.14476, 180
0.31, 16.69, 1.94265, 180
0.32, 16.15, 2.25555, 180
0.33, 15.12, 1.87766, 180
0.34, 14.62, 2.18989, 180

Processor time: 38.062.

p, N(p), SD, size.

0.05, 16.96, 7.72777, 185
0.06, 44.1, 94.6795, 185
0.07, 274.61, 281.764, 185
0.08, 433.82, 129.543, 185
0.09, 281.98, 50.747, 185
0.1, 188.83, 35.2054, 185
0.11, 140.22, 23.1757, 185
0.12, 105.94, 15.4718, 185
0.13, 86.42, 12.4138, 185
0.14, 72.39, 9.98589, 185
0.15, 61.99, 9.83412, 185
0.16, 53.9, 7.72205, 185
0.17, 46.63, 5.97772, 185
0.18, 42.62, 5.56557, 185
0.19, 37.37, 4.68328, 185
0.2, 34.24, 4.74578, 185
0.21, 31.67, 3.72036, 185
0.22, 29.19, 3.81758, 185
0.23, 26.89, 3.59693, 185
0.24, 25.23, 3.40251, 185
0.25, 23.71, 3.17268, 185
0.26, 21.69, 2.87644, 185
0.27, 20.87, 2.93481, 185
0.28, 20.09, 2.9329, 185
0.29, 18.47, 2.24257, 185
0.3, 17.63, 2.348, 185
0.31, 16.59, 1.98038, 185
0.32, 15.99, 2.35582, 185
0.33, 15.28, 2.72426, 185
0.34, 14.7, 2.09045, 185

Processor time: 38.672.

p, N(p), SD, size.

0.05, 17.07, 9.41515, 190
0.06, 67.39, 145.401, 190
0.07, 323.92, 306.082, 190
0.08, 418.58, 101.61, 190
0.09, 275.49, 49.9523, 190
0.1, 188.98, 30.6124, 190
0.11, 135.37, 21.1488, 190
0.12, 106.75, 14.484, 190
0.13, 84.98, 12.2914, 190
0.14, 70.42, 9.15334, 190
0.15, 60.88, 7.84128, 190
0.16, 52.97, 6.1765, 190
0.17, 47.44, 6.85612, 190
0.18, 41.55, 5.76433, 190
0.19, 38.45, 5.21416, 190
0.2, 34.17, 4.0867, 190
0.21, 31.6, 4.0025, 190
0.22, 29.66, 4.0205, 190
0.23, 26.96, 3.04605, 190
0.24, 25.66, 3.46474, 190
0.25, 24.02, 3.09832, 190
0.26, 22.15, 2.72534, 190
0.27, 21.02, 2.26707, 190
0.28, 20.05, 2.5035, 190
0.29, 18.27, 2.23989, 190
0.3, 18.12, 2.97416, 190
0.31, 16.72, 2.27631, 190
0.32, 16.1, 2.47184, 190
0.33, 15.59, 2.4702, 190
0.34, 14.67, 1.97005, 190

Processor time: 41.692.

p, N(p), SD, size.

0.05, 21.48, 22.8396, 195
0.06, 63.21, 149.667, 195
0.07, 324.85, 311.945, 195
0.08, 455.15, 105.443, 195
0.09, 279.87, 48.7714, 195
0.1, 190.65, 29.3463, 195
0.11, 136.57, 19.8571, 195
0.12, 106.7, 16.2816, 195
0.13, 86.03, 12.256, 195
0.14, 72.43, 9.5961, 195
0.15, 61.77, 7.73286, 195
0.16, 53.67, 6.63484, 195
0.17, 47.9, 5.94054, 195
0.18, 43.14, 5.19812, 195
0.19, 38.09, 4.19069, 195
0.2, 35, 4.59565, 195
0.21, 32.45, 4.0333, 195
0.22, 29.54, 3.30884, 195
0.23, 27.26, 3.68407, 195
0.24, 25.89, 3.88303, 195
0.25, 23.91, 3.46726, 195
0.26, 22.87, 3.22383, 195
0.27, 20.79, 3.69133, 195
0.28, 19.32, 2.26663, 195
0.29, 18.65, 2.46729, 195
0.3, 17.97, 2.69242, 195
0.31, 17.1, 1.9975, 195
0.32, 16.15, 2.09464, 195
0.33, 14.86, 1.67344, 195
0.34, 14.73, 2.13474, 195

Processor time: 44.757.

p, N(p), SD, size.

0.05, 18.43, 9.55118, 200
0.06, 68.56, 145.713, 200
0.07, 429.95, 298.297, 200
0.08, 478.43, 97.2997, 200
0.09, 277.61, 47.2519, 200
0.1, 184.1, 27.6299, 200
0.11, 138.72, 22.1676, 200
0.12, 105.33, 13.8398, 200
0.13, 85.06, 11.4611, 200
0.14, 73.18, 10.218, 200
0.15, 61.73, 7.62739, 200
0.16, 54.23, 7.29501, 200
0.17, 47.38, 6.24945, 200
0.18, 42.78, 6.17022, 200
0.19, 38, 5.22111, 200
0.2, 34.64, 4.09761, 200
0.21, 32.64, 4.87344, 200
0.22, 29.72, 4.04989, 200
0.23, 27.32, 3.28901, 200
0.24, 25.84, 3.37852, 200
0.25, 24.19, 2.84146, 200
0.26, 22.8, 2.96985, 200
0.27, 20.64, 2.87235, 200
0.28, 19.6, 2.502, 200
0.29, 18.71, 2.45884, 200
0.3, 17.71, 2.44252, 200
0.31, 16.81, 1.7983, 200
0.32, 16.32, 2.29295, 200
0.33, 15.42, 2.11745, 200
0.34, 14.81, 1.84767, 200

Processor time: 48.77.

