This function calculates N(6, 3, p).

Parameters: #simulations = 1000.
p from 0 to 0.15 step 0.001.

p, N(p), SD, size.
0.032, 5.546, 2.97958, 130
0.033, 5.951, 3.31068, 130
0.034, 6.219, 3.3222, 130
0.035, 6.345, 3.37698, 130
0.036, 6.865, 3.7479, 130
0.037, 7.287, 4.05347, 130
0.038, 7.533, 3.78456, 130
0.039, 7.698, 3.80668, 130
0.04, 8.174, 4.00621, 130
0.041, 8.522, 4.51038, 130
0.042, 9.223, 5.02805, 130
0.043, 9.763, 5.56676, 130
0.044, 10.538, 8.14153, 130
0.045, 10.588, 6.45045, 130
0.046, 11.24, 6.52291, 130
0.047, 11.957, 21.9675, 130
0.048, 11.958, 6.89132, 130
0.049, 13.596, 21.5327, 130
0.05, 13.45, 8.87713, 130
0.051, 14.774, 13.3146, 130
0.052, 15.264, 10.0524, 130
0.053, 16.521, 21.6657, 130
0.054, 18.542, 32.5046, 130
0.055, 18.879, 29.4046, 130
0.056, 23.031, 49.1589, 130
0.057, 24.264, 50.3911, 130
0.058, 28.177, 61.9476, 130
0.059, 29.186, 61.5973, 130
0.06, 33.6, 75.6265, 130
0.061, 36.131, 79.4472, 130
0.062, 40.406, 84.4671, 130
0.063, 45.489, 96.4929, 130
0.064, 59.52, 119.607, 130
0.065, 63.534, 121.116, 130
0.066, 67.922, 125.92, 130
0.067, 88.888, 154.112, 130
0.068, 106.76, 167.57, 130
0.069, 121.182, 174.134, 130
0.07, 128.707, 176.543, 130
0.071, 154.246, 188.835, 130
0.072, 160.726, 187.821, 130
0.073, 177.526, 190.235, 130
0.074, 188.892, 190.554, 130
0.075, 224.012, 191.515, 130
0.076, 236.084, 188.645, 130
0.077, 248.531, 179.61, 130
0.078, 265.349, 174.822, 130
0.079, 282.671, 162.054, 130
0.08, 283.693, 152.339, 130
0.081, 301.632, 140.157, 130
0.082, 299.266, 128.741, 130
0.083, 301.651, 116.356, 130
0.084, 305.755, 101.722, 130
0.085, 299.106, 92.1362, 130
0.086, 295.591, 83.6676, 130
0.087, 287.56, 74.7107, 130
0.088, 279.374, 66.3473, 130
0.089, 272.018, 63.1677, 130
0.09, 263.761, 55.2337, 130
0.091, 256.366, 52.5841, 130
0.092, 246.322, 51.4141, 130
0.093, 237.578, 47.6466, 130
0.094, 228.482, 48.1072, 130
0.095, 218.136, 44.4389, 130
0.096, 212.325, 41.1735, 130
0.097, 203.893, 37.398, 130
0.098, 197.43, 36.1857, 130
0.099, 187.949, 35.8289, 130
0.1, 182.997, 35.3115, 130
0.101, 177.001, 33.4205, 130
0.102, 172.131, 30.9256, 130
0.103, 165.797, 29.9793, 130
0.104, 160.92, 30.0239, 130
0.105, 157.117, 28.1433, 130
0.106, 150.497, 26.6192, 130
0.107, 146.532, 26.0293, 130
0.108, 140.651, 25.136, 130
0.109, 138.237, 24.678, 130
0.11, 136.025, 22.9024, 130
0.111, 130.521, 22.0613, 130
0.112, 127.002, 21.9491, 130
0.113, 123.412, 20.5521, 130
0.114, 120.112, 20.5483, 130
0.115, 117.91, 20.4632, 130
0.116, 114.682, 18.929, 130
0.117, 111.552, 18.2769, 130
0.118, 108.738, 19.3109, 130
0.119, 105.743, 16.8901, 130
0.12, 105.092, 17.8275, 130
0.121, 101.381, 16.6195, 130
0.122, 98.557, 15.7258, 130
0.123, 97.478, 15.363, 130
0.124, 95.624, 15.644, 130
0.125, 94.002, 15.17, 130
0.126, 92.191, 14.5497, 130
0.127, 88.859, 13.3706, 130
0.128, 87.791, 14.0934, 130
0.129, 87.139, 13.6665, 130
0.13, 84.027, 12.8296, 130
0.131, 82.636, 12.9989, 130
0.132, 80.693, 12.1794, 130
0.133, 79.247, 11.6242, 130
0.134, 77.936, 11.7504, 130
0.135, 77.327, 12.3579, 130
0.136, 74.972, 11.7181, 130
0.137, 74.1, 11.2997, 130
0.138, 73.481, 11.272, 130
0.139, 70.681, 10.5853, 130
0.14, 70.6, 10.6567, 130
0.141, 69.111, 10.4358, 130
0.142, 68.32, 10.406, 130
0.143, 66.623, 10.0155, 130
0.144, 65.757, 10.0583, 130
0.145, 64.828, 10.0733, 130
0.146, 64.081, 9.72833, 130
0.147, 62.088, 9.07636, 130
0.148, 61.602, 9.27306, 130
0.149, 60.565, 8.9628, 130
0, 0, 0, 135
0.001, 0, 0, 135
0.002, 0.005, 0.0947365, 135
0.003, 0.03, 0.259037, 135
0.004, 0.039, 0.28192, 135
0.005, 0.056, 0.335952, 135
0.006, 0.133, 0.547093, 135
0.007, 0.219, 0.686323, 135
0.008, 0.271, 0.713834, 135
0.009, 0.402, 0.840474, 135
0.01, 0.552, 1.00065, 135
0.011, 0.749, 1.12428, 135
0.012, 0.772, 1.15759, 135
0.013, 1.094, 1.3361, 135
0.014, 1.274, 1.34347, 135
0.015, 1.533, 1.40603, 135
0.016, 1.733, 1.53939, 135
0.017, 1.937, 1.66824, 135
0.018, 2.145, 1.58933, 135
0.019, 2.51, 1.9287, 135
0.02, 2.588, 1.84018, 135
0.021, 2.882, 1.84067, 135
0.022, 3.155, 2.13892, 135
0.023, 3.343, 2.09937, 135
0.024, 3.671, 2.19653, 135
0.025, 3.665, 2.07913, 135
0.026, 4.109, 2.37805, 135
0.027, 4.263, 2.4421, 135
0.028, 4.549, 2.67686, 135
0.029, 4.834, 2.607, 135
0.03, 5.138, 2.85954, 135
0.031, 5.525, 3.05473, 135
0.032, 5.721, 3.08693, 135
0.033, 6.223, 3.26455, 135
0.034, 6.444, 3.57112, 135
0.035, 6.458, 3.13819, 135
0.036, 7.014, 3.65811, 135
0.037, 7.315, 3.87115, 135
0.038, 7.762, 4.31641, 135
0.039, 8.029, 4.24808, 135
0.04, 8.439, 4.31443, 135
0.041, 8.715, 4.16867, 135
0.042, 9.454, 5.59785, 135
0.043, 9.804, 5.23542, 135
0.044, 10.11, 5.37958, 135
0.045, 10.939, 6.3879, 135
0.046, 11.551, 6.51179, 135
0.047, 11.833, 6.4107, 135
0.048, 12.896, 7.37219, 135
0.049, 13.495, 7.54983, 135
0.05, 13.781, 8.23232, 135
0.051, 15.816, 27.4563, 135
0.052, 15.488, 9.93498, 135
0.053, 16.507, 11.6438, 135
0.054, 17.658, 25.2152, 135
0.055, 23.832, 62.3593, 135
0.056, 21.546, 34.4349, 135
0.057, 23.477, 49.0714, 135
0.058, 28.007, 57.1182, 135
0.059, 31.789, 75.7682, 135
0.06, 39.155, 85.7603, 135
0.061, 42.25, 94.8251, 135
0.062, 45.436, 93.4681, 135
0.063, 52.952, 111.395, 135
0.064, 61.866, 124.351, 135
0.065, 68.729, 128.97, 135
0.066, 90.45, 157.194, 135
0.067, 93.445, 158.487, 135
0.068, 111.057, 171.383, 135
0.069, 127.673, 186.051, 135
0.07, 147.411, 192.562, 135
0.071, 158.046, 194.226, 135
0.072, 178.602, 199.08, 135
0.073, 194.172, 204.202, 135
0.074, 219.283, 200.25, 135
0.075, 243.259, 196.894, 135
0.076, 246.567, 193.908, 135
0.077, 266.324, 188.218, 135
0.078, 274.508, 177.583, 135
0.079, 287.903, 162.564, 135
0.08, 303.914, 148.936, 135
0.081, 301.345, 138.577, 135
0.082, 318.917, 119.797, 135
0.083, 318.965, 111.171, 135
0.084, 308.522, 101.368, 135
0.085, 312.268, 89.7021, 135
0.086, 299.202, 82.4981, 135
0.087, 291.223, 72.0415, 135
0.088, 279.356, 68.6793, 135
0.089, 275.473, 59.7325, 135
0.09, 267.348, 57.5938, 135
0.091, 254.877, 55.1116, 135
0.092, 249.898, 52.1096, 135
0.093, 236.264, 46.3678, 135
0.094, 226.952, 43.1103, 135
0.095, 220.593, 41.8517, 135
0.096, 212.266, 40.9151, 135
0.097, 206.958, 40.1639, 135
0.098, 197.095, 37.799, 135
0.099, 189.086, 35.3763, 135
0.1, 184.707, 32.8995, 135
0.101, 176.9, 32.2033, 135
0.102, 171.008, 31.5315, 135
0.103, 164.492, 29.6118, 135
0.104, 161.893, 29.826, 135
0.105, 157.223, 28.6003, 135
0.106, 149.818, 25.798, 135
0.107, 147.139, 24.6007, 135
0.108, 143.271, 26.0102, 135
0.109, 137.403, 23.5918, 135
0.11, 134.701, 22.9941, 135
0.111, 129.686, 21.4044, 135
0.112, 128.441, 21.3909, 135
0.113, 124.565, 20.051, 135
0.114, 121.736, 19.9049, 135
0.115, 118.458, 19.8973, 135
0.116, 115.718, 19.2895, 135
0.117, 111.646, 18.5803, 135
0.118, 109.886, 17.0682, 135
0.119, 106.158, 16.8273, 135
0.12, 104.381, 16.3423, 135
0.121, 102.267, 16.3073, 135
0.122, 99.817, 15.501, 135
0.123, 98.271, 16.0527, 135
0.124, 95.379, 14.6089, 135
0.125, 92.66, 14.0894, 135
0.126, 91.381, 13.9618, 135
0.127, 89.096, 14.1337, 135
0.128, 87.98, 13.587, 135
0.129, 86.103, 13.476, 135
0.13, 84.385, 13.1236, 135
0.131, 82.836, 13.4259, 135
0.132, 80.789, 11.9379, 135
0.133, 79.758, 12.0514, 135
0.134, 77.817, 11.5333, 135
0.135, 76.68, 11.2613, 135
0.136, 75.107, 11.6209, 135
0.137, 74.39, 11.7706, 135
0.138, 72.439, 11.115, 135
0.139, 71.329, 10.6584, 135
0.14, 70.106, 10.7687, 135
0.141, 69.546, 10.5582, 135
0.142, 68.136, 10.1172, 135
0.143, 66.584, 9.9697, 135
0.144, 65.674, 10.2006, 135
0.145, 64.757, 9.44044, 135
0.146, 63.603, 9.03955, 135
0.147, 62.824, 9.33868, 135
0.148, 61.877, 9.33102, 135
0.149, 60.508, 8.58533, 135
0, 0, 0, 140
0.001, 0, 0, 140
0.002, 0.007, 0.130196, 140
0.003, 0.014, 0.172638, 140
0.004, 0.049, 0.314005, 140
0.005, 0.077, 0.375594, 140
0.006, 0.145, 0.513785, 140
0.007, 0.227, 0.643017, 140
0.008, 0.349, 0.809444, 140
0.009, 0.458, 0.924249, 140
0.01, 0.577, 1.04119, 140
0.011, 0.807, 1.15402, 140
0.012, 0.894, 1.18607, 140
0.013, 1.131, 1.33785, 140
0.014, 1.277, 1.40152, 140
0.015, 1.6, 1.51394, 140
0.016, 1.8, 1.53297, 140
0.017, 2.102, 1.69458, 140
0.018, 2.239, 1.58993, 140
0.019, 2.516, 1.68515, 140
0.02, 2.62, 1.80488, 140
0.021, 2.972, 1.95121, 140
0.022, 3.173, 1.90816, 140
0.023, 3.404, 2.10921, 140
0.024, 3.76, 2.21233, 140
0.025, 3.933, 2.17313, 140
0.026, 4.101, 2.41595, 140
0.027, 4.454, 2.67168, 140
0.028, 4.774, 2.63949, 140
0.029, 5.02, 2.84035, 140
0.03, 5.2, 2.795, 140
0.031, 5.686, 3.02909, 140
0.032, 5.896, 2.98181, 140
0.033, 6.184, 3.22617, 140
0.034, 6.629, 3.24521, 140
0.035, 6.955, 3.62725, 140
0.036, 7.155, 3.90243, 140
0.037, 7.569, 3.96147, 140
0.038, 8.053, 4.18308, 140
0.039, 8.413, 4.25234, 140
0.04, 9.086, 5.50841, 140
0.041, 9.191, 5.03969, 140
0.042, 9.792, 5.01246, 140
0.043, 10.146, 5.44561, 140
0.044, 10.88, 11.0999, 140
0.045, 11.612, 9.19236, 140
0.046, 11.972, 8.80688, 140
0.047, 12.531, 6.84259, 140
0.048, 13.155, 8.25645, 140
0.049, 13.577, 7.15486, 140
0.05, 14.474, 9.61183, 140
0.051, 15.43, 12.3345, 140
0.052, 16.326, 19.1373, 140
0.053, 18.422, 28.5175, 140
0.054, 18.21, 29.4801, 140
0.055, 20.502, 35.942, 140
0.056, 21.894, 36.2439, 140
0.057, 29.386, 71.9303, 140
0.058, 27.866, 61.3678, 140
0.059, 36.099, 86.3997, 140
0.06, 38.316, 88.8532, 140
0.061, 46.849, 103.466, 140
0.062, 50.895, 112.899, 140
0.063, 59.146, 125.943, 140
0.064, 54.278, 107.475, 140
0.065, 79.777, 148.075, 140
0.066, 92.578, 161.448, 140
0.067, 98.11, 162.998, 140
0.068, 122.399, 186.968, 140
0.069, 131.257, 186.247, 140
0.07, 140.288, 188.899, 140
0.071, 173.296, 204.232, 140
0.072, 186.976, 210.106, 140
0.073, 221.839, 212.503, 140
0.074, 241.872, 209.25, 140
0.075, 258.283, 200.954, 140
0.076, 273.949, 196.296, 140
0.077, 293.16, 185.177, 140
0.078, 300.171, 176.119, 140
0.079, 314.047, 161.009, 140
0.08, 317.432, 149.785, 140
0.081, 331.737, 130.537, 140
0.082, 329.485, 119.206, 140
0.083, 326.621, 107.744, 140
0.084, 322.402, 100.251, 140
0.085, 315.336, 84.7485, 140
0.086, 306.33, 79.8663, 140
0.087, 296.808, 70.6182, 140
0.088, 288.041, 66.7389, 140
0.089, 279.902, 58.3783, 140
0.09, 263.793, 59.5687, 140
0.091, 261.424, 56.1163, 140
0.092, 248.57, 49.5574, 140
0.093, 237.625, 46.8208, 140
0.094, 231.699, 46.3881, 140
0.095, 219.795, 41.847, 140
0.096, 212.34, 39.5397, 140
0.097, 204.275, 39.2382, 140
0.098, 197.591, 35.6128, 140
0.099, 191.919, 35.2322, 140
0.1, 184.721, 34.2644, 140
0.101, 179.276, 31.9353, 140
0.102, 172.731, 30.6301, 140
0.103, 167.463, 29.5205, 140
0.104, 162.733, 28.0171, 140
0.105, 155.926, 27.6931, 140
0.106, 152.36, 26.2272, 140
0.107, 147.136, 23.8685, 140
0.108, 142.615, 24.0837, 140
0.109, 138.836, 23.5985, 140
0.11, 135.931, 22.9493, 140
0.111, 130.484, 21.0565, 140
0.112, 128.677, 21.6133, 140
0.113, 123.958, 19.7231, 140
0.114, 122.42, 20.3524, 140
0.115, 119.194, 19.4438, 140
0.116, 114.417, 18.402, 140
0.117, 112.757, 18.0983, 140
0.118, 110.014, 17.5376, 140
0.119, 107.479, 15.778, 140
0.12, 104.996, 16.3322, 140
0.121, 102.066, 16.0321, 140
0.122, 100.729, 16.2382, 140
0.123, 98.569, 15.982, 140
0.124, 95.777, 15.0233, 140
0.125, 93.307, 14.0708, 140
0.126, 91.593, 13.8325, 140
0.127, 89.794, 13.6927, 140
0.128, 88.383, 13.6142, 140
0.129, 85.21, 12.9412, 140
0.13, 84.484, 13.1548, 140
0.131, 82.673, 13.1495, 140
0.132, 81.152, 11.8703, 140
0.133, 80.128, 12.0755, 140
0.134, 78.747, 12.5974, 140
0.135, 76.996, 11.9227, 140
0.136, 75.237, 10.9673, 140
0.137, 74.202, 11.246, 140
0.138, 72.345, 10.7471, 140
0.139, 72.422, 11.182, 140
0.14, 70.028, 10.3463, 140
0.141, 69.421, 10.4073, 140
0.142, 67.672, 9.2689, 140
0.143, 66.704, 9.9791, 140
0.144, 65.401, 9.30302, 140
0.145, 64.63, 9.51331, 140
0.146, 64.085, 9.58185, 140
0.147, 62.67, 9.30468, 140
0.148, 61.983, 9.29046, 140
0.149, 61.296, 9.29012, 140
0, 0, 0, 145
0.001, 0, 0, 145
0.002, 0.008, 0.126238, 145
0.003, 0.013, 0.144329, 145
0.004, 0.029, 0.275969, 145
0.005, 0.087, 0.421226, 145
0.006, 0.144, 0.541539, 145
0.007, 0.231, 0.723629, 145
0.008, 0.351, 0.865909, 145
0.009, 0.443, 0.845429, 145
0.01, 0.594, 1.02331, 145
0.011, 0.834, 1.19182, 145
0.012, 0.97, 1.25344, 145
0.013, 1.206, 1.37679, 145
0.014, 1.465, 1.43763, 145
0.015, 1.661, 1.48731, 145
0.016, 1.913, 1.63995, 145
0.017, 2.115, 1.61734, 145
0.018, 2.28, 1.60112, 145
0.019, 2.539, 1.8266, 145
0.02, 2.726, 1.77057, 145
0.021, 3.027, 1.83419, 145
0.022, 3.133, 1.84101, 145
0.023, 3.566, 1.9949, 145
0.024, 3.737, 2.17344, 145
0.025, 4.027, 2.14156, 145
0.026, 4.281, 2.57061, 145
0.027, 4.51, 2.62981, 145
0.028, 4.939, 2.83959, 145
0.029, 5.189, 2.89504, 145
0.03, 5.31, 2.82947, 145
0.031, 5.888, 3.09345, 145
0.032, 6.142, 3.03213, 145
0.033, 6.322, 3.21439, 145
0.034, 6.619, 3.15434, 145
0.035, 6.961, 3.4295, 145
0.036, 7.418, 3.66842, 145
0.037, 7.668, 3.86028, 145
0.038, 7.928, 3.97377, 145
0.039, 8.356, 3.95516, 145
0.04, 8.849, 4.68766, 145
0.041, 9.446, 5.58329, 145
0.042, 9.621, 5.36278, 145
0.043, 10.185, 5.04111, 145
0.044, 10.946, 5.70185, 145
0.045, 11.117, 5.81716, 145
0.046, 11.752, 6.45418, 145
0.047, 12.695, 9.47407, 145
0.048, 13.614, 8.5327, 145
0.049, 14.077, 9.53829, 145
0.05, 14.964, 9.0353, 145
0.051, 15.602, 10.6312, 145
0.052, 18.154, 35.4508, 145
0.053, 18.369, 30.1324, 145
0.054, 20.247, 34.5288, 145
0.055, 20.52, 22.7493, 145
0.056, 23.708, 47.4043, 145
0.057, 29.312, 65.5945, 145
0.058, 31.984, 72.6215, 145
0.059, 36.827, 87.455, 145
0.06, 40.095, 88.8542, 145
0.061, 46.757, 107.655, 145
0.062, 51.726, 111.028, 145
0.063, 63.514, 135.278, 145
0.064, 76.481, 147.176, 145
0.065, 94.353, 171.659, 145
0.066, 101.031, 171.256, 145
0.067, 111.623, 180.024, 145
0.068, 130.464, 195.54, 145
0.069, 152.759, 206.272, 145
0.07, 176.069, 212.418, 145
0.071, 192.976, 217.15, 145
0.072, 213.4, 219.861, 145
0.073, 222.414, 215.74, 145
0.074, 238.072, 213.796, 145
0.075, 265.436, 211.019, 145
0.076, 293.055, 202.745, 145
0.077, 302.149, 186.182, 145
0.078, 316.467, 181.025, 145
0.079, 326.523, 162.744, 145
0.08, 334.737, 149.877, 145
0.081, 336.46, 134.943, 145
0.082, 337.675, 121.571, 145
0.083, 331.683, 106.409, 145
0.084, 332.732, 94.3706, 145
0.085, 323.311, 82.6653, 145
0.086, 310.416, 73.3628, 145
0.087, 298.972, 71.49, 145
0.088, 289.659, 64.2502, 145
0.089, 281.996, 61.2062, 145
0.09, 268.984, 54.6098, 145
0.091, 260.45, 52.8512, 145
0.092, 250.62, 49.5233, 145
0.093, 238.573, 49.4743, 145
0.094, 232.93, 45.7056, 145
0.095, 220.128, 39.9328, 145
0.096, 215.65, 41.8507, 145
0.097, 206.841, 38.0536, 145
0.098, 198.46, 37.7418, 145
0.099, 192.487, 35.6274, 145
0.1, 184.746, 34.5547, 145
0.101, 177.998, 32.1141, 145
0.102, 172.367, 30.5972, 145
0.103, 166.839, 29.4104, 145
0.104, 162.491, 28.8208, 145
0.105, 156.859, 27.7001, 145
0.106, 151.862, 25.4997, 145
0.107, 149.799, 26.6028, 145
0.108, 143.458, 24.1163, 145
0.109, 139.97, 23.874, 145
0.11, 135.08, 22.0268, 145
0.111, 131.94, 21.9937, 145
0.112, 127.847, 21.2106, 145
0.113, 125.555, 20.2591, 145
0.114, 122.076, 20.0592, 145
0.115, 118.719, 18.9488, 145
0.116, 115.661, 18.9827, 145
0.117, 111.962, 18.2791, 145
0.118, 110.456, 17.4315, 145
0.119, 107.51, 17.5095, 145
0.12, 105.472, 16.9499, 145
0.121, 102.382, 15.6499, 145
0.122, 100.686, 16.3634, 145
0.123, 97.991, 15.1072, 145
0.124, 95.668, 14.1324, 145
0.125, 94.305, 14.1748, 145
0.126, 92.349, 14.3625, 145
0.127, 90.025, 13.9776, 145
0.128, 87.911, 13.6487, 145
0.129, 87.113, 13.6107, 145
0.13, 84.678, 12.7266, 145
0.131, 83.04, 12.2399, 145
0.132, 81.368, 12.433, 145
0.133, 79.576, 11.9931, 145
0.134, 77.97, 11.1313, 145
0.135, 77.579, 11.7209, 145
0.136, 75.827, 11.1684, 145
0.137, 74.683, 10.634, 145
0.138, 73.209, 10.8934, 145
0.139, 71.918, 11.299, 145
0.14, 70.315, 10.0602, 145
0.141, 68.783, 10.2153, 145
0.142, 68.354, 10.056, 145
0.143, 67.463, 10.2386, 145
0.144, 66.195, 9.76581, 145
0.145, 65.631, 9.83346, 145
0.146, 63.939, 9.48648, 145
0.147, 63.394, 9.46112, 145
0.148, 61.837, 8.9007, 145
0.149, 61.394, 9.08652, 145
0, 0, 0, 150
0.001, 0, 0, 150
0.002, 0.014, 0.178337, 150
0.003, 0.02, 0.227156, 150
0.004, 0.041, 0.274443, 150
0.005, 0.084, 0.430051, 150
0.006, 0.18, 0.607947, 150
0.007, 0.249, 0.664078, 150
0.008, 0.345, 0.796225, 150
0.009, 0.455, 0.88768, 150
0.01, 0.685, 1.10171, 150
0.011, 0.812, 1.13166, 150
0.012, 1.031, 1.27045, 150
0.013, 1.257, 1.42511, 150
0.014, 1.505, 1.4656, 150
0.015, 1.749, 1.5582, 150
0.016, 1.919, 1.56603, 150
0.017, 2.185, 1.61579, 150
0.018, 2.475, 1.73533, 150
0.019, 2.695, 1.72684, 150
0.02, 2.906, 1.96651, 150
0.021, 3.081, 1.86345, 150
0.022, 3.327, 1.91679, 150
0.023, 3.575, 2.05289, 150
0.024, 3.798, 2.07441, 150
0.025, 4.073, 2.20129, 150
0.026, 4.399, 2.43758, 150
0.027, 4.615, 2.43778, 150
0.028, 4.98, 2.54472, 150
0.029, 5.274, 2.63, 150
0.03, 5.649, 3.25635, 150
0.031, 5.894, 3.34406, 150
0.032, 6.16, 2.94931, 150
0.033, 6.661, 3.42141, 150
0.034, 6.834, 3.50178, 150
0.035, 7.079, 3.38744, 150
0.036, 7.522, 4.72266, 150
0.037, 7.825, 3.98025, 150
0.038, 8.419, 4.30133, 150
0.039, 8.722, 4.36036, 150
0.04, 9.508, 4.71486, 150
0.041, 9.522, 4.49327, 150
0.042, 10.114, 5.4438, 150
0.043, 10.929, 5.66144, 150
0.044, 11.037, 5.73355, 150
0.045, 12.097, 6.77419, 150
0.046, 12.49, 6.63822, 150
0.047, 13.239, 7.33934, 150
0.048, 14.396, 24.5625, 150
0.049, 15.462, 24.6237, 150
0.05, 15.562, 21.1756, 150
0.051, 18.392, 39.7729, 150
0.052, 18.072, 32.1326, 150
0.053, 20.419, 48.3022, 150
0.054, 22.987, 54.0474, 150
0.055, 23.385, 52.0252, 150
0.056, 31.829, 78.2654, 150
0.057, 29.353, 66.8673, 150
0.058, 37.407, 92.6483, 150
0.059, 36.19, 84.2361, 150
0.06, 40.765, 89.2738, 150
0.061, 54.478, 121.78, 150
0.062, 52.996, 115.821, 150
0.063, 71.66, 143.382, 150
0.064, 76.612, 150.86, 150
0.065, 94.559, 171.936, 150
0.066, 99.769, 174.709, 150
0.067, 112.729, 184.287, 150
0.068, 142.174, 205.411, 150
0.069, 158.333, 210.653, 150
0.07, 178.461, 218.411, 150
0.071, 205.288, 229.018, 150
0.072, 218.843, 224.339, 150
0.073, 243.221, 225.157, 150
0.074, 277.646, 223.027, 150
0.075, 296.836, 213.711, 150
0.076, 300.346, 205.927, 150
0.077, 319.9, 192.239, 150
0.078, 338.772, 172.772, 150
0.079, 345.845, 163.937, 150
0.08, 348.235, 142.99, 150
0.081, 356.309, 123.595, 150
0.082, 345.294, 119.899, 150
0.083, 342.243, 103.787, 150
0.084, 336.228, 92.6282, 150
0.085, 327.64, 77.861, 150
0.086, 320.21, 77.515, 150
0.087, 307.39, 73.1625, 150
0.088, 292.329, 62.1099, 150
0.089, 283.749, 56.8471, 150
0.09, 270.429, 52.7469, 150
0.091, 261.707, 53.308, 150
0.092, 251.582, 49.1481, 150
0.093, 241.944, 47.9726, 150
0.094, 232.379, 43.6942, 150
0.095, 221.596, 41.5688, 150
0.096, 214.526, 42.2053, 150
0.097, 206.18, 37.6618, 150
0.098, 199.469, 35.9191, 150
0.099, 191.734, 35.6903, 150
0.1, 183.36, 32.9248, 150
0.101, 180.47, 32.1876, 150
0.102, 173.526, 30.2994, 150
0.103, 168.819, 28.4686, 150
0.104, 162.964, 29.213, 150
0.105, 157.05, 26.8534, 150
0.106, 152.15, 25.4198, 150
0.107, 147.216, 25.2376, 150
0.108, 144.637, 24.1358, 150
0.109, 141.69, 24.4136, 150
0.11, 135.62, 22.4964, 150
0.111, 131.807, 21.7204, 150
0.112, 128.377, 21.1314, 150
0.113, 125.282, 21.1354, 150
0.114, 122.35, 20.4462, 150
0.115, 119.714, 19.4132, 150
0.116, 116.122, 18.6142, 150
0.117, 113.806, 18.1408, 150
0.118, 110.541, 17.2145, 150
0.119, 108.095, 17.3276, 150
0.12, 105.817, 17.1329, 150
0.121, 102.461, 16.3018, 150
0.122, 99.434, 15.1854, 150
0.123, 98.184, 14.1441, 150
0.124, 96.147, 14.3223, 150
0.125, 93.95, 14.5565, 150
0.126, 92.908, 14.6412, 150
0.127, 90.235, 13.8148, 150
0.128, 88.339, 13.5566, 150
0.129, 87.233, 13.0895, 150
0.13, 85.09, 12.9941, 150
0.131, 83.822, 12.5745, 150
0.132, 81.597, 11.8458, 150
0.133, 80.792, 12.205, 150
0.134, 78.956, 11.992, 150
0.135, 77.349, 11.5104, 150
0.136, 75.555, 10.8423, 150
0.137, 74.698, 11.0806, 150
0.138, 73.17, 10.3928, 150
0.139, 72.206, 10.2528, 150
0.14, 70.592, 10.2022, 150
0.141, 69.331, 10.0137, 150
0.142, 68.074, 9.3946, 150
0.143, 67.27, 9.56102, 150
0.144, 66.479, 9.61902, 150
0.145, 65.259, 9.59228, 150
0.146, 63.952, 8.77141, 150
0.147, 63.467, 8.91846, 150
0.148, 61.87, 8.84427, 150
0.149, 61.224, 9.01653, 150
0, 0, 0, 155
0.001, 0, 0, 155
0.002, 0.005, 0.0947365, 155
0.003, 0.019, 0.206492, 155
0.004, 0.042, 0.279707, 155
0.005, 0.105, 0.477467, 155
0.006, 0.183, 0.556337, 155
0.007, 0.275, 0.730325, 155
0.008, 0.361, 0.83826, 155
0.009, 0.495, 0.924108, 155
0.01, 0.732, 1.12079, 155
0.011, 0.865, 1.15792, 155
0.012, 1.107, 1.25998, 155
0.013, 1.358, 1.38124, 155
0.014, 1.502, 1.36088, 155
0.015, 1.788, 1.57132, 155
0.016, 2.117, 1.55026, 155
0.017, 2.195, 1.45704, 155
0.018, 2.541, 1.67401, 155
0.019, 2.761, 1.84767, 155
0.02, 2.956, 1.90422, 155
0.021, 3.218, 1.87789, 155
0.022, 3.46, 2.03774, 155
0.023, 3.578, 2.02186, 155
0.024, 3.924, 2.09338, 155
0.025, 4.228, 2.29129, 155
0.026, 4.566, 2.51985, 155
0.027, 4.786, 2.42862, 155
0.028, 5.14, 2.51165, 155
0.029, 5.428, 2.69459, 155
0.03, 5.713, 2.87587, 155
0.031, 6.01, 2.98896, 155
0.032, 6.344, 3.06654, 155
0.033, 6.477, 2.93692, 155
0.034, 7.207, 3.46528, 155
0.035, 7.357, 3.67036, 155
0.036, 7.662, 3.53889, 155
0.037, 8.069, 3.95755, 155
0.038, 8.494, 4.28158, 155
0.039, 8.672, 4.09248, 155
0.04, 9.482, 5.14156, 155
0.041, 10.877, 29.5063, 155
0.042, 10.481, 6.12288, 155
0.043, 11.171, 6.54582, 155
0.044, 11.572, 6.66054, 155
0.045, 12.304, 7.50037, 155
0.046, 12.25, 6.65999, 155
0.047, 13.116, 8.43484, 155
0.048, 13.954, 9.21129, 155
0.049, 15.125, 10.5038, 155
0.05, 16.448, 31.0977, 155
0.051, 18.218, 36.0543, 155
0.052, 19.619, 33.9707, 155
0.053, 19.206, 30.3877, 155
0.054, 21.962, 41.8771, 155
0.055, 26.909, 63.0093, 155
0.056, 25.751, 53.5565, 155
0.057, 28.192, 62.1904, 155
0.058, 36.53, 85.8568, 155
0.059, 41.687, 97.9965, 155
0.06, 42.773, 92.9677, 155
0.061, 62.06, 139.203, 155
0.062, 66.502, 143.223, 155
0.063, 72.734, 148.685, 155
0.064, 76.521, 152.269, 155
0.065, 109.78, 190.611, 155
0.066, 102.983, 177.568, 155
0.067, 134.267, 208.036, 155
