This function calculates N(6, 3, p).

Parameters: #simulations = 1000.
p from 0 to 0.15 step 0.001.

p, N(p), SD, size.
0.091, 230.968, 62.6912, 105
0.092, 225.15, 58.2495, 105
0.093, 219.867, 58.4765, 105
0.094, 216.361, 50.3413, 105
0.095, 212.407, 47.4505, 105
0.096, 205.933, 43.4392, 105
0.097, 199.022, 42.04, 105
0.098, 191.279, 38.6494, 105
0.099, 185.064, 38.3219, 105
0.1, 177.58, 35.1613, 105
0.101, 174.106, 35.5318, 105
0.102, 167.191, 31.9666, 105
0.103, 163.067, 32.2501, 105
0.104, 156.817, 30.3717, 105
0.105, 152.715, 28.9369, 105
0.106, 149.07, 29.4857, 105
0.107, 144.032, 26.671, 105
0.108, 141.376, 26.6076, 105
0.109, 136.176, 26.2272, 105
0.11, 131.584, 23.8172, 105
0.111, 128.343, 22.6596, 105
0.112, 125.089, 23.1992, 105
0.113, 121.781, 21.2095, 105
0.114, 118.607, 21.2383, 105
0.115, 114.992, 20.8754, 105
0.116, 112.086, 19.6283, 105
0.117, 109.43, 19.5821, 105
0.118, 107.492, 18.7684, 105
0.119, 105.084, 19.1994, 105
0.12, 100.875, 16.7448, 105
0.121, 99.144, 16.8971, 105
0.122, 97.655, 16.4927, 105
0.123, 95.811, 15.9022, 105
0.124, 93.64, 15.9234, 105
0.125, 91.44, 15.6475, 105
0.126, 89.884, 15.5532, 105
0.127, 88.219, 14.3417, 105
0.128, 86.488, 14.6674, 105
0.129, 84.183, 13.6828, 105
0.13, 82.402, 13.3204, 105
0.131, 81.431, 14.0805, 105
0.132, 80.139, 12.5854, 105
0.133, 78.328, 13.6218, 105
0.134, 76.338, 12.1883, 105
0.135, 74.995, 12.4884, 105
0.136, 74.272, 11.968, 105
0.137, 72.01, 11.5364, 105
0.138, 70.929, 11.5965, 105
0.139, 70.343, 11.8182, 105
0.14, 68.848, 11.0357, 105
0.141, 67.68, 10.7544, 105
0.142, 65.96, 10.0775, 105
0.143, 65.107, 10.6281, 105
0.144, 64.441, 10.2161, 105
0.145, 63.539, 10.19, 105
0.146, 62.147, 9.94562, 105
0.147, 61.654, 9.59251, 105
0.148, 60.24, 9.60575, 105
0.149, 59.478, 9.64902, 105
0, 0, 0, 110
0.001, 0, 0, 110
0.002, 0.007, 0.104647, 110
0.003, 0.018, 0.177978, 110
0.004, 0.031, 0.249076, 110
0.005, 0.068, 0.351249, 110
0.006, 0.095, 0.440426, 110
0.007, 0.144, 0.532226, 110
0.008, 0.195, 0.644186, 110
0.009, 0.249, 0.694981, 110
0.01, 0.401, 0.875328, 110
0.011, 0.508, 1.01683, 110
0.012, 0.63, 1.06916, 110
0.013, 0.765, 1.17037, 110
0.014, 0.957, 1.25346, 110
0.015, 1.115, 1.32052, 110
0.016, 1.302, 1.47472, 110
0.017, 1.506, 1.57923, 110
0.018, 1.726, 1.57446, 110
0.019, 1.902, 1.7007, 110
0.02, 2.201, 1.82335, 110
0.021, 2.382, 1.89739, 110
0.022, 2.522, 2.01184, 110
0.023, 2.681, 1.94197, 110
0.024, 2.978, 2.20443, 110
0.025, 3.131, 2.13491, 110
0.026, 3.367, 2.11715, 110
0.027, 3.711, 2.42105, 110
0.028, 3.909, 2.40556, 110
0.029, 4.109, 2.36962, 110
0.03, 4.383, 2.64543, 110
0.031, 4.638, 3.19984, 110
0.032, 4.962, 3.21225, 110
0.033, 5.131, 2.97117, 110
0.034, 5.419, 3.00889, 110
0.035, 5.656, 3.17988, 110
0.036, 5.997, 3.55148, 110
0.037, 6.391, 3.69379, 110
0.038, 6.629, 3.70397, 110
0.039, 7.174, 4.64303, 110
0.04, 7.486, 4.53539, 110
0.041, 7.837, 4.75715, 110
0.042, 8.083, 4.66263, 110
0.043, 8.175, 4.30051, 110
0.044, 8.834, 5.44706, 110
0.045, 9.154, 5.10786, 110
0.046, 9.991, 5.57987, 110
0.047, 10.359, 6.43957, 110
0.048, 10.624, 7.42069, 110
0.049, 11.304, 9.27327, 110
0.05, 12.596, 20.5597, 110
0.051, 12.88, 10.2018, 110
0.052, 13.158, 8.75186, 110
0.053, 14.337, 22.0395, 110
0.054, 16.885, 33.277, 110
0.055, 17.693, 32.4224, 110
0.056, 20.187, 41.9811, 110
0.057, 18.965, 32.6225, 110
0.058, 22.631, 44.8215, 110
0.059, 22.742, 40.7568, 110
0.06, 26.606, 53.7838, 110
0.061, 28.281, 59.4902, 110
0.062, 34.967, 75.9007, 110
0.063, 33.519, 69.6106, 110
0.064, 41.904, 85.6513, 110
0.065, 44.156, 86.0421, 110
0.066, 58.039, 111.56, 110
0.067, 59.351, 107.531, 110
0.068, 71.196, 119.419, 110
0.069, 80.666, 131.055, 110
0.07, 88.016, 134.152, 110
0.071, 97.837, 142.341, 110
0.072, 108.772, 145.239, 110
0.073, 122.165, 152.603, 110
0.074, 134.22, 155.611, 110
0.075, 149.471, 157.814, 110
0.076, 160.04, 157.677, 110
0.077, 182.909, 160.99, 110
0.078, 187.077, 156.744, 110
0.079, 204.737, 155.574, 110
0.08, 214.825, 147.131, 110
0.081, 226.523, 142.84, 110
0.082, 232.132, 134.59, 110
0.083, 240.719, 125.317, 110
0.084, 252.206, 113.743, 110
0.085, 248.355, 106.193, 110
0.086, 250.484, 100.64, 110
0.087, 246.603, 91.5925, 110
0.088, 249.837, 79.5255, 110
0.089, 248.457, 70.9434, 110
0.09, 246.607, 67.3837, 110
0.091, 239.106, 62.2538, 110
0.092, 234.321, 55.5813, 110
0.093, 226.438, 52.0089, 110
0.094, 219.053, 48.2789, 110
0.095, 212.889, 45.8875, 110
0.096, 207.287, 43.1336, 110
0.097, 200.319, 40.8876, 110
0.098, 194.01, 37.9765, 110
0.099, 188.321, 37.3897, 110
0.1, 181.159, 35.4231, 110
0.101, 174.46, 34.4999, 110
0.102, 168.447, 32.5611, 110
0.103, 163.593, 30.2817, 110
0.104, 158.618, 30.1066, 110
0.105, 153.435, 29.0941, 110
0.106, 149.147, 28.2848, 110
0.107, 145.363, 27.085, 110
0.108, 139.212, 25.5998, 110
0.109, 136.639, 25.6551, 110
0.11, 133.614, 23.3942, 110
0.111, 128.5, 23.5994, 110
0.112, 125.233, 22.124, 110
0.113, 122.899, 21.5838, 110
0.114, 119.012, 21.6517, 110
0.115, 117.112, 20.8366, 110
0.116, 113.502, 19.6114, 110
0.117, 111.77, 19.6748, 110
0.118, 108.139, 18.3065, 110
0.119, 105.56, 17.9556, 110
0.12, 102.528, 17.5946, 110
0.121, 99.382, 16.5698, 110
0.122, 98.409, 17.7862, 110
0.123, 96.298, 16.8472, 110
0.124, 94.465, 15.7482, 110
0.125, 92.575, 15.5321, 110
0.126, 90.41, 14.9527, 110
0.127, 86.956, 15.1558, 110
0.128, 87.038, 14.8539, 110
0.129, 84.85, 14.081, 110
0.13, 83.025, 12.888, 110
0.131, 81.942, 13.5186, 110
0.132, 79.473, 12.9121, 110
0.133, 79.033, 12.6118, 110
0.134, 77.164, 12.1884, 110
0.135, 75.808, 11.8735, 110
0.136, 75.136, 12.4155, 110
0.137, 73.59, 12.4541, 110
0.138, 71.276, 11.2331, 110
0.139, 71.196, 11.4278, 110
0.14, 69.257, 10.9076, 110
0.141, 68.289, 10.6193, 110
0.142, 67.216, 10.3393, 110
0.143, 65.83, 10.5625, 110
0.144, 64.583, 10.385, 110
0.145, 63.654, 10.102, 110
0.146, 63.197, 9.89142, 110
0.147, 61.679, 9.31332, 110
0.148, 60.811, 9.3402, 110
0.149, 60.464, 9.64462, 110
0, 0, 0, 115
0.001, 0.002, 0.0632139, 115
0.002, 0.003, 0.070647, 115
0.003, 0.021, 0.191204, 115
0.004, 0.025, 0.224444, 115
0.005, 0.05, 0.292404, 115
0.006, 0.092, 0.45115, 115
0.007, 0.16, 0.560714, 115
0.008, 0.235, 0.701267, 115
0.009, 0.265, 0.713285, 115
0.01, 0.406, 0.91715, 115
0.011, 0.499, 0.958123, 115
0.012, 0.676, 1.12384, 115
0.013, 0.791, 1.146, 115
0.014, 1.022, 1.29981, 115
0.015, 1.209, 1.50111, 115
0.016, 1.398, 1.56064, 115
0.017, 1.584, 1.50829, 115
0.018, 1.798, 1.61406, 115
0.019, 1.921, 1.67175, 115
0.02, 2.198, 1.72302, 115
0.021, 2.357, 1.81481, 115
0.022, 2.566, 1.79211, 115
0.023, 2.872, 2.14141, 115
0.024, 3.077, 1.94192, 115
0.025, 3.316, 2.22579, 115
0.026, 3.523, 2.13435, 115
0.027, 3.837, 2.43771, 115
0.028, 4.053, 2.43602, 115
0.029, 4.18, 2.6099, 115
0.03, 4.435, 2.50115, 115
0.031, 4.686, 2.70766, 115
0.032, 5.027, 2.94894, 115
0.033, 5.44, 3.21938, 115
0.034, 5.634, 3.02259, 115
0.035, 5.947, 3.14677, 115
0.036, 6.021, 3.24508, 115
0.037, 6.63, 3.63471, 115
0.038, 6.913, 4.17198, 115
0.039, 7.16, 3.96515, 115
0.04, 7.601, 4.25627, 115
0.041, 8.008, 4.22089, 115
0.042, 8.461, 4.99845, 115
0.043, 8.762, 4.90177, 115
0.044, 9.016, 5.20574, 115
0.045, 10.025, 9.6589, 115
0.046, 10.231, 6.78437, 115
0.047, 11.261, 21.3549, 115
0.048, 11.133, 6.36564, 115
0.049, 12.11, 8.66233, 115
0.05, 12.633, 8.10668, 115
0.051, 13.492, 16.5406, 115
0.052, 14.099, 20.8073, 115
0.053, 14.407, 19.3296, 115
0.054, 15.964, 21.0911, 115
0.055, 18.594, 39.408, 115
0.056, 19.894, 39.007, 115
0.057, 20.344, 39.1655, 115
0.058, 21.057, 43.4625, 115
0.059, 24.607, 45.6907, 115
0.06, 25.895, 50.7261, 115
0.061, 31.401, 67.4806, 115
0.062, 35.732, 75.5247, 115
0.063, 47.524, 100.399, 115
0.064, 43.671, 89.2434, 115
0.065, 49.108, 95.0505, 115
0.066, 55.852, 104.2, 115
0.067, 67.341, 120.367, 115
0.068, 80.29, 135.615, 115
0.069, 86.974, 136.266, 115
0.07, 98.219, 145.694, 115
0.071, 113.797, 153.769, 115
0.072, 122.193, 156.689, 115
0.073, 148.611, 171.525, 115
0.074, 145.966, 166.22, 115
0.075, 167.564, 169.517, 115
0.076, 175.842, 170.318, 115
0.077, 201.434, 167.737, 115
0.078, 207.789, 163.404, 115
0.079, 227.703, 157.86, 115
0.08, 229.492, 153.897, 115
0.081, 241.246, 140.951, 115
0.082, 254.324, 134.306, 115
0.083, 255.234, 123.256, 115
0.084, 256.598, 117.016, 115
0.085, 257.945, 108.297, 115
0.086, 266.458, 91.6163, 115
0.087, 263.131, 82.544, 115
0.088, 258.355, 77.9627, 115
0.089, 256.876, 68.7267, 115
0.09, 248.726, 64.2011, 115
0.091, 245.541, 59.5489, 115
0.092, 239.422, 55.3057, 115
0.093, 228.517, 49.9102, 115
0.094, 221.08, 47.4006, 115
0.095, 213.829, 43.9205, 115
0.096, 208.109, 40.9309, 115
0.097, 198.409, 37.4871, 115
0.098, 193.583, 38.5589, 115
0.099, 187.296, 38.8749, 115
0.1, 178.979, 32.5732, 115
0.101, 176.162, 34.9453, 115
0.102, 168.754, 31.6281, 115
0.103, 162.956, 30.6791, 115
0.104, 159.611, 29.2816, 115
0.105, 154.486, 27.7437, 115
0.106, 149.987, 28.2168, 115
0.107, 145.738, 26.92, 115
0.108, 140.911, 25.815, 115
0.109, 136.418, 24.7137, 115
0.11, 132.084, 22.7984, 115
0.111, 129.251, 23.3623, 115
0.112, 127.043, 22.5348, 115
0.113, 121.743, 20.6651, 115
0.114, 120.246, 20.1911, 115
0.115, 116.396, 20.4251, 115
0.116, 113.825, 20.2662, 115
0.117, 111.746, 19.4533, 115
0.118, 107.832, 18.7454, 115
0.119, 104.795, 17.8179, 115
0.12, 102.431, 17.0077, 115
0.121, 101.63, 17.5879, 115
0.122, 98.849, 16.3809, 115
0.123, 96.578, 16.9582, 115
0.124, 94.631, 15.4988, 115
0.125, 92.028, 15.1973, 115
0.126, 90.127, 14.7185, 115
0.127, 88.574, 14.9022, 115
0.128, 87.274, 14.3518, 115
0.129, 84.9, 13.4868, 115
0.13, 83.053, 12.8763, 115
0.131, 82.109, 13.724, 115
0.132, 80.023, 13.1661, 115
0.133, 79.086, 12.7057, 115
0.134, 77.378, 12.8251, 115
0.135, 76.383, 12.0754, 115
0.136, 74.256, 11.701, 115
0.137, 73.202, 11.8472, 115
0.138, 71.551, 11.2445, 115
0.139, 70.923, 11.5014, 115
0.14, 69.596, 10.5691, 115
0.141, 68.163, 10.5632, 115
0.142, 67.036, 10.2982, 115
0.143, 66.354, 10.7083, 115
0.144, 65.21, 11.3295, 115
0.145, 64.288, 10.3655, 115
0.146, 63.059, 9.57546, 115
0.147, 62.182, 9.84819, 115
0.148, 60.9, 9.75223, 115
0.149, 60.47, 9.50437, 115
0, 0, 0, 120
0.001, 0.004, 0.0893532, 120
0.002, 0, 0, 120
0.003, 0.014, 0.160636, 120
0.004, 0.02, 0.193907, 120
0.005, 0.055, 0.325538, 120
0.006, 0.083, 0.382245, 120
0.007, 0.164, 0.595906, 120
0.008, 0.222, 0.674326, 120
0.009, 0.341, 0.809147, 120
0.01, 0.426, 0.901401, 120
0.011, 0.601, 1.04967, 120
0.012, 0.752, 1.17409, 120
0.013, 0.878, 1.18284, 120
0.014, 1.078, 1.33713, 120
0.015, 1.239, 1.31677, 120
0.016, 1.524, 1.67135, 120
0.017, 1.684, 1.62362, 120
0.018, 1.928, 1.55975, 120
0.019, 2.019, 1.56609, 120
0.02, 2.384, 1.69604, 120
0.021, 2.68, 1.95182, 120
0.022, 2.695, 1.89789, 120
0.023, 3.05, 2.0478, 120
0.024, 3.155, 1.81796, 120
0.025, 3.48, 2.37352, 120
0.026, 3.742, 2.33868, 120
0.027, 3.95, 2.39906, 120
0.028, 4.283, 3.11431, 120
0.029, 4.369, 2.58434, 120
0.03, 4.739, 2.6946, 120
0.031, 4.983, 2.73728, 120
0.032, 5.202, 2.96938, 120
0.033, 5.52, 3.31717, 120
0.034, 5.729, 3.0967, 120
0.035, 6.066, 3.17642, 120
0.036, 6.416, 3.72652, 120
0.037, 6.752, 3.73316, 120
0.038, 7.274, 4.14885, 120
0.039, 7.621, 4.4183, 120
0.04, 7.961, 4.43119, 120
0.041, 8.33, 5.38471, 120
0.042, 8.69, 4.76339, 120
0.043, 9.132, 5.22767, 120
0.044, 9.662, 5.3671, 120
0.045, 9.948, 5.89808, 120
0.046, 10.36, 5.6296, 120
0.047, 10.957, 7.31062, 120
0.048, 12.67, 28.3252, 120
0.049, 12.001, 7.2902, 120
0.05, 12.712, 7.87395, 120
0.051, 14.123, 19.2182, 120
0.052, 14.031, 8.84523, 120
0.053, 17.423, 41.4811, 120
0.054, 16.353, 21.2859, 120
0.055, 18.048, 23.7062, 120
0.056, 20.073, 37.5593, 120
0.057, 23.627, 56.1651, 120
0.058, 24.685, 50.7643, 120
0.059, 27.319, 54.7817, 120
0.06, 26.896, 52.1443, 120
0.061, 35.635, 80.3104, 120
0.062, 40.385, 88.2265, 120
0.063, 45.692, 94.6651, 120
0.064, 48.725, 99.4494, 120
0.065, 63.165, 119.776, 120
0.066, 60.369, 112.463, 120
0.067, 74.588, 128.708, 120
0.068, 91.897, 151.085, 120
0.069, 91.437, 145.047, 120
0.07, 103.029, 152.732, 120
0.071, 125.957, 165.414, 120
0.072, 137.723, 171.876, 120
0.073, 158.29, 175.827, 120
0.074, 172.766, 177.522, 120
0.075, 186.864, 178.7, 120
0.076, 194.019, 176.111, 120
0.077, 203.307, 171.108, 120
0.078, 227.131, 166.373, 120
0.079, 236.319, 160.883, 120
0.08, 251.213, 152.282, 120
0.081, 259.5, 145.768, 120
0.082, 263.635, 132.877, 120
0.083, 268.259, 126.412, 120
0.084, 270.562, 116.538, 120
0.085, 280.098, 97.9552, 120
0.086, 273.672, 95.085, 120
0.087, 276.062, 81.2032, 120
0.088, 269.199, 72.7772, 120
0.089, 261.092, 67.0743, 120
0.09, 254.399, 60.5817, 120
0.091, 247.625, 57.1031, 120
0.092, 240.534, 49.8658, 120
0.093, 234.941, 48.8394, 120
0.094, 224.647, 45.9383, 120
0.095, 217.489, 42.7817, 120
0.096, 208.437, 41.9667, 120
0.097, 202.572, 40.4307, 120
0.098, 194.565, 38.0657, 120
0.099, 188.796, 36.7972, 120
0.1, 183.46, 35.5493, 120
0.101, 175.861, 33.3632, 120
0.102, 170.727, 31.2285, 120
0.103, 163.847, 30.361, 120
0.104, 158.585, 29.3835, 120
0.105, 156.147, 27.9531, 120
0.106, 151.425, 28.3056, 120
0.107, 147.334, 27.7665, 120
0.108, 142.291, 27.137, 120
0.109, 138.563, 25.0273, 120
0.11, 134.749, 23.5092, 120
0.111, 129.931, 23.8949, 120
0.112, 126.572, 21.7897, 120
0.113, 122.585, 21.1512, 120
0.114, 120.219, 21.0366, 120
0.115, 116.362, 19.0245, 120
0.116, 113.727, 20.5474, 120
0.117, 111.218, 18.9086, 120
0.118, 108.289, 17.8183, 120
0.119, 106.953, 18.5528, 120
0.12, 103.638, 17.0243, 120
0.121, 102.463, 17.2534, 120
0.122, 99.392, 16.7556, 120
0.123, 96.514, 15.8828, 120
0.124, 94.125, 14.7312, 120
0.125, 92.841, 15.3876, 120
0.126, 90.765, 15.7038, 120
0.127, 87.904, 13.8286, 120
0.128, 86.371, 13.9728, 120
0.129, 85.135, 13.2759, 120
0.13, 83.254, 12.653, 120
0.131, 81.678, 12.4492, 120
0.132, 80.846, 12.5134, 120
0.133, 79.15, 12.2527, 120
0.134, 77.991, 12.5667, 120
0.135, 76.511, 12.2889, 120
0.136, 75.032, 12.1084, 120
0.137, 73.445, 11.5895, 120
0.138, 72.1, 11.4039, 120
0.139, 70.69, 10.7283, 120
0.14, 69.826, 10.8915, 120
0.141, 68.376, 10.7434, 120
0.142, 67.548, 10.2367, 120
0.143, 66.697, 10.1759, 120
0.144, 65.273, 10.1277, 120
0.145, 64.118, 9.61426, 120
0.146, 63.036, 9.33374, 120
0.147, 61.803, 9.96154, 120
0.148, 61.555, 9.38184, 120
0.149, 60.76, 9.51748, 120
0, 0, 0, 125
0.001, 0.001, 0.031607, 125
0.002, 0, 0, 125
0.003, 0.013, 0.157579, 125
0.004, 0.031, 0.228121, 125
0.005, 0.051, 0.303972, 125
0.006, 0.151, 0.542401, 125
0.007, 0.161, 0.566638, 125
0.008, 0.211, 0.631252, 125
0.009, 0.37, 0.863192, 125
0.01, 0.458, 0.958246, 125
0.011, 0.621, 1.07208, 125
0.012, 0.757, 1.13664, 125
0.013, 0.982, 1.22216, 125
0.014, 1.096, 1.36264, 125
0.015, 1.384, 1.5635, 125
0.016, 1.524, 1.46268, 125
0.017, 1.693, 1.57821, 125
0.018, 1.976, 1.65572, 125
0.019, 2.23, 1.71496, 125
0.02, 2.52, 1.75602, 125
0.021, 2.755, 1.88652, 125
0.022, 2.868, 1.93922, 125
0.023, 3.055, 2.08614, 125
0.024, 3.267, 2.08991, 125
0.025, 3.481, 2.14933, 125
0.026, 3.815, 2.34111, 125
0.027, 4.015, 2.39599, 125
0.028, 4.218, 2.51644, 125
0.029, 4.491, 2.4004, 125
0.03, 5.095, 2.96445, 125
0.031, 5.138, 2.99349, 125
0.032, 5.484, 3.07242, 125
0.033, 5.925, 3.42394, 125
0.034, 5.976, 3.24799, 125
0.035, 6.261, 3.00148, 125
0.036, 6.561, 3.57103, 125
0.037, 7.039, 3.82642, 125
0.038, 7.318, 4.0357, 125
0.039, 7.871, 4.31374, 125
0.04, 7.975, 4.09931, 125
0.041, 8.472, 5.12964, 125
0.042, 8.933, 5.09024, 125
0.043, 9.495, 5.08271, 125
0.044, 9.848, 5.29234, 125
0.045, 10.394, 7.37135, 125
0.046, 11.008, 6.23056, 125
0.047, 11.304, 6.56411, 125
0.048, 11.775, 6.60745, 125
0.049, 12.589, 7.09352, 125
0.05, 14.167, 21.3647, 125
0.051, 13.797, 9.42835, 125
0.052, 15.351, 16.8472, 125
0.053, 17.351, 30.5265, 125
0.054, 17.169, 20.106, 125
0.055, 18.642, 37.263, 125
0.056, 19.267, 22.4004, 125
0.057, 21.314, 43.1175, 125
0.058, 22.046, 30.8453, 125
0.059, 26.908, 49.9542, 125
0.06, 29.866, 62.213, 125
0.061, 32.63, 69.6424, 125
0.062, 44.971, 100.099, 125
0.063, 47.5, 97.6351, 125
0.064, 53.551, 107.597, 125
0.065, 57.734, 114.66, 125
0.066, 71.862, 128.098, 125
0.067, 80.36, 137.104, 125
0.068, 97.927, 158.49, 125
0.069, 102.147, 158.906, 125
0.07, 113.63, 165.079, 125
0.071, 144.285, 179.718, 125
0.072, 147.601, 178.762, 125
0.073, 162.839, 182.283, 125
0.074, 185.796, 187.26, 125
0.075, 199.92, 184.218, 125
0.076, 214.322, 181.274, 125
0.077, 239.794, 178.81, 125
0.078, 246.192, 169.887, 125
0.079, 264.362, 160.689, 125
0.08, 265.862, 149.643, 125
0.081, 280.441, 141.902, 125
0.082, 280.128, 129.096, 125
0.083, 291.45, 118.44, 125
0.084, 286.956, 108.154, 125
0.085, 295.649, 93.0956, 125
0.086, 285.904, 88.1159, 125
0.087, 277.814, 79.184, 125
0.088, 274.52, 73.2474, 125
0.089, 270.434, 62.8377, 125
0.09, 257.303, 57.8709, 125
0.091, 249.028, 53.3102, 125
0.092, 241.868, 55.231, 125
0.093, 235.299, 50.2279, 125
0.094, 226.874, 45.0583, 125
0.095, 218.074, 43.3607, 125
0.096, 208.847, 40.9723, 125
0.097, 202.242, 39.0566, 125
0.098, 197.316, 37.9542, 125
0.099, 189.817, 36.9113, 125
0.1, 182.462, 35.5498, 125
0.101, 176.519, 33.2858, 125
0.102, 170.967, 31.5711, 125
0.103, 164.468, 30.0002, 125
0.104, 158.78, 29.0354, 125
0.105, 156.188, 28.2603, 125
0.106, 150.519, 26.8046, 125
0.107, 144.705, 25.9892, 125
0.108, 143.388, 26.1004, 125
0.109, 136.649, 24.2391, 125
0.11, 133.464, 23.246, 125
0.111, 129.905, 21.6368, 125
0.112, 126.51, 20.899, 125
0.113, 123.688, 22.0411, 125
0.114, 120.464, 20.3444, 125
0.115, 116.66, 19.5577, 125
0.116, 115.563, 19.6645, 125
0.117, 111.024, 18.1732, 125
0.118, 108.901, 18.6553, 125
0.119, 106.66, 17.4271, 125
0.12, 103.204, 17.006, 125
0.121, 101.797, 16.7505, 125
0.122, 99.366, 16.9886, 125
0.123, 96.159, 16.079, 125
0.124, 95.011, 16.1015, 125
0.125, 93.795, 15.511, 125
0.126, 90.844, 14.7137, 125
0.127, 88.409, 14.566, 125
0.128, 87.742, 14.2875, 125
0.129, 85.418, 13.5053, 125
0.13, 83.737, 12.5874, 125
0.131, 82.748, 13.0792, 125
0.132, 80.649, 12.7256, 125
0.133, 78.981, 12.2898, 125
0.134, 77.895, 11.9435, 125
0.135, 76.129, 12.2542, 125
0.136, 74.667, 11.6305, 125
0.137, 73.987, 11.1632, 125
0.138, 71.863, 10.8453, 125
0.139, 70.975, 11.1344, 125
0.14, 69.862, 10.5983, 125
0.141, 69.264, 10.637, 125
0.142, 68.026, 10.2622, 125
0.143, 66.281, 10.2351, 125
0.144, 64.94, 9.59241, 125
0.145, 65.047, 10.0208, 125
0.146, 63.679, 9.36792, 125
0.147, 62.224, 9.37773, 125
0.148, 61.203, 8.83582, 125
0.149, 60.387, 9.16402, 125
0, 0, 0, 130
0.001, 0, 0, 130
0.002, 0.005, 0.0947365, 130
0.003, 0.021, 0.196364, 130
0.004, 0.036, 0.276955, 130
0.005, 0.09, 0.435775, 130
0.006, 0.12, 0.505569, 130
0.007, 0.159, 0.567203, 130
0.008, 0.249, 0.706399, 130
0.009, 0.392, 0.921052, 130
0.01, 0.544, 1.00203, 130
0.011, 0.674, 1.06945, 130
0.012, 0.78, 1.1241, 130
0.013, 1.058, 1.375, 130
0.014, 1.161, 1.30579, 130
0.015, 1.373, 1.41275, 130
0.016, 1.559, 1.44725, 130
0.017, 1.941, 1.62712, 130
0.018, 2.099, 1.6153, 130
0.019, 2.244, 1.59388, 130
0.02, 2.56, 1.83205, 130
0.021, 2.836, 2.09883, 130
0.022, 2.95, 1.90827, 130
0.023, 3.166, 1.88903, 130
0.024, 3.474, 2.12681, 130
0.025, 3.757, 2.25698, 130
0.026, 3.887, 2.16892, 130
0.027, 4.185, 2.4345, 130
0.028, 4.346, 2.3363, 130
0.029, 4.57, 2.50022, 130
0.03, 4.951, 2.63943, 130
0.031, 5.244, 2.79615, 130
