This function calculates N(6, 3, p).

Parameters: #simulations = 1000.
p from 0 to 0.15 step 0.001.

p, N(p), SD, size.
0.019, 5.598, 2.15601, 430
0.02, 5.862, 2.04229, 430
0.021, 6.356, 2.32449, 430
0.022, 6.795, 2.55558, 430
0.023, 7.035, 2.50754, 430
0.024, 7.516, 2.74804, 430
0.025, 8.091, 3.12069, 430
0.026, 8.497, 2.99366, 430
0.027, 8.929, 3.56202, 430
0.028, 9.43, 3.49558, 430
0.029, 10.007, 3.75059, 430
0.03, 10.586, 4.13867, 430
0.031, 11.11, 4.0162, 430
0.032, 11.41, 4.05979, 430
0.033, 11.974, 4.65009, 430
0.034, 12.987, 4.69455, 430
0.035, 13.533, 5.59419, 430
0.036, 14.489, 5.94255, 430
0.037, 14.81, 5.85559, 430
0.038, 15.697, 6.41398, 430
0.039, 16.445, 6.46212, 430
0.04, 17.642, 7.40944, 430
0.041, 18.734, 7.68162, 430
0.042, 19.42, 8.51678, 430
0.043, 20.471, 8.89782, 430
0.044, 22.398, 10.1883, 430
0.045, 25.699, 74.804, 430
0.046, 26.226, 50.0507, 430
0.047, 28.097, 51.368, 430
0.048, 30.622, 80.2683, 430
0.049, 38.499, 128.257, 430
0.05, 51.148, 192.874, 430
0.051, 42.641, 117.312, 430
0.052, 67.972, 240.479, 430
0.053, 74.423, 244.042, 430
0.054, 104.25, 321.149, 430
0.055, 133.324, 372.636, 430
0.056, 185.468, 458.019, 430
0.057, 199.069, 469.917, 430
0.058, 259.978, 525.031, 430
0.059, 368.542, 614.903, 430
0.06, 418.968, 640.333, 430
0.061, 534.74, 681.926, 430
0.062, 656.148, 709.142, 430
0.063, 759.98, 695.692, 430
0.064, 813.474, 675.329, 430
0.065, 924.095, 610.706, 430
0.066, 1006.87, 538.342, 430
0.067, 1010.53, 497.935, 430
0.068, 1039.38, 409.999, 430
0.069, 1023.3, 322.514, 430
0.07, 995.99, 268.228, 430
0.071, 933.427, 230.871, 430
0.072, 873.595, 194.987, 430
0.073, 819.134, 181.988, 430
0.074, 761.828, 158.332, 430
0.075, 704.67, 144.485, 430
0.076, 656.763, 137.006, 430
0.077, 610.852, 121.113, 430
0.078, 574.6, 110.618, 430
0.079, 546.204, 102.711, 430
0.08, 508.112, 92.0872, 430
0.081, 481.572, 85.7693, 430
0.082, 450.457, 80.3153, 430
0.083, 423.782, 69.0206, 430
0.084, 400.029, 66.6455, 430
0.085, 379.298, 60.7148, 430
0.086, 361.166, 56.2011, 430
0.087, 343.355, 54.1533, 430
0.088, 325.055, 47.7654, 430
0.089, 310.316, 46.6147, 430
0.09, 300.583, 44.8212, 430
0.091, 285.678, 43.3093, 430
0.092, 272.689, 37.6625, 430
0.093, 263.637, 36.7628, 430
0.094, 251.513, 35.8615, 430
0.095, 240.065, 33.8898, 430
0.096, 230.186, 32.2282, 430
0.097, 222.801, 29.976, 430
0.098, 214.045, 29.3964, 430
0.099, 207.122, 27.7941, 430
0.1, 197.579, 25.3036, 430
0.101, 192.789, 25.9922, 430
0.102, 186.211, 24.2372, 430
0.103, 179.725, 23.6563, 430
0.104, 174.486, 22.8961, 430
0.105, 168.925, 21.2386, 430
0.106, 164.398, 20.9112, 430
0.107, 158.629, 19.5436, 430
0.108, 154.553, 19.4864, 430
0.109, 150.226, 19.6486, 430
0.11, 145.617, 18.375, 430
0.111, 141.193, 17.2784, 430
0.112, 137.333, 16.8329, 430
0.113, 133.459, 15.6945, 430
0.114, 130.474, 15.8199, 430
0.115, 127.19, 15.4361, 430
0.116, 122.916, 14.9181, 430
0.117, 120.919, 14.0847, 430
0.118, 117.236, 13.954, 430
0.119, 115.254, 13.6391, 430
0.12, 112.396, 12.9329, 430
0.121, 110.193, 13.182, 430
0.122, 107.131, 12.1724, 430
0.123, 104.431, 11.683, 430
0.124, 103.119, 11.8618, 430
0.125, 100.509, 11.575, 430
0.126, 98.261, 11.2699, 430
0.127, 96.675, 10.9219, 430
0.128, 94.716, 10.5865, 430
0.129, 92.389, 11.1819, 430
0.13, 91.38, 10.1934, 430
0.131, 88.791, 9.27703, 430
0.132, 86.821, 9.58765, 430
0.133, 85.893, 9.91007, 430
0.134, 84.445, 9.65261, 430
0.135, 82.428, 9.40409, 430
0.136, 80.912, 9.2885, 430
0.137, 79.323, 8.90622, 430
0.138, 78.73, 9.26796, 430
0.139, 77.357, 8.80747, 430
0.14, 76.296, 8.72057, 430
0.141, 74.368, 8.06688, 430
0.142, 73.021, 8.18991, 430
0.143, 72.128, 7.76528, 430
0.144, 70.77, 7.86175, 430
0.145, 70.513, 8.529, 430
0.146, 68.867, 7.45864, 430
0.147, 67.578, 7.21124, 430
0.148, 66.6, 7.11281, 430
0.149, 65.857, 7.17904, 430
0, 0, 0, 435
0.001, 0.006, 0.0998198, 435
0.002, 0.049, 0.297656, 435
0.003, 0.154, 0.51018, 435
0.004, 0.382, 0.766861, 435
0.005, 0.691, 0.999759, 435
0.006, 1.035, 1.0999, 435
0.007, 1.474, 1.18208, 435
0.008, 1.861, 1.18393, 435
0.009, 2.136, 1.17622, 435
0.01, 2.404, 1.15273, 435
0.011, 2.732, 1.40006, 435
0.012, 3.157, 1.6243, 435
0.013, 3.378, 1.55664, 435
0.014, 3.765, 1.7389, 435
0.015, 4.095, 1.81933, 435
0.016, 4.539, 1.93868, 435
0.017, 4.907, 2.13456, 435
0.018, 5.227, 1.92548, 435
0.019, 5.653, 2.13602, 435
0.02, 5.965, 2.16836, 435
0.021, 6.435, 2.23333, 435
0.022, 6.781, 2.38307, 435
0.023, 7.297, 2.79084, 435
0.024, 7.595, 2.8721, 435
0.025, 7.923, 2.83603, 435
0.026, 8.539, 3.08423, 435
0.027, 8.873, 3.3074, 435
0.028, 9.351, 3.22952, 435
0.029, 9.922, 3.63014, 435
0.03, 10.707, 3.80856, 435
0.031, 11.114, 4.04314, 435
0.032, 11.85, 4.55911, 435
0.033, 12.301, 4.48736, 435
0.034, 12.776, 4.64261, 435
0.035, 13.44, 5.96309, 435
0.036, 14.372, 5.35888, 435
0.037, 15.046, 5.79568, 435
0.038, 15.706, 6.02541, 435
0.039, 16.865, 6.14791, 435
0.04, 17.683, 9.62084, 435
0.041, 18.84, 9.11737, 435
0.042, 19.761, 7.89911, 435
0.043, 21.064, 11.6487, 435
0.044, 21.741, 9.08196, 435
0.045, 24.463, 58.3173, 435
0.046, 24.829, 13.5708, 435
0.047, 28.265, 68.6678, 435
0.048, 32.273, 96.3965, 435
0.049, 32.976, 88.9673, 435
0.05, 45.831, 149.883, 435
0.051, 56.183, 196.25, 435
0.052, 67.443, 222.308, 435
0.053, 94.501, 308.764, 435
0.054, 109.878, 331.185, 435
0.055, 124.233, 355.185, 435
0.056, 163.558, 417.844, 435
0.057, 241.76, 530.966, 435
0.058, 272.299, 545.22, 435
0.059, 382.722, 634.055, 435
0.06, 465.702, 676.741, 435
0.061, 631.839, 729.582, 435
0.062, 626.26, 703.252, 435
0.063, 762.381, 706.022, 435
0.064, 868.712, 678.951, 435
0.065, 1009.63, 591.03, 435
0.066, 1006.42, 543.015, 435
0.067, 1060.8, 448.575, 435
0.068, 1066.16, 384.726, 435
0.069, 1032.31, 311.365, 435
0.07, 1001.26, 271.684, 435
0.071, 933.207, 235.262, 435
0.072, 875.175, 203.95, 435
0.073, 805.923, 182.946, 435
0.074, 757.518, 153.62, 435
0.075, 705.062, 149.926, 435
0.076, 660.807, 133.044, 435
0.077, 616.362, 117.636, 435
0.078, 576.124, 109.453, 435
0.079, 539.836, 98.0766, 435
0.08, 505.985, 93.0223, 435
0.081, 477.304, 86.6767, 435
0.082, 452.685, 79.9108, 435
0.083, 424.136, 70.3001, 435
0.084, 399.1, 62.6951, 435
0.085, 381.486, 64.879, 435
0.086, 362.69, 58.4923, 435
0.087, 346.15, 53.4163, 435
0.088, 328.924, 51.947, 435
0.089, 310.88, 46.7573, 435
0.09, 297.179, 44.4818, 435
0.091, 284.598, 42.9848, 435
0.092, 272.497, 40.0925, 435
0.093, 260.472, 36.4813, 435
0.094, 250.24, 35.8661, 435
0.095, 240.529, 33.2943, 435
0.096, 232.159, 32.1729, 435
0.097, 222.157, 30.1555, 435
0.098, 214.324, 27.7458, 435
0.099, 208.637, 28.1428, 435
0.1, 200.821, 27.376, 435
0.101, 192.305, 24.3516, 435
0.102, 186.425, 23.8344, 435
0.103, 179.008, 24.3153, 435
0.104, 175.001, 22.5704, 435
0.105, 168.376, 20.7688, 435
0.106, 163.897, 20.6778, 435
0.107, 159.975, 20.3136, 435
0.108, 154.645, 19.8537, 435
0.109, 149.823, 18.9627, 435
0.11, 144.802, 18.532, 435
0.111, 142.441, 17.7022, 435
0.112, 136.882, 16.2773, 435
0.113, 133.848, 15.6176, 435
0.114, 130.753, 15.6396, 435
0.115, 126.954, 15.5845, 435
0.116, 123.555, 14.5137, 435
0.117, 120.424, 14.0151, 435
0.118, 118.396, 14.4132, 435
0.119, 114.85, 13.3406, 435
0.12, 112.396, 13.4206, 435
0.121, 109.864, 12.9327, 435
0.122, 107.778, 13.2643, 435
0.123, 105.464, 12.8106, 435
0.124, 102.548, 12.1446, 435
0.125, 100.587, 11.7666, 435
0.126, 98.785, 11.4907, 435
0.127, 96.519, 11.5273, 435
0.128, 94.442, 10.8361, 435
0.129, 93.379, 11.1244, 435
0.13, 90.104, 9.98164, 435
0.131, 88.946, 9.77052, 435
0.132, 87.074, 10.098, 435
0.133, 85.836, 9.81026, 435
0.134, 83.931, 9.24523, 435
0.135, 82.48, 9.28524, 435
0.136, 81.539, 9.56329, 435
0.137, 80.136, 8.64832, 435
0.138, 78.304, 8.85661, 435
0.139, 77.045, 8.58423, 435
0.14, 75.979, 8.19503, 435
0.141, 74.71, 8.54002, 435
0.142, 73.336, 7.93253, 435
0.143, 71.789, 7.60634, 435
0.144, 71.111, 7.77166, 435
0.145, 69.898, 7.82532, 435
0.146, 68.703, 7.34008, 435
0.147, 68.045, 7.42422, 435
0.148, 66.575, 7.38691, 435
0.149, 65.702, 7.04679, 435
0, 0, 0, 440
0.001, 0.009, 0.130073, 440
0.002, 0.045, 0.281025, 440
0.003, 0.196, 0.601319, 440
0.004, 0.399, 0.803616, 440
0.005, 0.683, 1.02103, 440
0.006, 1.061, 1.1195, 440
0.007, 1.496, 1.21243, 440
0.008, 1.836, 1.17009, 440
0.009, 2.137, 1.17313, 440
0.01, 2.539, 1.36546, 440
0.011, 2.762, 1.36798, 440
0.012, 3.161, 1.59156, 440
0.013, 3.471, 1.70445, 440
0.014, 3.902, 1.84835, 440
0.015, 4.2, 1.78269, 440
0.016, 4.533, 1.95676, 440
0.017, 4.932, 1.8861, 440
0.018, 5.283, 2.15149, 440
0.019, 5.599, 2.00853, 440
0.02, 6.215, 2.4118, 440
0.021, 6.52, 2.40533, 440
0.022, 6.885, 2.45393, 440
0.023, 7.216, 2.49747, 440
0.024, 7.737, 2.95327, 440
0.025, 8.141, 2.86027, 440
0.026, 8.429, 3.08042, 440
0.027, 9.137, 3.46731, 440
0.028, 9.652, 3.55962, 440
0.029, 10.258, 3.52809, 440
0.03, 10.503, 3.73684, 440
0.031, 11.468, 4.37778, 440
0.032, 11.919, 4.13406, 440
0.033, 12.131, 4.38769, 440
0.034, 13.172, 4.97156, 440
0.035, 13.709, 5.50603, 440
0.036, 14.425, 5.17556, 440
0.037, 15.272, 6.28713, 440
0.038, 16.291, 6.97913, 440
0.039, 16.547, 5.99164, 440
0.04, 17.605, 6.54515, 440
0.041, 18.502, 7.30151, 440
0.042, 19.579, 7.9245, 440
0.043, 20.335, 8.63196, 440
0.044, 21.602, 10.7869, 440
0.045, 25.43, 70.6303, 440
0.046, 27.342, 53.9405, 440
0.047, 30.875, 84.6707, 440
0.048, 34.015, 98.8735, 440
0.049, 37.661, 115.582, 440
0.05, 52.921, 192.712, 440
0.051, 57.365, 201.024, 440
0.052, 63.129, 219.369, 440
0.053, 85.307, 266.996, 440
0.054, 108.743, 325.514, 440
0.055, 136.236, 377.054, 440
0.056, 202.928, 479.251, 440
0.057, 244.589, 538.569, 440
0.058, 315.832, 589.756, 440
0.059, 338.29, 598.953, 440
0.06, 464.161, 677.817, 440
0.061, 597.772, 712.738, 440
0.062, 645.76, 713.191, 440
0.063, 784.182, 705.532, 440
0.064, 879.458, 668.758, 440
0.065, 983.324, 625.359, 440
0.066, 1033.12, 531.922, 440
0.067, 1054.52, 459.617, 440
0.068, 1082.97, 388.779, 440
0.069, 1045.16, 321.655, 440
0.07, 993.471, 267.357, 440
0.071, 934.919, 228.224, 440
0.072, 881.781, 201.433, 440
0.073, 817.841, 176.487, 440
0.074, 760.464, 156.108, 440
0.075, 703.476, 136, 440
0.076, 661.971, 129.697, 440
0.077, 614.897, 113.599, 440
0.078, 570.408, 104.063, 440
0.079, 544.701, 102.514, 440
0.08, 506.645, 93.883, 440
0.081, 476.88, 80.8401, 440
0.082, 451.344, 76.3628, 440
0.083, 424.216, 71.2014, 440
0.084, 407.969, 67.567, 440
0.085, 380.033, 62.6954, 440
0.086, 363.671, 56.7557, 440
0.087, 344.775, 51.7042, 440
0.088, 328.853, 51.1794, 440
0.089, 309.121, 46.0075, 440
0.09, 298.348, 44.0839, 440
0.091, 284.78, 41.1111, 440
0.092, 274.02, 41.2369, 440
0.093, 263.162, 37.2745, 440
0.094, 251.266, 34.4345, 440
0.095, 241.521, 32.6066, 440
0.096, 233.159, 33.4435, 440
0.097, 224.325, 30.1225, 440
0.098, 216.61, 30.7272, 440
0.099, 206.171, 27.1382, 440
0.1, 199.797, 27.9508, 440
0.101, 192.457, 24.1314, 440
0.102, 187.104, 24.3696, 440
0.103, 180.385, 23.4967, 440
0.104, 174.269, 23.0956, 440
0.105, 169.168, 21.0584, 440
0.106, 162.858, 19.4778, 440
0.107, 159.234, 20.8423, 440
0.108, 155.356, 20.7384, 440
0.109, 149.726, 17.7396, 440
0.11, 145.284, 18.1269, 440
0.111, 140.81, 17.2239, 440
0.112, 137.9, 17.3829, 440
0.113, 134.398, 15.6911, 440
0.114, 130.956, 16.2523, 440
0.115, 127.345, 15.1737, 440
0.116, 124.595, 14.7853, 440
0.117, 120.959, 13.9713, 440
0.118, 118.195, 13.984, 440
0.119, 116.174, 14.1087, 440
0.12, 112.635, 13.3028, 440
0.121, 109.513, 12.6619, 440
0.122, 106.978, 12.079, 440
0.123, 105.406, 12.6829, 440
0.124, 102.864, 12.4142, 440
0.125, 100.546, 11.4199, 440
0.126, 98.705, 10.6993, 440
0.127, 96.621, 11.2514, 440
0.128, 94.17, 10.2009, 440
0.129, 92.411, 10.0347, 440
0.13, 90.928, 10.6055, 440
0.131, 89.537, 10.1259, 440
0.132, 87.388, 9.37622, 440
0.133, 85.608, 9.59845, 440
0.134, 84.217, 9.47364, 440
0.135, 82.355, 9.25921, 440
0.136, 80.904, 8.87315, 440
0.137, 79.566, 9.10448, 440
0.138, 78.438, 8.97598, 440
0.139, 76.887, 7.93689, 440
0.14, 75.623, 8.31738, 440
0.141, 74.667, 8.10297, 440
0.142, 73.642, 8.08615, 440
0.143, 72.114, 8.08647, 440
0.144, 70.716, 7.48247, 440
0.145, 69.62, 7.33809, 440
0.146, 69.165, 7.9385, 440
0.147, 67.464, 7.23496, 440
0.148, 67.002, 7.47181, 440
0.149, 65.528, 6.79391, 440
0, 0, 0, 445
0.001, 0.003, 0.070647, 445
0.002, 0.054, 0.321067, 445
0.003, 0.182, 0.595715, 445
0.004, 0.411, 0.797546, 445
0.005, 0.67, 0.982395, 445
0.006, 1.057, 1.13303, 445
0.007, 1.505, 1.13048, 445
0.008, 1.945, 1.1933, 445
0.009, 2.178, 1.24029, 445
0.01, 2.488, 1.20576, 445
0.011, 2.757, 1.45669, 445
0.012, 3.123, 1.45392, 445
0.013, 3.49, 1.62785, 445
0.014, 3.747, 1.69145, 445
0.015, 4.198, 1.75636, 445
0.016, 4.514, 1.85197, 445
0.017, 5.017, 2.01164, 445
0.018, 5.352, 1.90528, 445
0.019, 5.682, 1.9429, 445
0.02, 6.111, 2.19697, 445
0.021, 6.388, 2.30162, 445
0.022, 6.854, 2.57773, 445
0.023, 7.337, 2.76359, 445
0.024, 7.708, 2.87241, 445
0.025, 8.069, 2.69893, 445
0.026, 8.528, 3.06973, 445
0.027, 9.035, 3.1865, 445
0.028, 9.467, 3.22349, 445
0.029, 10.166, 3.77974, 445
0.03, 10.689, 3.81894, 445
0.031, 11.137, 4.48355, 445
0.032, 11.914, 4.3438, 445
0.033, 12.514, 4.60867, 445
0.034, 13.216, 4.92558, 445
0.035, 14.026, 5.97221, 445
0.036, 14.536, 5.12354, 445
0.037, 15.072, 5.43901, 445
0.038, 15.771, 5.66538, 445
0.039, 17.026, 6.15657, 445
0.04, 17.829, 7.07572, 445
0.041, 18.717, 7.33232, 445
0.042, 19.708, 8.16093, 445
0.043, 20.956, 8.69218, 445
0.044, 22.324, 10.021, 445
0.045, 24.156, 11.3823, 445
0.046, 26.988, 55.0627, 445
0.047, 30.418, 79.3376, 445
0.048, 30.618, 70.0909, 445
0.049, 38.624, 121.608, 445
0.05, 41.842, 134.635, 445
0.051, 68.628, 243.69, 445
0.052, 58.824, 199.275, 445
0.053, 88.599, 294.095, 445
0.054, 116.878, 349.83, 445
0.055, 142.256, 392.674, 445
0.056, 205.976, 489.137, 445
0.057, 245.762, 532.556, 445
0.058, 324.143, 604.565, 445
0.059, 401.344, 655.705, 445
0.06, 478.315, 687.212, 445
0.061, 569.179, 709.703, 445
0.062, 709.99, 732.206, 445
0.063, 779.648, 711.718, 445
0.064, 876.375, 680.748, 445
0.065, 988.786, 613.877, 445
0.066, 1057.72, 523.728, 445
0.067, 1070.88, 469.132, 445
0.068, 1084.51, 377.493, 445
0.069, 1045.07, 311.986, 445
0.07, 992.159, 284.529, 445
0.071, 949.296, 229.818, 445
0.072, 896.785, 204.54, 445
0.073, 820.971, 176.585, 445
0.074, 761.002, 159.664, 445
0.075, 714.629, 143.522, 445
0.076, 661.36, 136.835, 445
0.077, 618.266, 112.667, 445
0.078, 573.142, 108.455, 445
0.079, 537.032, 100.541, 445
0.08, 503.411, 85.955, 445
0.081, 473.707, 78.6307, 445
0.082, 449.348, 71.6368, 445
0.083, 424.625, 70.8496, 445
0.084, 404.148, 67.7681, 445
0.085, 379.05, 59.8482, 445
0.086, 361.604, 56.8463, 445
0.087, 346.031, 55.4392, 445
0.088, 330.751, 51.837, 445
0.089, 308.876, 45.026, 445
0.09, 299.682, 43.9904, 445
0.091, 284.38, 40.9865, 445
0.092, 273.157, 39.8037, 445
0.093, 261.529, 38.099, 445
0.094, 250.329, 33.9394, 445
0.095, 241.038, 32.4874, 445
0.096, 230.431, 32.5068, 445
0.097, 221.803, 28.9402, 445
0.098, 214.762, 29.9135, 445
0.099, 205.349, 26.9076, 445
0.1, 200.318, 26.6712, 445
0.101, 193.096, 26.6111, 445
0.102, 187.149, 24.5205, 445
0.103, 180.341, 22.4051, 445
0.104, 174.595, 23.2912, 445
0.105, 168.726, 21.2235, 445
0.106, 164.346, 20.7221, 445
0.107, 158.988, 19.2722, 445
0.108, 154.67, 19.6355, 445
0.109, 150.092, 18.3941, 445
0.11, 145.037, 17.8403, 445
0.111, 143.297, 17.9972, 445
0.112, 137.198, 16.1162, 445
0.113, 134.506, 16.5193, 445
0.114, 131.211, 15.7081, 445
0.115, 126.308, 15.0573, 445
0.116, 123.165, 13.3279, 445
0.117, 121.806, 14.9274, 445
0.118, 118.495, 13.7123, 445
0.119, 115.807, 13.8417, 445
0.12, 112.879, 13.309, 445
0.121, 109.838, 12.7401, 445
0.122, 107.467, 11.9157, 445
0.123, 106.032, 12.1793, 445
0.124, 103.818, 12.781, 445
0.125, 100.333, 11.4421, 445
0.126, 99.034, 10.8821, 445
0.127, 96.506, 10.9166, 445
0.128, 94.776, 10.5566, 445
0.129, 92.744, 10.629, 445
0.13, 91.015, 10.3871, 445
0.131, 89.322, 9.79757, 445
0.132, 87.654, 10.2259, 445
0.133, 86.051, 9.8374, 445
0.134, 84.268, 9.03904, 445
0.135, 82.946, 9.03776, 445
0.136, 81.543, 9.34453, 445
0.137, 79.819, 8.89113, 445
0.138, 78.321, 8.38081, 445
0.139, 77.445, 8.79756, 445
0.14, 76.239, 8.35499, 445
0.141, 74.109, 7.87027, 445
0.142, 73.498, 8.0065, 445
0.143, 72.255, 7.73977, 445
0.144, 70.839, 7.7628, 445
0.145, 70.408, 7.85745, 445
0.146, 69.064, 7.59144, 445
0.147, 67.771, 7.80414, 445
0.148, 66.9, 7.07319, 445
0.149, 65.798, 7.14613, 445
0, 0, 0, 450
0.001, 0.004, 0.0893532, 450
0.002, 0.053, 0.31653, 450
0.003, 0.194, 0.583407, 450
0.004, 0.432, 0.839867, 450
0.005, 0.762, 1.04468, 450
0.006, 1.105, 1.10724, 450
0.007, 1.567, 1.25599, 450
0.008, 1.85, 1.20062, 450
0.009, 2.111, 1.1936, 450
0.01, 2.553, 1.28187, 450
0.011, 2.951, 1.55968, 450
0.012, 3.079, 1.47742, 450
0.013, 3.491, 1.58238, 450
0.014, 3.794, 1.71918, 450
0.015, 4.151, 1.72517, 450
0.016, 4.67, 1.90187, 450
0.017, 5.005, 2.03543, 450
0.018, 5.383, 2.04458, 450
0.019, 5.746, 2.15162, 450
0.02, 6.182, 2.23447, 450
0.021, 6.32, 2.10798, 450
0.022, 6.855, 2.47345, 450
0.023, 7.385, 2.8275, 450
0.024, 7.878, 2.99952, 450
0.025, 8.205, 3.00449, 450
0.026, 8.607, 3.03423, 450
0.027, 9.244, 3.37023, 450
0.028, 9.691, 3.5315, 450
0.029, 10.226, 3.44977, 450
0.03, 10.55, 3.718, 450
0.031, 11.069, 3.72696, 450
0.032, 11.85, 4.52477, 450
0.033, 12.687, 4.76351, 450
0.034, 13.02, 4.71228, 450
0.035, 13.898, 4.99896, 450
0.036, 14.558, 5.54713, 450
0.037, 15.73, 6.8347, 450
0.038, 15.98, 5.88622, 450
0.039, 16.654, 6.24005, 450
0.04, 18.183, 7.25462, 450
0.041, 19.339, 8.90865, 450
0.042, 19.963, 9.18257, 450
0.043, 21.148, 9.35201, 450
0.044, 22.196, 9.82973, 450
0.045, 25.777, 67.2503, 450
0.046, 25.666, 11.9374, 450
0.047, 28.686, 64.8218, 450
0.048, 33.636, 111.589, 450
0.049, 41.916, 138.06, 450
0.05, 49.599, 180.708, 450
0.051, 54.149, 191.92, 450
0.052, 60.667, 209.229, 450
0.053, 76.568, 247.862, 450
0.054, 83.132, 269.393, 450
0.055, 163.918, 439.754, 450
0.056, 220.37, 507.239, 450
0.057, 276.25, 578.471, 450
0.058, 327.865, 610.229, 450
0.059, 404.771, 658.143, 450
0.06, 494.77, 705.023, 450
0.061, 635.174, 738.738, 450
0.062, 751.413, 738.722, 450
0.063, 820.872, 709.408, 450
0.064, 920.292, 679.521, 450
0.065, 1035.94, 602.387, 450
0.066, 1067.12, 529.057, 450
0.067, 1078.31, 455.582, 450
0.068, 1077.91, 363.236, 450
0.069, 1064.66, 291.583, 450
0.07, 1020.11, 254.861, 450
0.071, 949.435, 224.856, 450
0.072, 887.047, 208.859, 450
0.073, 819.168, 171.16, 450
0.074, 772.814, 164.111, 450
0.075, 710.591, 138.472, 450
0.076, 658.718, 128.506, 450
0.077, 618.627, 120.643, 450
0.078, 580.086, 106.844, 450
0.079, 540.517, 97.0134, 450
0.08, 502.698, 86.9882, 450
0.081, 484.893, 87.2321, 450
0.082, 452.536, 80.2815, 450
0.083, 426.071, 67.1105, 450
0.084, 406.267, 67.0681, 450
0.085, 384.635, 62.049, 450
0.086, 361.319, 55.7183, 450
0.087, 342.486, 49.7183, 450
0.088, 326.407, 48.7644, 450
0.089, 313.177, 46.2661, 450
0.09, 297.668, 43.1082, 450
0.091, 283.939, 38.7372, 450
0.092, 273.686, 39.761, 450
0.093, 262.125, 36.3605, 450
0.094, 249.836, 34.6584, 450
0.095, 242.852, 33.7841, 450
0.096, 232.115, 31.2322, 450
0.097, 222.642, 30.4221, 450
0.098, 215.918, 28.787, 450
0.099, 206.831, 26.8682, 450
0.1, 200.01, 26.8663, 450
0.101, 193.657, 25.3378, 450
0.102, 187.988, 24.4793, 450
0.103, 180.881, 23.0599, 450
0.104, 174.928, 22.4552, 450
0.105, 168.428, 20.19, 450
0.106, 164.946, 20.9602, 450
0.107, 158.826, 19.8765, 450
0.108, 153.95, 19.1501, 450
0.109, 149.985, 18.1011, 450
0.11, 146.427, 18.3452, 450
0.111, 142.06, 17.7132, 450
0.112, 138.044, 16.949, 450
0.113, 134.12, 16.5505, 450
0.114, 130.156, 15.0674, 450
0.115, 127.79, 15.2573, 450
0.116, 124.988, 15.4911, 450
0.117, 120.835, 14.1283, 450
0.118, 118.316, 13.1261, 450
0.119, 114.904, 12.8804, 450
0.12, 112.916, 13.0634, 450
0.121, 109.995, 12.6708, 450
0.122, 107.613, 12.5915, 450
0.123, 105.587, 12.5353, 450
0.124, 103.267, 12.3054, 450
0.125, 100.691, 11.5082, 450
0.126, 98.872, 11.2465, 450
0.127, 96.28, 10.3894, 450
0.128, 95.403, 11.3622, 450
0.129, 92.73, 10.3635, 450
0.13, 91.118, 10.4041, 450
0.131, 89.93, 10.1555, 450
0.132, 87.376, 9.66606, 450
0.133, 86.176, 9.36905, 450
0.134, 83.717, 8.98482, 450
0.135, 82.525, 8.77892, 450
0.136, 80.986, 8.51245, 450
0.137, 80.235, 8.57985, 450
0.138, 78.336, 8.46458, 450
0.139, 77.37, 8.81664, 450
0.14, 76.069, 8.30676, 450
0.141, 74.593, 8.19435, 450
0.142, 73.485, 8.03118, 450
0.143, 72.277, 7.72297, 450
0.144, 71.031, 7.64722, 450
0.145, 69.68, 7.17674, 450
0.146, 68.312, 7.12311, 450
0.147, 67.886, 7.33028, 450
0.148, 66.743, 7.18978, 450
0.149, 65.904, 7.19714, 450
0, 0, 0, 455
0.001, 0.013, 0.151099, 455
0.002, 0.052, 0.321397, 455
0.003, 0.167, 0.561347, 455
0.004, 0.344, 0.738691, 455
0.005, 0.686, 0.974374, 455
0.006, 1.119, 1.12109, 455
0.007, 1.532, 1.18869, 455
0.008, 1.862, 1.21695, 455
0.009, 2.212, 1.21452, 455
0.01, 2.6, 1.31985, 455
0.011, 2.916, 1.37075, 455
0.012, 3.155, 1.55788, 455
0.013, 3.492, 1.65407, 455
0.014, 3.899, 1.77843, 455
0.015, 4.181, 1.76189, 455
0.016, 4.572, 1.79187, 455
0.017, 5.011, 1.92533, 455
0.018, 5.331, 1.90616, 455
0.019, 5.782, 2.14487, 455
0.02, 6.285, 2.44944, 455
0.021, 6.603, 2.43298, 455
0.022, 6.839, 2.43579, 455
0.023, 7.384, 2.78757, 455
0.024, 7.781, 2.745, 455
0.025, 8.116, 2.90595, 455
0.026, 8.678, 3.21315, 455
0.027, 9.166, 3.21721, 455
0.028, 9.7, 3.48425, 455
0.029, 10.342, 3.77956, 455
0.03, 10.776, 3.86417, 455
0.031, 11.371, 3.96779, 455
0.032, 11.911, 4.29175, 455
0.033, 12.601, 4.88301, 455
0.034, 13.458, 5.09001, 455
0.035, 13.988, 5.46314, 455
0.036, 14.706, 5.34075, 455
0.037, 15.424, 5.58249, 455
0.038, 16.038, 5.92474, 455
0.039, 17.315, 7.23518, 455
0.04, 18.094, 7.98568, 455
0.041, 19.329, 9.52243, 455
0.042, 19.652, 7.94487, 455
0.043, 22.029, 9.99881, 455
0.044, 22.296, 9.03429, 455
0.045, 24.629, 11.1963, 455
0.046, 27.644, 73.6218, 455
0.047, 28.775, 54.6339, 455
0.048, 31.229, 56.7699, 455
0.049, 44.137, 162.553, 455
0.05, 48.584, 175.671, 455
0.051, 64.183, 237.217, 455
0.052, 59.866, 195.967, 455
0.053, 86.402, 275.245, 455
