This function calculates N(6, 3, p).

Parameters: #simulations = 1000.
p from 0 to 0.15 step 0.001.

p, N(p), SD, size.
0.063, 131.626, 243.18, 205
0.064, 174.196, 278.653, 205
0.065, 201.668, 295.185, 205
0.066, 207.632, 290.482, 205
0.067, 241.364, 303.714, 205
0.068, 278.272, 315.092, 205
0.069, 312.527, 315.784, 205
0.07, 376.988, 314.203, 205
0.071, 377.807, 298.998, 205
0.072, 434.341, 282.222, 205
0.073, 453.031, 265.864, 205
0.074, 469.508, 238.873, 205
0.075, 470.725, 224.741, 205
0.076, 494.644, 185.937, 205
0.077, 480.489, 167.58, 205
0.078, 472.197, 144.988, 205
0.079, 461.249, 126.794, 205
0.08, 451.378, 116.925, 205
0.081, 436.118, 102.399, 205
0.082, 409.658, 89.6333, 205
0.083, 397.05, 83.587, 205
0.084, 377.469, 78.5239, 205
0.085, 356.211, 70.4446, 205
0.086, 341.483, 66.0412, 205
0.087, 331.184, 63.3335, 205
0.088, 309.075, 57.855, 205
0.089, 290.582, 53.3828, 205
0.09, 282.31, 55.0837, 205
0.091, 275.815, 51.2253, 205
0.092, 260.419, 46.7898, 205
0.093, 249.929, 45.2003, 205
0.094, 238.545, 41.0506, 205
0.095, 229.364, 38.2764, 205
0.096, 219.065, 38.03, 205
0.097, 212.761, 35.8558, 205
0.098, 205.397, 35.7536, 205
0.099, 196.671, 33.8865, 205
0.1, 189.902, 30.3656, 205
0.101, 183.166, 29.7083, 205
0.102, 179.09, 29.0268, 205
0.103, 171.877, 26.0073, 205
0.104, 167.683, 26.4742, 205
0.105, 161.103, 24.0601, 205
0.106, 156.174, 25.0392, 205
0.107, 151.504, 22.0683, 205
0.108, 147.363, 22.8498, 205
0.109, 142.023, 21.8401, 205
0.11, 139.656, 21.0732, 205
0.111, 135.054, 20.1445, 205
0.112, 131.366, 19.3328, 205
0.113, 127.902, 18.2897, 205
0.114, 126.238, 18.8098, 205
0.115, 120.339, 17.7807, 205
0.116, 118.945, 16.5584, 205
0.117, 115.393, 16.988, 205
0.118, 112.694, 15.7157, 205
0.119, 110.315, 16.2993, 205
0.12, 107.506, 15.0151, 205
0.121, 106.086, 15.9007, 205
0.122, 102.919, 14.3569, 205
0.123, 100.175, 13.8704, 205
0.124, 97.449, 13.0689, 205
0.125, 95.87, 13.0176, 205
0.126, 94.567, 13.0128, 205
0.127, 92.705, 13.6268, 205
0.128, 89.744, 12.2446, 205
0.129, 88.576, 11.8486, 205
0.13, 86.887, 11.6196, 205
0.131, 85.568, 11.8331, 205
0.132, 83.14, 10.7155, 205
0.133, 81.578, 10.4277, 205
0.134, 80.368, 10.4147, 205
0.135, 78.591, 10.4077, 205
0.136, 77.188, 10.528, 205
0.137, 76.29, 10.4402, 205
0.138, 74.745, 9.93026, 205
0.139, 73.499, 9.88241, 205
0.14, 72.753, 9.91161, 205
0.141, 71.042, 9.49285, 205
0.142, 69.933, 9.17521, 205
0.143, 68.259, 9.4882, 205
0.144, 68.247, 9.45917, 205
0.145, 66.659, 8.7443, 205
0.146, 65.587, 8.84514, 205
0.147, 65.462, 8.59759, 205
0.148, 63.161, 7.75481, 205
0.149, 62.271, 7.87207, 205
0, 0, 0, 210
0.001, 0, 0, 210
0.002, 0.021, 0.21109, 210
0.003, 0.031, 0.232463, 210
0.004, 0.107, 0.470692, 210
0.005, 0.171, 0.58117, 210
0.006, 0.335, 0.789161, 210
0.007, 0.483, 0.921798, 210
0.008, 0.633, 0.972785, 210
0.009, 0.863, 1.12438, 210
0.01, 1.157, 1.21587, 210
0.011, 1.429, 1.35534, 210
0.012, 1.636, 1.28666, 210
0.013, 1.878, 1.43008, 210
0.014, 2.135, 1.3382, 210
0.015, 2.477, 1.58034, 210
0.016, 2.724, 1.67804, 210
0.017, 2.961, 1.76507, 210
0.018, 3.254, 1.82633, 210
0.019, 3.531, 1.92485, 210
0.02, 3.768, 2.00054, 210
0.021, 4.19, 2.12224, 210
0.022, 4.287, 2.12005, 210
0.023, 4.589, 2.13871, 210
0.024, 5.062, 2.49081, 210
0.025, 5.228, 2.43352, 210
0.026, 5.562, 2.72289, 210
0.027, 6.021, 2.81648, 210
0.028, 6.189, 2.85294, 210
0.029, 6.615, 2.84373, 210
0.03, 6.904, 2.94156, 210
0.031, 7.477, 3.52413, 210
0.032, 7.758, 3.21643, 210
0.033, 8.273, 3.83985, 210
0.034, 8.465, 3.85471, 210
0.035, 8.898, 4.08456, 210
0.036, 9.458, 4.33846, 210
0.037, 9.842, 4.53421, 210
0.038, 10.756, 5.20139, 210
0.039, 10.83, 4.73298, 210
0.04, 11.378, 5.09678, 210
0.041, 11.863, 5.50929, 210
0.042, 12.688, 5.81401, 210
0.043, 13.243, 6.07371, 210
0.044, 14.176, 6.90442, 210
0.045, 14.686, 7.4268, 210
0.046, 15.372, 8.19144, 210
0.047, 16.858, 9.7678, 210
0.048, 18.18, 32.8544, 210
0.049, 19.002, 32.9561, 210
0.05, 19.947, 29.3405, 210
0.051, 23.848, 64.6947, 210
0.052, 26.532, 66.5548, 210
0.053, 28.495, 69.8286, 210
0.054, 34.117, 92.8393, 210
0.055, 34.904, 86.0097, 210
0.056, 47.379, 127.687, 210
0.057, 54.779, 141.815, 210
0.058, 57.221, 146.665, 210
0.059, 61.716, 145.582, 210
0.06, 70.919, 165.363, 210
0.061, 99.028, 209.919, 210
0.062, 105.253, 215.979, 210
0.063, 148.879, 266.249, 210
0.064, 174.381, 279.605, 210
0.065, 196.466, 296.198, 210
0.066, 227.174, 308.903, 210
0.067, 286.613, 333.332, 210
0.068, 281.533, 318.841, 210
0.069, 355.872, 331.347, 210
0.07, 385.97, 319.956, 210
0.071, 422.142, 302.367, 210
0.072, 444.552, 288.513, 210
0.073, 465.944, 263.871, 210
0.074, 485.409, 241.742, 210
0.075, 501.469, 206.841, 210
0.076, 501.408, 184.835, 210
0.077, 482.672, 169.063, 210
0.078, 474.304, 147.885, 210
0.079, 475.818, 122.102, 210
0.08, 451.95, 112.068, 210
0.081, 439.126, 96.9027, 210
0.082, 413.426, 85.9715, 210
0.083, 396.351, 80.6665, 210
0.084, 375.15, 75.1778, 210
0.085, 360.981, 72.5779, 210
0.086, 343.371, 69.2713, 210
0.087, 322.455, 59.6621, 210
0.088, 309.075, 61.5495, 210
0.089, 294.917, 54.8232, 210
0.09, 284.144, 53.488, 210
0.091, 271.498, 49.7596, 210
0.092, 260.092, 46.1909, 210
0.093, 248.463, 43.2273, 210
0.094, 241.537, 41.6719, 210
0.095, 228.076, 38.6305, 210
0.096, 221.327, 38.1706, 210
0.097, 211.863, 35.9864, 210
0.098, 207.63, 35.558, 210
0.099, 197.362, 33.863, 210
0.1, 190.812, 31.5183, 210
0.101, 183.513, 29.6745, 210
0.102, 177.693, 28.6017, 210
0.103, 171.818, 25.2976, 210
0.104, 166.14, 24.7338, 210
0.105, 161.807, 25.0182, 210
0.106, 155.403, 24.0959, 210
0.107, 151.306, 23.5895, 210
0.108, 147.911, 22.6479, 210
0.109, 143.944, 22.2946, 210
0.11, 138.103, 20.1311, 210
0.111, 135.075, 19.7181, 210
0.112, 131.225, 18.7175, 210
0.113, 129.315, 19.8045, 210
0.114, 124.78, 18.1899, 210
0.115, 121.504, 17.6111, 210
0.116, 118.883, 16.989, 210
0.117, 115.831, 17.0555, 210
0.118, 113.083, 16.1395, 210
0.119, 110.169, 15.4775, 210
0.12, 107.6, 14.9093, 210
0.121, 105.045, 14.2617, 210
0.122, 103.224, 14.7594, 210
0.123, 101.27, 14.2801, 210
0.124, 98.75, 14.2383, 210
0.125, 96.029, 12.7704, 210
0.126, 93.588, 13.078, 210
0.127, 92.455, 12.7165, 210
0.128, 90.616, 12.2812, 210
0.129, 88.68, 12.1321, 210
0.13, 86.856, 11.3981, 210
0.131, 85.401, 11.6798, 210
0.132, 83.795, 10.8649, 210
0.133, 82.363, 11.3419, 210
0.134, 80.558, 10.4813, 210
0.135, 79.199, 10.9393, 210
0.136, 78.286, 10.4466, 210
0.137, 76.628, 10.3628, 210
0.138, 75.281, 10.0857, 210
0.139, 73.649, 9.70195, 210
0.14, 72.168, 9.37325, 210
0.141, 71.107, 9.46, 210
0.142, 69.557, 9.07705, 210
0.143, 69.425, 8.91563, 210
0.144, 67.84, 8.82136, 210
0.145, 66.77, 9.20169, 210
0.146, 66.023, 8.5173, 210
0.147, 64.666, 8.06526, 210
0.148, 63.757, 8.26571, 210
0.149, 63.091, 8.39861, 210
0, 0, 0, 215
0.001, 0, 0, 215
0.002, 0.012, 0.147838, 215
0.003, 0.046, 0.286154, 215
0.004, 0.1, 0.431277, 215
0.005, 0.179, 0.564765, 215
0.006, 0.317, 0.756645, 215
0.007, 0.489, 0.918629, 215
0.008, 0.783, 1.16872, 215
0.009, 0.95, 1.17367, 215
0.01, 1.192, 1.27638, 215
0.011, 1.42, 1.25284, 215
0.012, 1.687, 1.4018, 215
0.013, 2.01, 1.45736, 215
0.014, 2.364, 1.53607, 215
0.015, 2.509, 1.55946, 215
0.016, 2.746, 1.60919, 215
0.017, 2.969, 1.60625, 215
0.018, 3.348, 1.8732, 215
0.019, 3.522, 1.91977, 215
0.02, 3.876, 2.13743, 215
0.021, 4.096, 2.01017, 215
0.022, 4.41, 2.18721, 215
0.023, 4.731, 2.31358, 215
0.024, 5.08, 2.50671, 215
0.025, 5.365, 2.55025, 215
0.026, 5.794, 2.86733, 215
0.027, 5.967, 2.61876, 215
0.028, 6.348, 2.917, 215
0.029, 6.833, 3.15454, 215
0.03, 7.146, 3.23337, 215
0.031, 7.37, 3.34232, 215
0.032, 7.822, 3.22619, 215
0.033, 8.372, 3.84052, 215
0.034, 8.482, 3.64687, 215
0.035, 9.062, 4.51355, 215
0.036, 9.448, 4.15467, 215
0.037, 10.069, 4.23347, 215
0.038, 10.627, 5.54363, 215
0.039, 11.272, 5.1186, 215
0.04, 11.667, 5.32711, 215
0.041, 12.319, 5.70063, 215
0.042, 13.084, 6.46691, 215
0.043, 13.622, 6.13393, 215
0.044, 14.519, 7.83745, 215
0.045, 14.804, 7.39078, 215
0.046, 16.073, 8.20742, 215
0.047, 16.882, 9.62206, 215
0.048, 17.584, 10.5925, 215
0.049, 19.446, 12.4482, 215
0.05, 19.942, 11.3584, 215
0.051, 22.934, 45.4447, 215
0.052, 23.436, 37.2258, 215
0.053, 30.494, 72.5628, 215
0.054, 32.979, 87.5124, 215
0.055, 35.519, 86.715, 215
0.056, 43.211, 114.829, 215
0.057, 56.103, 147.815, 215
0.058, 56.371, 142.542, 215
0.059, 83.107, 200.805, 215
0.06, 89.454, 201.855, 215
0.061, 95.686, 207.592, 215
0.062, 130.153, 246.267, 215
0.063, 149.521, 269.074, 215
0.064, 187.836, 295.13, 215
0.065, 216.667, 312.215, 215
0.066, 240.319, 319.722, 215
0.067, 287.255, 332.658, 215
0.068, 322.632, 333.961, 215
0.069, 362.549, 328.847, 215
0.07, 389.281, 322.877, 215
0.071, 427.791, 306.633, 215
0.072, 444.4, 295.729, 215
0.073, 471.058, 267.523, 215
0.074, 508.06, 232.619, 215
0.075, 506.222, 212.154, 215
0.076, 503.704, 183.948, 215
0.077, 501.528, 166.62, 215
0.078, 482.302, 147.258, 215
0.079, 473.551, 122.52, 215
0.08, 457.412, 114.083, 215
0.081, 432.168, 95.1247, 215
0.082, 421.653, 89.8138, 215
0.083, 397.492, 79.9794, 215
0.084, 376.862, 77.0305, 215
0.085, 358.51, 66.9199, 215
0.086, 344.695, 66.9658, 215
0.087, 326.111, 62.4488, 215
0.088, 313.821, 60.322, 215
0.089, 297.445, 54.3705, 215
0.09, 283.82, 51.7036, 215
0.091, 271.372, 48.5625, 215
0.092, 258.943, 45.9655, 215
0.093, 248.39, 42.9161, 215
0.094, 241.638, 43.4182, 215
0.095, 229.656, 38.6942, 215
0.096, 220.266, 36.2955, 215
0.097, 210.346, 34.7279, 215
0.098, 204.373, 32.3333, 215
0.099, 199.299, 33.323, 215
0.1, 190.37, 30.6335, 215
0.101, 183.176, 29.441, 215
0.102, 178.265, 27.6548, 215
0.103, 174.157, 27.5673, 215
0.104, 166.585, 24.8027, 215
0.105, 162.19, 25.1668, 215
0.106, 156.127, 23.0535, 215
0.107, 151.837, 23.0935, 215
0.108, 147.389, 21.9142, 215
0.109, 144.205, 22.1293, 215
0.11, 139.855, 19.9486, 215
0.111, 135.533, 20.409, 215
0.112, 131.641, 19.0844, 215
0.113, 129.068, 18.8048, 215
0.114, 124.649, 18.4133, 215
0.115, 122.465, 17.8981, 215
0.116, 118.178, 16.9651, 215
0.117, 115.721, 16.349, 215
0.118, 113.519, 15.1415, 215
0.119, 110.37, 15.3126, 215
0.12, 108.554, 15.8483, 215
0.121, 105.403, 14.9732, 215
0.122, 102.746, 15.0577, 215
0.123, 101.156, 13.9932, 215
0.124, 98.682, 13.6781, 215
0.125, 96.878, 14.1112, 215
0.126, 94.454, 12.8964, 215
0.127, 93.042, 13.2584, 215
0.128, 90.728, 12.1742, 215
0.129, 88.654, 12.0678, 215
0.13, 87.758, 12.4442, 215
0.131, 85.109, 11.2364, 215
0.132, 83.538, 11.1437, 215
0.133, 82.234, 10.6322, 215
0.134, 80.445, 10.284, 215
0.135, 79.048, 11.0546, 215
0.136, 77.999, 10.8659, 215
0.137, 76.428, 10.0611, 215
0.138, 74.805, 9.76601, 215
0.139, 73.757, 9.9229, 215
0.14, 72.743, 9.48783, 215
0.141, 71.964, 9.88032, 215
0.142, 70.762, 9.71676, 215
0.143, 69.296, 9.07714, 215
0.144, 67.862, 8.89353, 215
0.145, 66.819, 8.82056, 215
0.146, 65.416, 8.55435, 215
0.147, 64.604, 8.1661, 215
0.148, 63.827, 8.01468, 215
0.149, 63.148, 8.19671, 215
0, 0, 0, 220
0.001, 0, 0, 220
0.002, 0.013, 0.157579, 220
0.003, 0.04, 0.261534, 220
0.004, 0.104, 0.46603, 220
0.005, 0.201, 0.616927, 220
0.006, 0.32, 0.769155, 220
0.007, 0.535, 0.945925, 220
0.008, 0.761, 1.1081, 220
0.009, 0.947, 1.1833, 220
0.01, 1.285, 1.28987, 220
0.011, 1.516, 1.38483, 220
0.012, 1.815, 1.44526, 220
0.013, 2.021, 1.3916, 220
0.014, 2.345, 1.57733, 220
0.015, 2.486, 1.45527, 220
0.016, 2.854, 1.75917, 220
0.017, 3, 1.772, 220
0.018, 3.411, 1.97081, 220
0.019, 3.617, 1.91893, 220
0.02, 3.956, 2.08424, 220
0.021, 4.08, 2.02228, 220
0.022, 4.451, 2.18714, 220
0.023, 4.699, 2.34529, 220
0.024, 5.139, 2.38405, 220
0.025, 5.475, 2.52495, 220
0.026, 5.743, 2.53711, 220
0.027, 6.074, 2.84438, 220
0.028, 6.426, 2.77858, 220
0.029, 6.864, 3.08148, 220
0.03, 7.016, 2.83544, 220
0.031, 7.547, 3.44584, 220
0.032, 8.039, 3.3576, 220
0.033, 8.404, 3.63906, 220
0.034, 8.616, 3.64397, 220
0.035, 9.233, 4.44508, 220
0.036, 9.701, 4.13299, 220
0.037, 10.44, 4.82, 220
0.038, 10.785, 4.65239, 220
0.039, 10.957, 4.86797, 220
0.04, 11.831, 5.13833, 220
0.041, 12.253, 5.532, 220
0.042, 12.931, 5.71456, 220
0.043, 13.789, 6.88712, 220
0.044, 14.051, 6.02647, 220
0.045, 15.466, 8.92227, 220
0.046, 16.073, 9.15858, 220
0.047, 17.036, 9.99053, 220
0.048, 18.789, 36.6943, 220
0.049, 20.1, 36.5984, 220
0.05, 22.341, 44.0775, 220
0.051, 24.57, 65.4358, 220
0.052, 26.218, 58.6844, 220
0.053, 32.105, 85.6185, 220
0.054, 33.454, 88.9706, 220
0.055, 41.245, 114.789, 220
0.056, 40.507, 100.868, 220
0.057, 61.205, 158.253, 220
0.058, 60.751, 152.892, 220
0.059, 78.525, 186.95, 220
0.06, 75.454, 173.471, 220
0.061, 115.708, 238.238, 220
0.062, 127.81, 250.465, 220
0.063, 151.144, 267.208, 220
0.064, 183.806, 289.367, 220
0.065, 192.408, 297.958, 220
0.066, 269.152, 338.716, 220
0.067, 285.964, 337.006, 220
0.068, 336.685, 344.686, 220
0.069, 373.62, 341.656, 220
0.07, 407.343, 322.6, 220
0.071, 451.204, 314.92, 220
0.072, 505.824, 282.408, 220
0.073, 504.247, 261.6, 220
0.074, 516.547, 238.488, 220
0.075, 519.06, 211.696, 220
0.076, 520.229, 178.238, 220
0.077, 509.374, 148.754, 220
0.078, 500.495, 133.575, 220
0.079, 488.068, 112.636, 220
0.08, 459.35, 103.564, 220
0.081, 439.999, 96.5704, 220
0.082, 417.273, 89.4599, 220
0.083, 396.629, 77.4606, 220
0.084, 377.119, 74.3531, 220
0.085, 364.086, 72.3483, 220
0.086, 340.386, 65.8094, 220
0.087, 327.764, 65.4817, 220
0.088, 312.951, 57.4587, 220
0.089, 295.903, 53.888, 220
0.09, 281.033, 51.0068, 220
0.091, 273.982, 51.258, 220
0.092, 256.717, 43.0528, 220
0.093, 251.188, 44.7328, 220
0.094, 238.066, 39.4862, 220
0.095, 230.053, 37.4442, 220
0.096, 220.881, 39.0049, 220
0.097, 213.026, 35.0929, 220
0.098, 206.369, 34.5223, 220
0.099, 197.496, 30.8042, 220
0.1, 190.185, 28.99, 220
0.101, 185.532, 28.8046, 220
0.102, 178.34, 29.3247, 220
0.103, 171.046, 25.4632, 220
0.104, 165.175, 25.4664, 220
0.105, 162.536, 24.5218, 220
0.106, 156.418, 23.3889, 220
0.107, 152.006, 22.472, 220
0.108, 148.293, 22.7862, 220
0.109, 142.864, 21.9383, 220
0.11, 139.559, 20.7348, 220
0.111, 135.295, 20.1438, 220
0.112, 132.145, 19.2847, 220
0.113, 128.586, 18.1052, 220
0.114, 125.377, 18.2823, 220
0.115, 122.356, 17.7979, 220
0.116, 118.43, 16.4725, 220
0.117, 115.723, 15.9961, 220
0.118, 113.123, 15.7799, 220
0.119, 109.878, 15.1902, 220
0.12, 107.257, 14.5877, 220
0.121, 105.99, 14.5351, 220
0.122, 103.816, 14.488, 220
0.123, 101.225, 14.4919, 220
0.124, 99.011, 13.1228, 220
0.125, 96.542, 13.2514, 220
0.126, 94.934, 13.1244, 220
0.127, 92.802, 13.2096, 220
0.128, 90.826, 12.1482, 220
0.129, 89.44, 12.4082, 220
0.13, 87.485, 11.7827, 220
0.131, 85.341, 11.2405, 220
0.132, 83.978, 10.7939, 220
0.133, 82.295, 11.4417, 220
0.134, 80.414, 10.6351, 220
0.135, 79.32, 10.7235, 220
0.136, 78.256, 10.6877, 220
0.137, 76.373, 10.0143, 220
0.138, 75.098, 9.92746, 220
0.139, 74.397, 10.4363, 220
0.14, 72.552, 9.18288, 220
0.141, 71.429, 9.31853, 220
0.142, 70.035, 8.97339, 220
0.143, 69.019, 8.96809, 220
0.144, 67.994, 9.0556, 220
0.145, 66.93, 8.71694, 220
0.146, 66.003, 8.29235, 220
0.147, 64.798, 8.21968, 220
0.148, 63.984, 8.06695, 220
0.149, 63.284, 8.31188, 220
0, 0, 0, 225
0.001, 0, 0, 225
0.002, 0.019, 0.186116, 225
0.003, 0.056, 0.329945, 225
0.004, 0.117, 0.4509, 225
0.005, 0.206, 0.612833, 225
0.006, 0.365, 0.811033, 225
0.007, 0.625, 1.0278, 225
0.008, 0.74, 1.07443, 225
0.009, 1.025, 1.23385, 225
0.01, 1.28, 1.22866, 225
0.011, 1.477, 1.28198, 225
0.012, 1.832, 1.35565, 225
0.013, 2.163, 1.52526, 225
0.014, 2.367, 1.40011, 225
0.015, 2.545, 1.44775, 225
0.016, 2.814, 1.58474, 225
0.017, 3.076, 1.79728, 225
0.018, 3.457, 1.84395, 225
0.019, 3.601, 1.85736, 225
0.02, 4.049, 2.19194, 225
0.021, 4.256, 2.08002, 225
0.022, 4.56, 2.15277, 225
0.023, 4.927, 2.2947, 225
0.024, 5.174, 2.61567, 225
0.025, 5.509, 2.61991, 225
0.026, 5.827, 2.48336, 225
0.027, 6.328, 2.96655, 225
0.028, 6.615, 2.98241, 225
0.029, 6.755, 2.84517, 225
0.03, 7.351, 3.24312, 225
0.031, 7.559, 3.37883, 225
0.032, 7.884, 3.33864, 225
0.033, 8.374, 3.64639, 225
0.034, 8.859, 4.0994, 225
0.035, 9.327, 3.77387, 225
0.036, 9.837, 3.95556, 225
0.037, 10.247, 4.46296, 225
0.038, 11.022, 4.90587, 225
0.039, 11.313, 5.01348, 225
0.04, 12.031, 6.01482, 225
0.041, 12.742, 6.19834, 225
0.042, 13.533, 7.02573, 225
0.043, 14.292, 7.35083, 225
0.044, 14.637, 7.21396, 225
0.045, 16.956, 40.2944, 225
0.046, 16.785, 9.50004, 225
0.047, 16.909, 9.17544, 225
0.048, 19.004, 13.0507, 225
0.049, 18.866, 12.1299, 225
0.05, 20.511, 11.1972, 225
0.051, 21.999, 33.4718, 225
0.052, 25.294, 46.4631, 225
0.053, 29.328, 72.3439, 225
0.054, 35.434, 97.9491, 225
0.055, 38.897, 110.99, 225
0.056, 42.665, 108.749, 225
0.057, 55.33, 145.981, 225
0.058, 52.339, 133.148, 225
0.059, 73.687, 180.713, 225
0.06, 101.761, 227.724, 225
0.061, 124.19, 254.263, 225
0.062, 144.703, 271.705, 225
0.063, 167.898, 288.529, 225
0.064, 192.887, 311.846, 225
0.065, 238.485, 332.399, 225
0.066, 276.061, 343.737, 225
0.067, 302.709, 348.978, 225
0.068, 351.452, 352.163, 225
0.069, 393.141, 346.039, 225
0.07, 457.094, 327.712, 225
0.071, 464.86, 314.983, 225
0.072, 514.832, 281.864, 225
0.073, 522.594, 255.976, 225
0.074, 547.653, 223.024, 225
0.075, 530.775, 210.12, 225
0.076, 535.401, 172.364, 225
0.077, 523.318, 148.469, 225
0.078, 505.204, 136.3, 225
0.079, 493.614, 122.164, 225
0.08, 464.417, 104.413, 225
0.081, 441.484, 98.9041, 225
0.082, 420.912, 83.833, 225
0.083, 400.037, 81.5923, 225
0.084, 384.238, 77.9238, 225
0.085, 363.718, 72.5096, 225
0.086, 342.715, 66.2151, 225
0.087, 329.698, 62.1947, 225
0.088, 310.868, 57.1117, 225
0.089, 297.163, 51.8658, 225
0.09, 281.631, 50.0143, 225
0.091, 272.009, 47.5372, 225
0.092, 257.916, 42.9123, 225
0.093, 249.078, 43.2118, 225
0.094, 238.227, 40.18, 225
0.095, 228.474, 38.7357, 225
0.096, 222.735, 36.483, 225
0.097, 213.244, 34.5979, 225
0.098, 204.558, 32.5313, 225
0.099, 198.13, 32.2276, 225
0.1, 192.541, 32.2694, 225
0.101, 184.553, 27.6852, 225
0.102, 179.552, 29.1705, 225
0.103, 172.446, 26.7285, 225
0.104, 168.437, 26.4919, 225
0.105, 161.741, 25.3177, 225
0.106, 157.415, 23.4387, 225
0.107, 153.177, 23.325, 225
0.108, 146.898, 21.5992, 225
0.109, 144.668, 21.521, 225
0.11, 138.972, 19.4683, 225
0.111, 136.342, 21.0145, 225
0.112, 131.767, 18.7666, 225
0.113, 129.276, 18.4029, 225
0.114, 125.436, 18.474, 225
0.115, 122.132, 17.7466, 225
0.116, 118.8, 16.7663, 225
0.117, 116.228, 16.285, 225
0.118, 112.57, 15.4686, 225
0.119, 111.462, 16.2942, 225
0.12, 108.504, 15.1642, 225
0.121, 105.213, 14.8595, 225
0.122, 103.201, 15.6065, 225
0.123, 100.661, 13.3122, 225
0.124, 99.009, 13.9374, 225
0.125, 97.093, 13.7241, 225
0.126, 95.156, 12.7367, 225
0.127, 92.951, 12.9247, 225
0.128, 91.278, 12.1168, 225
0.129, 88.782, 11.5285, 225
0.13, 87.653, 12.3303, 225
0.131, 85.421, 11.6706, 225
0.132, 83.889, 11.0921, 225
0.133, 82.291, 10.9187, 225
0.134, 80.933, 10.3093, 225
0.135, 79.182, 10.0671, 225
0.136, 78.089, 10.3035, 225
0.137, 76.715, 10.2199, 225
0.138, 75.614, 9.71303, 225
0.139, 74.031, 9.89798, 225
0.14, 72.442, 9.0007, 225
0.141, 71.531, 8.9574, 225
0.142, 70.634, 9.4842, 225
0.143, 69.263, 8.73452, 225
0.144, 68.074, 9.17663, 225
0.145, 67.25, 8.78109, 225
0.146, 65.851, 8.7082, 225
0.147, 65.038, 8.46467, 225
0.148, 63.975, 8.4359, 225
0.149, 63.105, 8.0389, 225
0, 0, 0, 230
0.001, 0, 0, 230
0.002, 0.012, 0.147838, 230
0.003, 0.048, 0.292739, 230
0.004, 0.103, 0.424725, 230
0.005, 0.229, 0.65617, 230
0.006, 0.376, 0.83464, 230
0.007, 0.574, 0.986166, 230
0.008, 0.758, 1.13201, 230
0.009, 1.006, 1.15843, 230
0.01, 1.307, 1.35009, 230
0.011, 1.552, 1.30127, 230
0.012, 1.871, 1.40156, 230
0.013, 2.176, 1.45637, 230
0.014, 2.43, 1.55342, 230
0.015, 2.697, 1.58467, 230
0.016, 2.899, 1.67714, 230
0.017, 3.168, 1.73083, 230
0.018, 3.499, 1.88467, 230
0.019, 3.703, 2.05883, 230
0.02, 4.027, 1.91318, 230
0.021, 4.438, 2.21814, 230
0.022, 4.582, 2.15483, 230
0.023, 5.085, 2.28818, 230
0.024, 5.23, 2.41849, 230
0.025, 5.735, 2.58781, 230
0.026, 5.916, 2.50618, 230
0.027, 6.165, 2.67465, 230
0.028, 6.55, 2.711, 230
0.029, 6.953, 3.03954, 230
0.03, 7.58, 3.62569, 230
0.031, 7.721, 3.1958, 230
0.032, 8.307, 3.72944, 230
0.033, 8.562, 3.59752, 230
