This function calculates N(6, 3, p).

Parameters: #simulations = 1000.
p from 0 to 0.15 step 0.001.

p, N(p), SD, size.
0.119, 112.525, 13.6189, 305
0.12, 110.686, 14.5498, 305
0.121, 107.077, 13.996, 305
0.122, 105.566, 13.2858, 305
0.123, 103.682, 13.2137, 305
0.124, 100.368, 12.1618, 305
0.125, 99.302, 12.5684, 305
0.126, 96.337, 11.8029, 305
0.127, 94.626, 12.0276, 305
0.128, 93.175, 11.2518, 305
0.129, 90.623, 11.5498, 305
0.13, 88.657, 10.9321, 305
0.131, 87.106, 10.1918, 305
0.132, 85.412, 10.1301, 305
0.133, 84.033, 9.96102, 305
0.134, 82.098, 9.69094, 305
0.135, 80.997, 10.1486, 305
0.136, 79.519, 9.72942, 305
0.137, 78.561, 9.39991, 305
0.138, 76.722, 9.13141, 305
0.139, 75.535, 9.45329, 305
0.14, 73.943, 8.98375, 305
0.141, 72.838, 8.96079, 305
0.142, 71.606, 8.56602, 305
0.143, 70.717, 8.85443, 305
0.144, 69.145, 8.17374, 305
0.145, 68.227, 8.4995, 305
0.146, 67.178, 8.03581, 305
0.147, 66.122, 8.071, 305
0.148, 65.44, 7.61435, 305
0.149, 64.731, 7.87456, 305
0, 0, 0, 310
0.001, 0.005, 0.0947365, 310
0.002, 0.022, 0.198786, 310
0.003, 0.095, 0.421871, 310
0.004, 0.178, 0.548011, 310
0.005, 0.409, 0.81469, 310
0.006, 0.639, 1.02698, 310
0.007, 0.827, 1.05597, 310
0.008, 1.203, 1.19824, 310
0.009, 1.543, 1.22725, 310
0.01, 1.749, 1.13842, 310
0.011, 2.159, 1.31671, 310
0.012, 2.455, 1.34535, 310
0.013, 2.764, 1.51404, 310
0.014, 2.973, 1.5615, 310
0.015, 3.271, 1.63571, 310
0.016, 3.596, 1.84683, 310
0.017, 3.906, 1.89978, 310
0.018, 4.128, 1.97272, 310
0.019, 4.548, 2.00092, 310
0.02, 4.968, 2.09117, 310
0.021, 5.314, 2.27627, 310
0.022, 5.646, 2.87414, 310
0.023, 5.925, 2.64034, 310
0.024, 6.193, 2.29036, 310
0.025, 6.774, 2.88148, 310
0.026, 7.087, 2.83115, 310
0.027, 7.543, 2.91241, 310
0.028, 8.132, 3.26138, 310
0.029, 8.175, 3.0978, 310
0.03, 8.832, 3.63673, 310
0.031, 9.101, 3.53734, 310
0.032, 9.733, 3.86209, 310
0.033, 10.025, 4.04059, 310
0.034, 11.12, 5.18301, 310
0.035, 11.494, 4.44904, 310
0.036, 11.844, 5.08327, 310
0.037, 12.449, 5.0376, 310
0.038, 13.299, 7.6966, 310
0.039, 13.644, 5.57739, 310
0.04, 15.026, 7.79957, 310
0.041, 14.937, 6.45159, 310
0.042, 16.046, 6.60575, 310
0.043, 16.738, 7.5584, 310
0.044, 17.782, 8.32265, 310
0.045, 20.293, 47.5741, 310
0.046, 20.317, 10.5877, 310
0.047, 21.669, 11.6243, 310
0.048, 26.962, 83.1768, 310
0.049, 27.472, 72.5652, 310
0.05, 32.724, 95.0498, 310
0.051, 32.326, 81.3508, 310
0.052, 37.074, 101.415, 310
0.053, 51.213, 160.181, 310
0.054, 56.358, 176.91, 310
0.055, 56.936, 166.04, 310
0.056, 79.02, 220.432, 310
0.057, 113.914, 283.465, 310
0.058, 125.809, 305.041, 310
0.059, 180.547, 371.214, 310
0.06, 214.458, 398.716, 310
0.061, 266.174, 435.791, 310
0.062, 292.034, 446.717, 310
0.063, 357.907, 480.172, 310
0.064, 406.305, 482.834, 310
0.065, 473.525, 494.546, 310
0.066, 539.858, 484.276, 310
0.067, 601.914, 464.96, 310
0.068, 662.818, 430.616, 310
0.069, 711.9, 384.599, 310
0.07, 729.892, 336.456, 310
0.071, 743.254, 298.522, 310
0.072, 733.239, 263.692, 310
0.073, 718.385, 218.174, 310
0.074, 691, 182.55, 310
0.075, 662.927, 163.654, 310
0.076, 631.591, 138.568, 310
0.077, 589.875, 119.605, 310
0.078, 552.838, 116.974, 310
0.079, 521.305, 106.375, 310
0.08, 489.994, 92.7846, 310
0.081, 464.554, 88.746, 310
0.082, 436.409, 79.9645, 310
0.083, 414.32, 78.9899, 310
0.084, 392.439, 71.5215, 310
0.085, 369.788, 63.6408, 310
0.086, 353.16, 61.7001, 310
0.087, 334.073, 58.5217, 310
0.088, 320.586, 56.0017, 310
0.089, 303.629, 51.264, 310
0.09, 290.029, 47.8344, 310
0.091, 277.635, 44.881, 310
0.092, 266.922, 42.0356, 310
0.093, 256.266, 41.3286, 310
0.094, 245.158, 37.157, 310
0.095, 236.229, 35.6082, 310
0.096, 227.396, 34.5009, 310
0.097, 217.008, 33.7057, 310
0.098, 211.245, 31.2895, 310
0.099, 204.462, 30.6119, 310
0.1, 194.728, 28.5175, 310
0.101, 189.244, 27.4197, 310
0.102, 182.023, 25.5741, 310
0.103, 176.287, 24.8119, 310
0.104, 170.75, 23.6349, 310
0.105, 165.222, 23.3002, 310
0.106, 160.863, 22.5457, 310
0.107, 157.63, 21.5923, 310
0.108, 150.878, 20.4522, 310
0.109, 146.341, 19.9221, 310
0.11, 142.912, 20.3927, 310
0.111, 138.283, 18.9464, 310
0.112, 135.976, 17.9436, 310
0.113, 130.927, 17.9923, 310
0.114, 128.814, 16.3487, 310
0.115, 124.087, 15.9715, 310
0.116, 121.87, 16.199, 310
0.117, 117.832, 14.5971, 310
0.118, 115.492, 14.5104, 310
0.119, 112.45, 14.2556, 310
0.12, 110.116, 13.7042, 310
0.121, 108.189, 13.9726, 310
0.122, 104.893, 13.1668, 310
0.123, 102.817, 12.7351, 310
0.124, 100.98, 12.4835, 310
0.125, 99.063, 12.3032, 310
0.126, 97.036, 11.9172, 310
0.127, 94.232, 12.0262, 310
0.128, 92.655, 11.6045, 310
0.129, 90.872, 11.1973, 310
0.13, 89.098, 10.9609, 310
0.131, 87.215, 10.4782, 310
0.132, 85.573, 10.4468, 310
0.133, 84.397, 10.2489, 310
0.134, 82.748, 10.4551, 310
0.135, 80.727, 9.70796, 310
0.136, 79.788, 10.026, 310
0.137, 78.215, 9.0352, 310
0.138, 77.584, 9.47591, 310
0.139, 75.776, 9.34344, 310
0.14, 74.448, 9.29942, 310
0.141, 72.745, 8.21803, 310
0.142, 72.008, 8.51903, 310
0.143, 70.637, 8.1919, 310
0.144, 69.379, 8.06172, 310
0.145, 68.37, 8.28451, 310
0.146, 67.196, 7.94088, 310
0.147, 66.607, 8.22694, 310
0.148, 65.237, 7.81274, 310
0.149, 64.429, 7.47121, 310
0, 0, 0, 315
0.001, 0.002, 0.0632139, 315
0.002, 0.016, 0.172464, 315
0.003, 0.084, 0.403663, 315
0.004, 0.195, 0.575304, 315
0.005, 0.378, 0.791907, 315
0.006, 0.67, 1.01445, 315
0.007, 0.918, 1.16158, 315
0.008, 1.252, 1.25479, 315
0.009, 1.539, 1.26352, 315
0.01, 1.914, 1.34037, 315
0.011, 2.192, 1.32028, 315
0.012, 2.421, 1.36812, 315
0.013, 2.637, 1.33463, 315
0.014, 3.014, 1.5575, 315
0.015, 3.308, 1.66106, 315
0.016, 3.656, 1.79044, 315
0.017, 3.824, 1.74958, 315
0.018, 4.354, 1.9826, 315
0.019, 4.709, 2.11479, 315
0.02, 5.016, 2.11607, 315
0.021, 5.475, 2.35146, 315
0.022, 5.682, 2.18652, 315
0.023, 5.992, 2.82877, 315
0.024, 6.407, 2.62056, 315
0.025, 6.864, 3.02647, 315
0.026, 7.143, 2.72847, 315
0.027, 7.534, 3.0898, 315
0.028, 7.876, 3.02962, 315
0.029, 8.307, 3.09496, 315
0.03, 8.897, 3.63241, 315
0.031, 9.374, 3.71297, 315
0.032, 9.715, 3.76587, 315
0.033, 10.508, 4.75478, 315
0.034, 10.915, 4.33079, 315
0.035, 11.352, 4.62127, 315
0.036, 12.249, 4.90887, 315
0.037, 12.793, 5.97161, 315
0.038, 13.451, 5.62633, 315
0.039, 13.865, 5.78626, 315
0.04, 14.524, 5.64884, 315
0.041, 15.637, 7.82453, 315
0.042, 16.348, 7.08723, 315
0.043, 17.473, 9.2428, 315
0.044, 18.099, 8.38923, 315
0.045, 19.644, 10.83, 315
0.046, 21.671, 38.5442, 315
0.047, 21.307, 10.4545, 315
0.048, 23.169, 12.5312, 315
0.049, 26.457, 43.9604, 315
0.05, 29.789, 73.735, 315
0.051, 30.286, 55.9463, 315
0.052, 43.736, 136.046, 315
0.053, 51.553, 162.952, 315
0.054, 53.881, 160.797, 315
0.055, 68.157, 199.35, 315
0.056, 90.341, 252.267, 315
0.057, 106.985, 279.707, 315
0.058, 137.331, 320.694, 315
0.059, 161.399, 352.582, 315
0.06, 201.191, 385.808, 315
0.061, 251.219, 427.872, 315
0.062, 328.622, 471.239, 315
0.063, 377.868, 491.717, 315
0.064, 438.197, 501.665, 315
0.065, 506.873, 505.591, 315
0.066, 597.445, 485.699, 315
0.067, 645.057, 469.107, 315
0.068, 677.648, 433.977, 315
0.069, 732.85, 382.44, 315
0.07, 745.362, 338.586, 315
0.071, 757.639, 285.164, 315
0.072, 758.019, 246.375, 315
0.073, 734.927, 191.909, 315
0.074, 694.399, 178.389, 315
0.075, 664.356, 145.385, 315
0.076, 628.309, 144.196, 315
0.077, 595.915, 128.027, 315
0.078, 554.768, 116.857, 315
0.079, 521.653, 102.061, 315
0.08, 491.126, 98.5547, 315
0.081, 464.387, 90.4563, 315
0.082, 434.898, 80.6442, 315
0.083, 412.583, 75.2619, 315
0.084, 391.597, 71.7674, 315
0.085, 371.748, 64.7012, 315
0.086, 352.244, 61.1569, 315
0.087, 335.328, 57.3446, 315
0.088, 319.222, 55.3732, 315
0.089, 304.731, 49.0817, 315
0.09, 293.187, 46.5716, 315
0.091, 278.799, 42.4817, 315
0.092, 265.458, 42.0761, 315
0.093, 256.148, 40.9532, 315
0.094, 245.774, 38.2176, 315
0.095, 236.294, 37.3725, 315
0.096, 225.645, 33.0117, 315
0.097, 220.615, 35.5867, 315
0.098, 210.098, 31.6165, 315
0.099, 203.069, 29.2919, 315
0.1, 194.641, 28.0401, 315
0.101, 189.992, 27.7755, 315
0.102, 181.837, 26.045, 315
0.103, 176.885, 26.188, 315
0.104, 170.854, 24.3582, 315
0.105, 167.086, 24.3048, 315
0.106, 159.193, 21.4656, 315
0.107, 155.528, 21.3208, 315
0.108, 151.353, 20.2605, 315
0.109, 147.282, 19.948, 315
0.11, 142.034, 18.3496, 315
0.111, 139.617, 18.6187, 315
0.112, 135.657, 18.6288, 315
0.113, 129.967, 16.6979, 315
0.114, 128.831, 17.6742, 315
0.115, 125.236, 17.0249, 315
0.116, 121.55, 15.5786, 315
0.117, 119.043, 15.6581, 315
0.118, 115.278, 14.9044, 315
0.119, 112.353, 13.9302, 315
0.12, 110.203, 14.1275, 315
0.121, 107.691, 13.2141, 315
0.122, 105.037, 13.6637, 315
0.123, 103.322, 13.0918, 315
0.124, 100.725, 12.7427, 315
0.125, 98.817, 12.0575, 315
0.126, 96.909, 12.0691, 315
0.127, 94.425, 11.5249, 315
0.128, 92.828, 11.4309, 315
0.129, 91.311, 11.0568, 315
0.13, 88.668, 10.5791, 315
0.131, 87.195, 10.5948, 315
0.132, 85.058, 10.0629, 315
0.133, 83.778, 10.3279, 315
0.134, 82.499, 9.88281, 315
0.135, 80.911, 9.39506, 315
0.136, 79.55, 9.94623, 315
0.137, 78.106, 9.18721, 315
0.138, 76.768, 9.10396, 315
0.139, 75.533, 9.00038, 315
0.14, 74.226, 9.13394, 315
0.141, 72.999, 8.23329, 315
0.142, 72.131, 9.25872, 315
0.143, 71.174, 8.74961, 315
0.144, 69.675, 8.07486, 315
0.145, 68.561, 8.38977, 315
0.146, 67.15, 7.86915, 315
0.147, 66.372, 8.0192, 315
0.148, 65.634, 7.54785, 315
0.149, 64.416, 7.62712, 315
0, 0, 0, 320
0.001, 0.005, 0.0947365, 320
0.002, 0.026, 0.23092, 320
0.003, 0.092, 0.409312, 320
0.004, 0.202, 0.595983, 320
0.005, 0.406, 0.866697, 320
0.006, 0.688, 0.978088, 320
0.007, 0.899, 1.10851, 320
0.008, 1.347, 1.24201, 320
0.009, 1.577, 1.2174, 320
0.01, 1.966, 1.31181, 320
0.011, 2.25, 1.43858, 320
0.012, 2.489, 1.36524, 320
0.013, 2.85, 1.59609, 320
0.014, 3.102, 1.61295, 320
0.015, 3.466, 1.74953, 320
0.016, 3.675, 1.75253, 320
0.017, 4.147, 2.01777, 320
0.018, 4.349, 2.0033, 320
0.019, 4.706, 2.19125, 320
0.02, 5.054, 2.06085, 320
0.021, 5.465, 2.28008, 320
0.022, 5.762, 2.52336, 320
0.023, 6.059, 2.38191, 320
0.024, 6.469, 2.59905, 320
0.025, 6.746, 2.50309, 320
0.026, 7.298, 2.75703, 320
0.027, 7.599, 3.02295, 320
0.028, 7.882, 2.86567, 320
0.029, 8.43, 3.20236, 320
0.03, 8.876, 3.45552, 320
0.031, 9.429, 3.80696, 320
0.032, 10.014, 3.97011, 320
0.033, 10.587, 4.40686, 320
0.034, 10.953, 4.55464, 320
0.035, 11.585, 4.65905, 320
0.036, 12.23, 5.15898, 320
0.037, 12.642, 5.01935, 320
0.038, 13.255, 5.19653, 320
0.039, 14.318, 7.78594, 320
0.04, 15.372, 8.10997, 320
0.041, 15.524, 6.29011, 320
0.042, 16.306, 6.97512, 320
0.043, 16.945, 7.6264, 320
0.044, 18.571, 8.45381, 320
0.045, 19.315, 9.35862, 320
0.046, 20.106, 10.2321, 320
0.047, 21.948, 19.3279, 320
0.048, 24.055, 15.9247, 320
0.049, 25.812, 47.311, 320
0.05, 29.98, 78.86, 320
0.051, 33.181, 82.6418, 320
0.052, 42.522, 132.431, 320
0.053, 52.331, 162.784, 320
0.054, 63.715, 193.762, 320
0.055, 73.419, 218.154, 320
0.056, 81.513, 234.049, 320
0.057, 120.967, 304.484, 320
0.058, 133.269, 327.298, 320
0.059, 184.453, 379.558, 320
0.06, 210.774, 398.403, 320
0.061, 262.382, 445.393, 320
0.062, 341.173, 488.107, 320
0.063, 370.152, 491.78, 320
0.064, 466.635, 515.33, 320
0.065, 534.702, 514.078, 320
0.066, 590.496, 500.822, 320
0.067, 665.322, 470.573, 320
0.068, 705.562, 434.76, 320
0.069, 726.017, 389.395, 320
0.07, 764.675, 337.834, 320
0.071, 782.188, 288.844, 320
0.072, 765.842, 236.999, 320
0.073, 726.816, 207.506, 320
0.074, 716.085, 179.258, 320
0.075, 672.152, 150.791, 320
0.076, 632.614, 137.576, 320
0.077, 593.166, 126.076, 320
0.078, 552.251, 110.746, 320
0.079, 526.334, 102.042, 320
0.08, 491.578, 97.2755, 320
0.081, 470.146, 89.2154, 320
0.082, 436.064, 82.311, 320
0.083, 417.904, 76.1128, 320
0.084, 392.116, 70.0607, 320
0.085, 372.344, 64.5509, 320
0.086, 355.404, 62.1977, 320
0.087, 337.561, 55.2031, 320
0.088, 318.199, 53.468, 320
0.089, 305.605, 51.0507, 320
0.09, 293.285, 47.7134, 320
0.091, 281.591, 47.3592, 320
0.092, 265.669, 40.5099, 320
0.093, 255.118, 38.3993, 320
0.094, 245.397, 38.7509, 320
0.095, 235.542, 36.0491, 320
0.096, 227.007, 33.5564, 320
0.097, 216.897, 31.5592, 320
0.098, 209.495, 31.1814, 320
0.099, 202.987, 29.5993, 320
0.1, 195.118, 27.4105, 320
0.101, 188.909, 28.0592, 320
0.102, 181.441, 25.3194, 320
0.103, 176.765, 26.0747, 320
0.104, 169.98, 23.2267, 320
0.105, 164.865, 22.7806, 320
0.106, 160.263, 22.1089, 320
0.107, 155.14, 20.067, 320
0.108, 151.172, 20.394, 320
0.109, 147.097, 19.5786, 320
0.11, 142.46, 19.1429, 320
0.111, 138.445, 17.514, 320
0.112, 134.437, 17.7477, 320
0.113, 130.288, 17.3487, 320
0.114, 128.643, 17.4736, 320
0.115, 125.608, 16.664, 320
0.116, 121.268, 15.4908, 320
0.117, 118.217, 14.4787, 320
0.118, 115.818, 15.2337, 320
0.119, 113.566, 14.4112, 320
0.12, 110.325, 13.7687, 320
0.121, 108.581, 14.0971, 320
0.122, 105.406, 13.2016, 320
0.123, 102.969, 12.9572, 320
0.124, 101.154, 12.7192, 320
0.125, 99.109, 12.3277, 320
0.126, 96.735, 12.1363, 320
0.127, 95.365, 11.1975, 320
0.128, 92.993, 11.8299, 320
0.129, 91.195, 11.1354, 320
0.13, 89.651, 11.4876, 320
0.131, 88.05, 10.8197, 320
0.132, 85.818, 10.0665, 320
0.133, 84.041, 10.0555, 320
0.134, 82.767, 10.1529, 320
0.135, 81.444, 10.4185, 320
0.136, 79.525, 9.02083, 320
0.137, 78.008, 9.01121, 320
0.138, 77.12, 9.20128, 320
0.139, 75.762, 9.2642, 320
0.14, 74.411, 8.66845, 320
0.141, 72.82, 8.16319, 320
0.142, 72.102, 8.35114, 320
0.143, 70.769, 8.42233, 320
0.144, 69.555, 8.31029, 320
0.145, 68.278, 7.85804, 320
0.146, 67.416, 7.60348, 320
0.147, 66.566, 7.73186, 320
0.148, 65.21, 7.60026, 320
0.149, 64.499, 7.33894, 320
0, 0, 0, 325
0.001, 0.005, 0.0947365, 325
0.002, 0.028, 0.22631, 325
0.003, 0.098, 0.43863, 325
0.004, 0.205, 0.597474, 325
0.005, 0.447, 0.89955, 325
0.006, 0.649, 1.0468, 325
0.007, 0.948, 1.15814, 325
0.008, 1.39, 1.32133, 325
0.009, 1.649, 1.30683, 325
0.01, 1.905, 1.28685, 325
0.011, 2.168, 1.32279, 325
0.012, 2.542, 1.40223, 325
0.013, 2.91, 1.52902, 325
0.014, 3.102, 1.54777, 325
0.015, 3.437, 1.80223, 325
0.016, 3.719, 1.67512, 325
0.017, 4.031, 1.87404, 325
0.018, 4.295, 1.87136, 325
0.019, 4.716, 1.97619, 325
0.02, 5.172, 2.14672, 325
0.021, 5.402, 2.35423, 325
0.022, 5.876, 2.2169, 325
0.023, 6.26, 2.67477, 325
0.024, 6.566, 2.63432, 325
0.025, 6.729, 2.60913, 325
0.026, 7.198, 2.7851, 325
0.027, 7.706, 3.0278, 325
0.028, 7.969, 3.07149, 325
0.029, 8.519, 3.57626, 325
0.03, 8.934, 3.51392, 325
0.031, 9.447, 3.92596, 325
0.032, 10.201, 4.10909, 325
0.033, 10.54, 4.18717, 325
0.034, 11.102, 4.34046, 325
0.035, 11.931, 4.85142, 325
0.036, 12.31, 5.07325, 325
0.037, 12.999, 5.36889, 325
0.038, 13.569, 5.21893, 325
0.039, 14.055, 5.59178, 325
0.04, 14.8, 6.57739, 325
0.041, 15.854, 6.96166, 325
0.042, 16.346, 7.2918, 325
0.043, 17.938, 8.99823, 325
0.044, 18.81, 8.76595, 325
0.045, 19.728, 8.99, 325
0.046, 20.114, 9.94781, 325
0.047, 21.942, 13.8858, 325
0.048, 26.114, 63.0187, 325
0.049, 25.919, 38.4739, 325
0.05, 28.204, 47.6983, 325
0.051, 37.85, 120.773, 325
0.052, 41.254, 120.521, 325
0.053, 45.935, 132.305, 325
0.054, 60.901, 179.849, 325
0.055, 74.022, 218.818, 325
0.056, 99.129, 268.935, 325
0.057, 112.116, 286.219, 325
0.058, 153.602, 348.504, 325
0.059, 180.193, 371.668, 325
0.06, 236.736, 431.7, 325
0.061, 261.088, 440.352, 325
0.062, 348.059, 493.642, 325
0.063, 415.205, 516.086, 325
0.064, 459.833, 511.795, 325
0.065, 581.59, 520.657, 325
0.066, 622.651, 506.778, 325
0.067, 664.835, 479.483, 325
0.068, 721.913, 443.38, 325
0.069, 756.494, 388.155, 325
0.07, 799.466, 324.413, 325
0.071, 778.513, 285.112, 325
0.072, 771.575, 248.008, 325
0.073, 734.123, 206.568, 325
0.074, 710.641, 172.378, 325
0.075, 684.555, 150.744, 325
0.076, 629.284, 128.534, 325
0.077, 593.172, 125.448, 325
0.078, 554.327, 110.375, 325
0.079, 522.646, 101.57, 325
0.08, 498.72, 98.0191, 325
0.081, 467.224, 87.6077, 325
0.082, 445.406, 85.5468, 325
0.083, 411.778, 76.8461, 325
0.084, 392.383, 70.4404, 325
0.085, 370.102, 64.0982, 325
0.086, 355.214, 60.8865, 325
0.087, 337.312, 57.0438, 325
0.088, 322.883, 55.2781, 325
0.089, 307.415, 48.4197, 325
0.09, 291.782, 45.1653, 325
0.091, 280.526, 44.2098, 325
0.092, 267.591, 40.3652, 325
0.093, 257.93, 39.4968, 325
0.094, 245.425, 36.6657, 325
0.095, 236.112, 35.5485, 325
0.096, 229.519, 36.2551, 325
0.097, 217.794, 32.6335, 325
0.098, 209.748, 29.5533, 325
0.099, 202.112, 29.315, 325
0.1, 195.049, 27.9947, 325
0.101, 189.393, 26.4058, 325
0.102, 183.306, 26.2096, 325
0.103, 176.537, 25.5336, 325
0.104, 171.271, 23.4718, 325
0.105, 166.533, 23.4721, 325
0.106, 160.493, 21.5433, 325
0.107, 155.874, 21.3387, 325
0.108, 150.878, 19.6365, 325
0.109, 147.514, 20.3885, 325
0.11, 143.257, 18.9223, 325
0.111, 138.803, 18.406, 325
0.112, 134.678, 16.7542, 325
0.113, 131.756, 17.2643, 325
0.114, 127.132, 16.1198, 325
0.115, 124.97, 15.6075, 325
0.116, 122.26, 15.9093, 325
0.117, 119.407, 16.4953, 325
0.118, 115.657, 14.2074, 325
0.119, 113.199, 14.386, 325
0.12, 110.973, 14.493, 325
0.121, 108.577, 13.5707, 325
0.122, 106.273, 13.6733, 325
0.123, 102.964, 12.5059, 325
0.124, 101.411, 12.7653, 325
0.125, 98.499, 12.3227, 325
0.126, 96.861, 12.5614, 325
0.127, 94.749, 11.091, 325
0.128, 92.688, 11.7349, 325
0.129, 90.373, 10.8777, 325
0.13, 89.616, 11.0334, 325
0.131, 88.076, 10.8039, 325
0.132, 85.583, 9.84191, 325
0.133, 83.839, 10.5304, 325
0.134, 82.659, 10.0799, 325
0.135, 80.869, 9.16307, 325
0.136, 79.707, 9.71469, 325
0.137, 78.391, 9.39916, 325
0.138, 77.066, 8.78963, 325
0.139, 75.576, 8.74232, 325
0.14, 74.392, 8.66293, 325
0.141, 73.356, 8.62492, 325
0.142, 72.217, 8.94896, 325
0.143, 70.682, 8.50452, 325
0.144, 69.702, 8.32485, 325
0.145, 68.585, 8.66041, 325
0.146, 67.681, 7.74011, 325
0.147, 67.068, 7.96325, 325
0.148, 65.284, 8.04297, 325
0.149, 64.668, 8.02819, 325
0, 0, 0, 330
0.001, 0.001, 0.031607, 330
0.002, 0.02, 0.18868, 330
0.003, 0.087, 0.399288, 330
0.004, 0.187, 0.549573, 330
0.005, 0.413, 0.828511, 330
0.006, 0.723, 1.00711, 330
0.007, 0.928, 1.0549, 330
0.008, 1.369, 1.25811, 330
0.009, 1.649, 1.22139, 330
0.01, 2.001, 1.30192, 330
0.011, 2.246, 1.24398, 330
0.012, 2.479, 1.26632, 330
0.013, 2.808, 1.58276, 330
0.014, 3.021, 1.48747, 330
0.015, 3.492, 1.82097, 330
0.016, 3.792, 1.75406, 330
0.017, 4.09, 1.87187, 330
0.018, 4.477, 2.01432, 330
0.019, 4.801, 2.08072, 330
0.02, 5.104, 2.15155, 330
0.021, 5.525, 2.27582, 330
0.022, 5.936, 2.4625, 330
0.023, 6.179, 2.64253, 330
0.024, 6.668, 2.57212, 330
0.025, 6.994, 2.85971, 330
0.026, 7.463, 3.07874, 330
0.027, 7.843, 3.15695, 330
0.028, 8.068, 3.35967, 330
0.029, 8.609, 3.25548, 330
0.03, 9.058, 3.53478, 330
0.031, 9.537, 4.08003, 330
