This function calculates N(6, 3, p).

Parameters: #simulations = 1000.
p from 0 to 0.15 step 0.001.

p, N(p), SD, size.
0.032, 9.921, 3.77634, 330
0.033, 10.666, 4.67701, 330
0.034, 11.259, 4.53651, 330
0.035, 11.951, 5.16455, 330
0.036, 12.286, 4.82122, 330
0.037, 12.87, 5.20395, 330
0.038, 13.913, 6.25775, 330
0.039, 14.357, 6.2544, 330
0.04, 15.2, 7.85837, 330
0.041, 16.107, 7.38915, 330
0.042, 17.117, 8.02118, 330
0.043, 17.764, 7.659, 330
0.044, 18.31, 7.45412, 330
0.045, 19.528, 9.3875, 330
0.046, 21.412, 12.4089, 330
0.047, 21.96, 12.1277, 330
0.048, 25.66, 41.5623, 330
0.049, 28.608, 68.579, 330
0.05, 26.447, 13.6448, 330
0.051, 33.888, 97.2973, 330
0.052, 48.631, 165.819, 330
0.053, 45.846, 129.537, 330
0.054, 61.133, 183.672, 330
0.055, 78.732, 232.985, 330
0.056, 100.904, 278.372, 330
0.057, 113.5, 292.405, 330
0.058, 138.45, 330.641, 330
0.059, 193.836, 400.492, 330
0.06, 226.238, 420.934, 330
0.061, 282.371, 466.817, 330
0.062, 349.645, 501.686, 330
0.063, 420.082, 521.537, 330
0.064, 482.642, 525.016, 330
0.065, 553.842, 527.701, 330
0.066, 613.41, 515.057, 330
0.067, 717.428, 472.528, 330
0.068, 757.136, 441.695, 330
0.069, 786.025, 372.374, 330
0.07, 790.175, 336.855, 330
0.071, 797.931, 270.583, 330
0.072, 776.63, 240.013, 330
0.073, 747.2, 212.903, 330
0.074, 720.631, 181.184, 330
0.075, 674.766, 156.434, 330
0.076, 635.159, 139.81, 330
0.077, 598.648, 121.436, 330
0.078, 560.067, 113.289, 330
0.079, 525.072, 101.785, 330
0.08, 489.888, 96.3661, 330
0.081, 462.19, 81.8067, 330
0.082, 441.771, 81.8456, 330
0.083, 415.603, 75.04, 330
0.084, 395.735, 72.2014, 330
0.085, 374.72, 65.7266, 330
0.086, 355.894, 60.6543, 330
0.087, 336.232, 56.4301, 330
0.088, 323.67, 54.4744, 330
0.089, 307.273, 50.18, 330
0.09, 293.081, 47.0534, 330
0.091, 280.752, 44.7065, 330
0.092, 266.788, 41.6971, 330
0.093, 259.002, 40.6678, 330
0.094, 244.667, 37.1887, 330
0.095, 235.311, 35.4214, 330
0.096, 228.276, 33.6038, 330
0.097, 219.281, 32.6477, 330
0.098, 209.519, 30.7843, 330
0.099, 202.813, 30.1571, 330
0.1, 195.791, 28.3592, 330
0.101, 189.049, 26.2489, 330
0.102, 183.124, 25.2731, 330
0.103, 176.699, 23.0022, 330
0.104, 171.808, 24.0538, 330
0.105, 165.606, 22.3165, 330
0.106, 161.856, 23.061, 330
0.107, 155.899, 21.0868, 330
0.108, 151.267, 20.1324, 330
0.109, 147.274, 19.792, 330
0.11, 142.286, 19.1624, 330
0.111, 139.496, 18.6053, 330
0.112, 135.939, 17.7893, 330
0.113, 132.367, 16.7326, 330
0.114, 127.82, 16.3538, 330
0.115, 124.723, 15.6283, 330
0.116, 121.458, 15.6611, 330
0.117, 118.595, 15.2318, 330
0.118, 116.101, 14.8638, 330
0.119, 113.861, 15.0158, 330
0.12, 110.834, 13.6665, 330
0.121, 108.081, 12.9006, 330
0.122, 105.243, 12.8591, 330
0.123, 103.895, 13.5257, 330
0.124, 101.686, 12.0897, 330
0.125, 99.162, 12.0258, 330
0.126, 96.959, 11.6772, 330
0.127, 94.984, 11.5693, 330
0.128, 92.738, 10.7453, 330
0.129, 91.037, 10.7439, 330
0.13, 89.225, 10.76, 330
0.131, 87.145, 10.2998, 330
0.132, 85.902, 10.6287, 330
0.133, 84.472, 10.2689, 330
0.134, 82.038, 9.94488, 330
0.135, 81.424, 9.87938, 330
0.136, 79.716, 9.33485, 330
0.137, 78.226, 9.32914, 330
0.138, 77.102, 9.1708, 330
0.139, 75.841, 9.20238, 330
0.14, 73.729, 8.00147, 330
0.141, 73.222, 8.44279, 330
0.142, 72.336, 8.55974, 330
0.143, 70.615, 7.83944, 330
0.144, 69.779, 7.99838, 330
0.145, 68.652, 8.26698, 330
0.146, 67.595, 7.59322, 330
0.147, 66.918, 7.87244, 330
0.148, 65.053, 7.465, 330
0.149, 64.815, 7.80325, 330
0, 0, 0, 335
0.001, 0.002, 0.0632139, 335
0.002, 0.037, 0.252252, 335
0.003, 0.091, 0.413182, 335
0.004, 0.234, 0.655167, 335
0.005, 0.409, 0.817141, 335
0.006, 0.722, 1.0103, 335
0.007, 1.033, 1.15408, 335
0.008, 1.368, 1.19774, 335
0.009, 1.658, 1.2558, 335
0.01, 1.988, 1.25692, 335
0.011, 2.293, 1.35689, 335
0.012, 2.559, 1.32986, 335
0.013, 2.922, 1.56266, 335
0.014, 3.187, 1.6242, 335
0.015, 3.42, 1.58984, 335
0.016, 3.727, 1.78227, 335
0.017, 4.082, 1.86206, 335
0.018, 4.414, 1.90279, 335
0.019, 4.818, 2.10306, 335
0.02, 5.185, 2.17779, 335
0.021, 5.57, 2.16774, 335
0.022, 5.952, 2.35025, 335
0.023, 6.129, 2.59468, 335
0.024, 6.601, 2.56199, 335
0.025, 6.811, 2.42431, 335
0.026, 7.625, 3.47971, 335
0.027, 7.804, 3.10541, 335
0.028, 8.386, 3.43293, 335
0.029, 8.546, 3.26188, 335
0.03, 9.129, 3.60976, 335
0.031, 9.525, 3.65888, 335
0.032, 10.521, 4.37602, 335
0.033, 10.714, 4.39889, 335
0.034, 11.361, 4.88269, 335
0.035, 11.583, 4.41578, 335
0.036, 12.693, 4.97562, 335
0.037, 13.361, 5.73678, 335
0.038, 13.741, 5.26858, 335
0.039, 14.558, 5.78279, 335
0.04, 15.403, 7.03225, 335
0.041, 15.755, 6.74603, 335
0.042, 17.335, 7.86325, 335
0.043, 18.311, 8.85586, 335
0.044, 18.662, 8.9494, 335
0.045, 19.562, 8.53675, 335
0.046, 20.735, 9.58346, 335
0.047, 22.522, 11.5512, 335
0.048, 23.896, 12.7121, 335
0.049, 28.444, 72.044, 335
0.05, 31.295, 74.2085, 335
0.051, 36.211, 108.876, 335
0.052, 47.285, 158.752, 335
0.053, 52.609, 166.228, 335
0.054, 71.697, 218.706, 335
0.055, 84.748, 253.614, 335
0.056, 87.47, 253.245, 335
0.057, 117.745, 300.605, 335
0.058, 161.622, 369.457, 335
0.059, 207.358, 413.818, 335
0.06, 248.489, 448.892, 335
0.061, 318.35, 497.345, 335
0.062, 361.088, 505.01, 335
0.063, 434.433, 527.953, 335
0.064, 499.037, 538.024, 335
0.065, 575.069, 533.496, 335
0.066, 641.303, 507.448, 335
0.067, 712.99, 476.712, 335
0.068, 764.429, 437.383, 335
0.069, 813.348, 375.225, 335
0.07, 799.896, 319.563, 335
0.071, 803.883, 269.62, 335
0.072, 778.503, 241.705, 335
0.073, 764.967, 199.075, 335
0.074, 723.875, 175.866, 335
0.075, 679.4, 156.98, 335
0.076, 639.141, 133.6, 335
0.077, 599.942, 121.36, 335
0.078, 562.959, 114.35, 335
0.079, 529.556, 104.962, 335
0.08, 493.165, 95.4562, 335
0.081, 471.246, 88.8299, 335
0.082, 440.862, 81.6115, 335
0.083, 414.543, 74.7589, 335
0.084, 393.225, 67.7407, 335
0.085, 376.843, 68.9986, 335
0.086, 356.955, 60.3703, 335
0.087, 337.321, 57.1395, 335
0.088, 321.608, 52.8848, 335
0.089, 305.318, 48.8137, 335
0.09, 292.009, 47.7451, 335
0.091, 280.724, 43.9337, 335
0.092, 269.205, 42.5252, 335
0.093, 255.797, 38.3544, 335
0.094, 247.193, 38.3315, 335
0.095, 238.646, 36.487, 335
0.096, 227.243, 33.2846, 335
0.097, 219.709, 32.4629, 335
0.098, 211.284, 30.8151, 335
0.099, 202.63, 28.3963, 335
0.1, 196.339, 27.4297, 335
0.101, 190.487, 27.1241, 335
0.102, 183.697, 25.1758, 335
0.103, 177.043, 23.5894, 335
0.104, 170.404, 22.7756, 335
0.105, 166.077, 22.0417, 335
0.106, 160.91, 22.2047, 335
0.107, 155.387, 20.602, 335
0.108, 151.532, 19.189, 335
0.109, 148.09, 21.0342, 335
0.11, 143.876, 18.8499, 335
0.111, 139.733, 18.0482, 335
0.112, 135.769, 17.1389, 335
0.113, 131.245, 17.0613, 335
0.114, 128.055, 16.3849, 335
0.115, 125.803, 16.5414, 335
0.116, 122.079, 16.4025, 335
0.117, 118.974, 15.9755, 335
0.118, 115.929, 14.495, 335
0.119, 113.182, 14.474, 335
0.12, 110.614, 14.0267, 335
0.121, 108.119, 13.578, 335
0.122, 106.057, 13.3319, 335
0.123, 103.613, 12.9746, 335
0.124, 101.711, 12.9548, 335
0.125, 99.19, 12.6038, 335
0.126, 96.267, 12.0838, 335
0.127, 94.995, 11.4841, 335
0.128, 93.084, 11.2593, 335
0.129, 91.156, 10.9234, 335
0.13, 88.933, 10.5391, 335
0.131, 87.413, 10.5338, 335
0.132, 85.99, 10.1444, 335
0.133, 84.732, 10.6792, 335
0.134, 83.06, 9.51107, 335
0.135, 81.59, 9.79132, 335
0.136, 80.193, 9.61498, 335
0.137, 78.293, 9.14621, 335
0.138, 77.451, 9.21822, 335
0.139, 75.693, 8.79038, 335
0.14, 74.585, 8.67253, 335
0.141, 73.506, 8.7851, 335
0.142, 72.229, 8.64688, 335
0.143, 70.881, 8.26709, 335
0.144, 69.817, 8.31081, 335
0.145, 69.058, 8.17194, 335
0.146, 67.645, 7.73285, 335
0.147, 66.994, 7.96869, 335
0.148, 65.748, 7.6398, 335
0.149, 64.586, 7.37242, 335
0, 0, 0, 340
0.001, 0.002, 0.0632139, 340
0.002, 0.022, 0.198786, 340
0.003, 0.079, 0.395928, 340
0.004, 0.22, 0.624179, 340
0.005, 0.432, 0.874858, 340
0.006, 0.688, 1.02696, 340
0.007, 1.002, 1.15065, 340
0.008, 1.369, 1.14579, 340
0.009, 1.712, 1.22109, 340
0.01, 1.997, 1.26609, 340
0.011, 2.345, 1.36014, 340
0.012, 2.643, 1.34817, 340
0.013, 2.795, 1.43073, 340
0.014, 3.21, 1.62969, 340
0.015, 3.513, 1.69524, 340
0.016, 3.945, 1.85579, 340
0.017, 4.097, 1.77696, 340
0.018, 4.413, 1.9931, 340
0.019, 4.967, 2.10569, 340
0.02, 5.341, 2.23086, 340
0.021, 5.59, 2.41617, 340
0.022, 5.994, 2.25787, 340
0.023, 6.269, 2.52678, 340
0.024, 6.709, 2.57649, 340
0.025, 7.194, 2.82566, 340
0.026, 7.421, 2.89478, 340
0.027, 7.954, 3.06821, 340
0.028, 8.5, 3.36095, 340
0.029, 8.702, 3.52806, 340
0.03, 9.122, 3.28285, 340
0.031, 9.907, 4.03464, 340
0.032, 10.284, 4.16957, 340
0.033, 10.692, 3.83629, 340
0.034, 11.147, 4.70801, 340
0.035, 11.963, 4.57555, 340
0.036, 12.412, 5.00402, 340
0.037, 12.971, 4.76573, 340
0.038, 13.712, 5.55095, 340
0.039, 14.893, 6.10979, 340
0.04, 15.463, 10.7359, 340
0.041, 16.399, 7.60551, 340
0.042, 16.956, 7.51519, 340
0.043, 17.843, 7.61501, 340
0.044, 19.132, 8.38275, 340
0.045, 20.287, 10.9293, 340
0.046, 20.911, 9.80903, 340
0.047, 28.289, 84.2735, 340
0.048, 26.915, 63.2558, 340
0.049, 34.064, 102.589, 340
0.05, 32.15, 80.7828, 340
0.051, 37.9, 108.514, 340
0.052, 45.982, 147.06, 340
0.053, 54.408, 170.769, 340
0.054, 66.925, 204.202, 340
0.055, 77.465, 235.02, 340
0.056, 119.581, 316.886, 340
0.057, 122.012, 302.959, 340
0.058, 170.477, 381.679, 340
0.059, 195.84, 400.982, 340
0.06, 221.797, 421.433, 340
0.061, 280.103, 466.602, 340
0.062, 353.225, 507.874, 340
0.063, 436.984, 539.438, 340
0.064, 529.979, 543.8, 340
0.065, 600.393, 535.886, 340
0.066, 692.207, 519.798, 340
0.067, 734.034, 471.484, 340
0.068, 795.058, 423.816, 340
0.069, 839.447, 351.071, 340
0.07, 836.878, 318.503, 340
0.071, 806.938, 279.907, 340
0.072, 803.946, 223.626, 340
0.073, 762.851, 203.618, 340
0.074, 711.441, 163.621, 340
0.075, 687.875, 151.015, 340
0.076, 638.122, 143.397, 340
0.077, 599.484, 117.736, 340
0.078, 550.659, 107.967, 340
0.079, 526.087, 104.309, 340
0.08, 498.863, 99.8221, 340
0.081, 468.487, 88.8704, 340
0.082, 445.577, 82.3511, 340
0.083, 416.244, 72.865, 340
0.084, 395.95, 70.3002, 340
0.085, 372.833, 64.7532, 340
0.086, 357.483, 61.441, 340
0.087, 336.762, 55.188, 340
0.088, 323.613, 54.3122, 340
0.089, 306.787, 48.2503, 340
0.09, 292.34, 46.6118, 340
0.091, 280.093, 42.9398, 340
0.092, 268.95, 43.295, 340
0.093, 256.874, 38.7921, 340
0.094, 246.854, 37.0925, 340
0.095, 236.815, 35.9252, 340
0.096, 229.478, 34.1466, 340
0.097, 218.933, 31.5989, 340
0.098, 210.749, 30.0135, 340
0.099, 203.782, 29.1132, 340
0.1, 196.261, 28.0572, 340
0.101, 189.448, 26.6181, 340
0.102, 183.16, 25.9608, 340
0.103, 177.621, 24.4799, 340
0.104, 171.008, 23.4598, 340
0.105, 166.427, 23, 340
0.106, 161.764, 21.4905, 340
0.107, 156.544, 20.4054, 340
0.108, 150.069, 19.8679, 340
0.109, 147.757, 19.0011, 340
0.11, 142.97, 17.933, 340
0.111, 139.365, 18.2477, 340
0.112, 136.505, 18.2667, 340
0.113, 132.045, 16.828, 340
0.114, 129.074, 16.293, 340
0.115, 124.889, 16.13, 340
0.116, 122.51, 15.3815, 340
0.117, 118.955, 14.5157, 340
0.118, 116.038, 13.8199, 340
0.119, 113.521, 14.4554, 340
0.12, 110.971, 14.073, 340
0.121, 108.685, 13.5483, 340
0.122, 105.593, 12.3774, 340
0.123, 102.631, 12.3901, 340
0.124, 100.876, 12.2783, 340
0.125, 99.207, 11.8824, 340
0.126, 96.764, 10.9678, 340
0.127, 95.336, 11.5131, 340
0.128, 93.66, 11.2114, 340
0.129, 91.5, 11.4237, 340
0.13, 89.617, 10.7579, 340
0.131, 87.653, 10.0298, 340
0.132, 86.57, 10.8385, 340
0.133, 84.834, 9.89436, 340
0.134, 82.917, 9.89455, 340
0.135, 81.95, 10.1245, 340
0.136, 80.207, 8.88438, 340
0.137, 78.862, 9.20005, 340
0.138, 77.089, 8.95283, 340
0.139, 76.134, 8.95299, 340
0.14, 74.687, 8.58295, 340
0.141, 73.674, 8.71618, 340
0.142, 72.598, 8.81853, 340
0.143, 71.506, 8.69908, 340
0.144, 69.579, 8.06311, 340
0.145, 68.815, 7.93024, 340
0.146, 67.982, 8.0096, 340
0.147, 66.475, 7.60627, 340
0.148, 65.599, 7.6008, 340
0.149, 64.832, 7.49158, 340
0, 0, 0, 345
0.001, 0.003, 0.070647, 345
0.002, 0.038, 0.261832, 345
0.003, 0.111, 0.465488, 345
0.004, 0.229, 0.631315, 345
0.005, 0.484, 0.881898, 345
0.006, 0.689, 1.00114, 345
0.007, 1.089, 1.09594, 345
0.008, 1.367, 1.15166, 345
0.009, 1.767, 1.30488, 345
0.01, 2.007, 1.25974, 345
0.011, 2.377, 1.30724, 345
0.012, 2.59, 1.35717, 345
0.013, 2.951, 1.46717, 345
0.014, 3.199, 1.59355, 345
0.015, 3.554, 1.90502, 345
0.016, 3.9, 1.92146, 345
0.017, 4.196, 1.91822, 345
0.018, 4.432, 1.91086, 345
0.019, 5, 2.13682, 345
0.02, 5.259, 2.08133, 345
0.021, 5.602, 2.20989, 345
0.022, 6.003, 2.27794, 345
0.023, 6.325, 2.49827, 345
0.024, 6.737, 2.58802, 345
0.025, 6.972, 2.73482, 345
0.026, 7.433, 2.73048, 345
0.027, 8.172, 3.43255, 345
0.028, 8.359, 3.22058, 345
0.029, 8.941, 3.56252, 345
0.03, 9.279, 3.75009, 345
0.031, 9.67, 3.81695, 345
0.032, 10.573, 4.21719, 345
0.033, 11.079, 4.23235, 345
0.034, 11.648, 5.27087, 345
0.035, 11.974, 4.59862, 345
0.036, 12.771, 4.98523, 345
0.037, 13.239, 5.42217, 345
0.038, 13.914, 5.45991, 345
0.039, 14.616, 6.14545, 345
0.04, 15.511, 6.15304, 345
0.041, 16.446, 7.30993, 345
0.042, 17.406, 7.16137, 345
0.043, 18.056, 8.06566, 345
0.044, 19.884, 10.002, 345
0.045, 22.038, 57.9026, 345
0.046, 23.136, 66.7831, 345
0.047, 23.075, 12.4281, 345
0.048, 27.075, 59.8676, 345
0.049, 29.019, 73.8876, 345
0.05, 34.251, 94.1542, 345
0.051, 32.021, 65.0327, 345
0.052, 42.396, 130.471, 345
0.053, 57.933, 185.05, 345
0.054, 56.904, 172.395, 345
0.055, 96.149, 282.524, 345
0.056, 116.407, 309.301, 345
0.057, 109.987, 285.243, 345
0.058, 161.371, 365.251, 345
0.059, 205.891, 422.656, 345
0.06, 272.865, 477.607, 345
0.061, 335.252, 513.959, 345
0.062, 390.008, 533.39, 345
0.063, 432.111, 539.198, 345
0.064, 533.442, 553.782, 345
0.065, 631.115, 550.979, 345
0.066, 676.514, 523.967, 345
0.067, 754.75, 471.041, 345
0.068, 802.667, 437.631, 345
0.069, 811.92, 377.704, 345
0.07, 834.752, 324.19, 345
0.071, 829.187, 265.609, 345
0.072, 790.219, 222.025, 345
0.073, 769.911, 196.826, 345
0.074, 731.025, 165.806, 345
0.075, 688.769, 157.082, 345
0.076, 648.36, 139.187, 345
0.077, 610.333, 129.964, 345
0.078, 565.621, 118.369, 345
0.079, 524.031, 100.004, 345
0.08, 498.811, 96.5444, 345
0.081, 470.251, 85.3592, 345
0.082, 444.479, 82.4262, 345
0.083, 416.795, 75.6651, 345
0.084, 399.463, 67.6821, 345
0.085, 372.865, 62.9942, 345
0.086, 351.699, 59.6482, 345
0.087, 337.151, 55.9324, 345
0.088, 325.827, 52.1778, 345
0.089, 308.982, 47.7819, 345
0.09, 295.584, 49.1465, 345
0.091, 276.996, 41.8722, 345
0.092, 271.39, 44.0143, 345
0.093, 256.643, 38.2246, 345
0.094, 246.187, 35.5731, 345
0.095, 239.286, 35.6033, 345
0.096, 228.783, 33.711, 345
0.097, 221.616, 33.4286, 345
0.098, 211.688, 30.8697, 345
0.099, 202.846, 27.8982, 345
0.1, 195.991, 27.3513, 345
0.101, 189.838, 26.8418, 345
0.102, 182.941, 26.2166, 345
0.103, 178.789, 24.9017, 345
0.104, 171.767, 23.281, 345
0.105, 167.474, 23.6298, 345
0.106, 161.566, 21.5577, 345
0.107, 155.82, 20.1986, 345
0.108, 152.46, 21.0294, 345
0.109, 147.46, 18.5137, 345
0.11, 143.693, 17.9248, 345
0.111, 139.784, 17.7794, 345
0.112, 134.753, 16.5186, 345
0.113, 132.414, 16.7702, 345
0.114, 129.243, 17.5843, 345
0.115, 125.126, 16.0495, 345
0.116, 122.781, 15.9941, 345
0.117, 119.006, 15.3621, 345
0.118, 116.395, 14.5108, 345
0.119, 113.915, 13.7104, 345
0.12, 110.613, 13.8731, 345
0.121, 108.611, 13.3065, 345
0.122, 106.019, 13.1207, 345
0.123, 103.585, 13.1228, 345
0.124, 101.329, 12.2002, 345
0.125, 99.269, 12.1176, 345
0.126, 97.302, 11.9342, 345
0.127, 95.301, 11.9112, 345
0.128, 93.194, 10.7442, 345
0.129, 91.418, 11.1205, 345
0.13, 90.237, 11.1879, 345
0.131, 88.111, 10.7141, 345
0.132, 86.554, 10.6812, 345
0.133, 84.67, 10.096, 345
0.134, 83.724, 9.80275, 345
0.135, 81.501, 9.62923, 345
0.136, 79.91, 9.47924, 345
0.137, 78.587, 9.12, 345
0.138, 77.408, 9.14525, 345
0.139, 76.064, 8.78726, 345
0.14, 74.462, 8.3259, 345
0.141, 73.599, 8.40406, 345
0.142, 72.629, 8.75827, 345
0.143, 71.23, 8.19043, 345
0.144, 69.913, 8.02094, 345
0.145, 68.859, 7.91802, 345
0.146, 67.595, 7.29294, 345
0.147, 66.558, 7.5406, 345
0.148, 65.574, 7.34102, 345
0.149, 65.16, 7.45107, 345
0, 0, 0, 350
0.001, 0, 0, 350
0.002, 0.03, 0.243105, 350
0.003, 0.107, 0.462116, 350
0.004, 0.275, 0.717896, 350
0.005, 0.476, 0.88285, 350
0.006, 0.774, 1.08946, 350
0.007, 1.077, 1.16836, 350
0.008, 1.404, 1.20531, 350
0.009, 1.736, 1.19009, 350
0.01, 2.172, 1.46711, 350
0.011, 2.371, 1.28349, 350
0.012, 2.712, 1.44881, 350
0.013, 2.918, 1.46536, 350
0.014, 3.269, 1.6391, 350
0.015, 3.504, 1.67988, 350
0.016, 3.992, 2.06251, 350
0.017, 4.164, 1.84475, 350
0.018, 4.542, 1.98198, 350
0.019, 4.973, 2.11572, 350
0.02, 5.375, 2.16203, 350
0.021, 5.707, 2.20797, 350
0.022, 6.124, 2.40637, 350
0.023, 6.351, 2.21671, 350
0.024, 6.805, 2.79087, 350
0.025, 7.129, 2.74961, 350
0.026, 7.533, 2.97303, 350
0.027, 7.94, 2.95337, 350
0.028, 8.387, 3.21453, 350
0.029, 9.061, 3.68501, 350
0.03, 9.323, 3.62142, 350
0.031, 10.037, 4.09995, 350
0.032, 10.392, 4.16777, 350
0.033, 11.024, 4.54482, 350
0.034, 11.284, 4.2969, 350
0.035, 11.96, 4.57651, 350
0.036, 12.46, 4.54713, 350
0.037, 13.464, 5.34272, 350
0.038, 14.064, 5.64906, 350
0.039, 14.655, 5.6745, 350
0.04, 15.813, 6.28156, 350
0.041, 16.551, 6.89677, 350
0.042, 16.926, 7.04532, 350
0.043, 17.937, 7.37503, 350
0.044, 20.032, 11.4886, 350
0.045, 21.048, 11.0804, 350
0.046, 21.457, 11.2713, 350
0.047, 22.935, 11.1553, 350
0.048, 28.072, 67.983, 350
0.049, 30.815, 87.6005, 350
0.05, 30.574, 67.4432, 350
0.051, 36.56, 102.237, 350
0.052, 43.034, 126.874, 350
0.053, 57.703, 190.737, 350
0.054, 74.306, 226.91, 350
0.055, 77.674, 228.364, 350
0.056, 101.709, 283.289, 350
0.057, 141.309, 344.234, 350
0.058, 181.588, 402.618, 350
0.059, 213.842, 428.903, 350
0.06, 267.68, 474.537, 350
0.061, 335.344, 513.012, 350
0.062, 431.773, 565.582, 350
0.063, 443.23, 545.362, 350
0.064, 575.877, 558.395, 350
0.065, 635.977, 557, 350
0.066, 718.161, 523.086, 350
0.067, 761.415, 483.243, 350
0.068, 775.865, 453.136, 350
0.069, 821.232, 386.393, 350
0.07, 856.548, 308.431, 350
0.071, 830.68, 281.1, 350
0.072, 815.153, 219.24, 350
0.073, 770.002, 190.523, 350
0.074, 720.278, 175.114, 350
0.075, 686.688, 155.342, 350
0.076, 647.263, 133.694, 350
0.077, 604.609, 128.416, 350
0.078, 568.253, 115.345, 350
0.079, 537.59, 103.907, 350
0.08, 503.417, 99.4378, 350
0.081, 471.953, 90.0101, 350
0.082, 441.963, 82.147, 350
0.083, 420.413, 77.0472, 350
0.084, 394.074, 68.2753, 350
0.085, 375.39, 66.2075, 350
0.086, 358.388, 61.7884, 350
0.087, 341.449, 57.5671, 350
0.088, 323.553, 54.7092, 350
0.089, 306.315, 50.8684, 350
0.09, 295.839, 48.2252, 350
0.091, 281.671, 44.6046, 350
0.092, 268.415, 43.0488, 350
0.093, 255.146, 37.3486, 350
0.094, 247.93, 36.5312, 350
0.095, 237.331, 33.5902, 350
0.096, 228.772, 34.1115, 350
0.097, 221.686, 33.8609, 350
0.098, 212.593, 32.0061, 350
0.099, 204.362, 29.0157, 350
0.1, 197.004, 27.3057, 350
0.101, 190.297, 26.1291, 350
0.102, 183.442, 25.3841, 350
0.103, 178.612, 24.3479, 350
0.104, 172.949, 23.0764, 350
0.105, 166.53, 22.0366, 350
0.106, 161.32, 21.0843, 350
0.107, 157.169, 21.8768, 350
0.108, 153.321, 20.2915, 350
0.109, 145.812, 18.7527, 350
0.11, 143.294, 18.8849, 350
0.111, 138.925, 17.7313, 350
0.112, 135.801, 17.446, 350
0.113, 131.283, 16.3111, 350
0.114, 128.811, 16.4769, 350
0.115, 126.204, 15.402, 350
0.116, 121.746, 15.2309, 350
0.117, 119.457, 14.8029, 350
0.118, 116.421, 14.5121, 350
0.119, 113.612, 14.0627, 350
0.12, 111.178, 13.7208, 350
0.121, 108.831, 13.841, 350
0.122, 105.772, 13.0005, 350
0.123, 103.647, 12.7213, 350
0.124, 101.083, 12.0409, 350
0.125, 99.723, 12.0117, 350
0.126, 97.293, 11.4948, 350
0.127, 95.225, 11.0741, 350
0.128, 93.477, 11.8333, 350
0.129, 92.106, 11.4846, 350
0.13, 89.234, 10.3001, 350
0.131, 88.073, 10.6027, 350
0.132, 86.529, 10.4839, 350
0.133, 84.69, 10.0243, 350
0.134, 83.211, 9.7583, 350
0.135, 81.893, 9.59966, 350
0.136, 79.852, 9.02165, 350
0.137, 79.056, 9.19037, 350
0.138, 77.168, 8.98731, 350
0.139, 76.483, 9.11656, 350
0.14, 74.777, 8.73426, 350
0.141, 73.632, 8.60166, 350
0.142, 72.437, 8.15708, 350
0.143, 71.2, 8.48611, 350
0.144, 70.454, 8.62043, 350
0.145, 68.953, 8.03086, 350
0.146, 68.281, 8.20098, 350
0.147, 67.189, 7.97968, 350
0.148, 65.679, 7.6715, 350
0.149, 64.792, 7.39397, 350
0, 0, 0, 355
0.001, 0.001, 0.031607, 355
0.002, 0.028, 0.22631, 355
0.003, 0.119, 0.467802, 355
0.004, 0.262, 0.688009, 355
0.005, 0.464, 0.871036, 355
0.006, 0.787, 1.03132, 355
0.007, 1.165, 1.21069, 355
0.008, 1.439, 1.18333, 355
0.009, 1.807, 1.26876, 355
0.01, 2.141, 1.32782, 355
0.011, 2.465, 1.3924, 355
0.012, 2.666, 1.37784, 355
0.013, 2.994, 1.42336, 355
0.014, 3.308, 1.70562, 355
0.015, 3.629, 1.82739, 355
0.016, 3.954, 1.87773, 355
0.017, 4.305, 1.73147, 355
0.018, 4.612, 1.88559, 355
0.019, 4.936, 2.12271, 355
0.02, 5.259, 1.9375, 355
0.021, 5.623, 2.2183, 355
0.022, 6.061, 2.42472, 355
0.023, 6.28, 2.13626, 355
0.024, 6.908, 2.74145, 355
0.025, 7.197, 2.62339, 355
0.026, 7.507, 2.83689, 355
0.027, 8.155, 3.34499, 355
0.028, 8.673, 3.3761, 355
0.029, 8.999, 3.66101, 355
0.03, 9.537, 3.51122, 355
0.031, 9.824, 3.71793, 355
0.032, 10.465, 3.98181, 355
0.033, 11.06, 4.59221, 355
0.034, 11.555, 4.39306, 355
0.035, 12.096, 4.34911, 355
0.036, 12.68, 4.62056, 355
0.037, 13.523, 5.12089, 355
0.038, 14.268, 6.54936, 355
0.039, 14.913, 6.79716, 355
0.04, 15.955, 7.37692, 355
0.041, 16.221, 5.90188, 355
0.042, 17.65, 8.0839, 355
0.043, 18.478, 9.71522, 355
0.044, 19.11, 8.30313, 355
0.045, 20.843, 10.5101, 355
0.046, 23.525, 49.8048, 355
0.047, 28.698, 96.3185, 355
0.048, 24.417, 11.887, 355
0.049, 28.868, 52.9821, 355
0.05, 33.831, 94.8901, 355
0.051, 32.941, 66.5587, 355
0.052, 52.752, 176.285, 355
0.053, 57.016, 186.564, 355
0.054, 70.897, 219.61, 355
0.055, 87.354, 249.458, 355
0.056, 118.247, 317.93, 355
0.057, 129.649, 334.719, 355
0.058, 186.952, 401.462, 355
0.059, 200.811, 413.891, 355
0.06, 273.779, 477.011, 355
0.061, 331.968, 520.601, 355
0.062, 418.816, 553.6, 355
0.063, 465.736, 560.08, 355
0.064, 618.749, 579.587, 355
0.065, 647.347, 558.488, 355
0.066, 719.917, 533.735, 355
0.067, 768.757, 492.613, 355
0.068, 837.1, 427.707, 355
